feature,feature_value,feature_value_label,prediction_mean,feature_kind
campaign_id,campaign_1,campaign_1,2.276619307113017,categorical
campaign_id,campaign_2,campaign_2,2.003277282937306,categorical
nacl_pct,3.5,3.5,2.2118891446373534,numeric
nacl_pct,5.0,5,2.078797823285587,numeric
cover_mm,2.343,2.343,2.1848536050358547,numeric
cover_mm,3.5439285714285713,3.544,2.2161068986533357,numeric
cover_mm,3.766142857142857,3.766,2.2150994956638925,numeric
cover_mm,4.344785714285714,4.345,2.1941230843019124,numeric
cover_mm,4.585214285714286,4.585,2.1839730480369575,numeric
cover_mm,5.694642857142857,5.695,2.0274338735197555,numeric
cover_mm,6.394285714285714,6.394,1.965971921014819,numeric
cover_mm,7.257499999999999,7.257,2.020835510614167,numeric
n_steel_mesh,4.0,4,2.1052278424594197,numeric
n_steel_mesh,7.0,7,2.1938229918251566,numeric
img_glcm_homogeneity,0.36362532927367375,0.3636,2.1335037683571842,numeric
img_glcm_homogeneity,0.41574293131292456,0.4157,2.1339405209352407,numeric
img_glcm_homogeneity,0.4520989685255147,0.4521,2.1346258213358453,numeric
img_glcm_homogeneity,0.49034988491778764,0.4903,2.135202676678942,numeric
img_glcm_homogeneity,0.5312206109757422,0.5312,2.1353785358082016,numeric
img_glcm_homogeneity,0.5910961054464148,0.5911,2.1363734621969312,numeric
img_glcm_homogeneity,0.7427860702347068,0.7428,2.1802990651286067,numeric
img_glcm_homogeneity,0.9663967144858705,0.9664,2.1978357447032812,numeric
