sample_name,specimen_id,campaign_id,series_id,n_steel_mesh,week,ageing_days,ultimate_load_kn,terminal_ultimate_load_kn_target,baseline_predicted_ultimate_load_kn,baseline_predicted_ultimate_load_kn_std,prediction_count,is_measured_ultimate_load,baseline_residual,baseline_abs_error,refined_predicted_ultimate_load_kn,refined_predicted_ultimate_load_kn_std,refined_abs_error,refined_residual,delta_abs_error,delta_prediction,specimen_label,specimen_change_status
D01,D01,campaign_2,D,4,36,252,1.89,1.89,1.7878527810623424,0.004950048501541801,2,True,-0.10214721893765755,0.10214721893765755,1.7878527810623424,0.004950048501541801,0.10214721893765755,-0.10214721893765755,0.0,0.0,D01 | mesh 4 | actual 1.89 kN,no_meaningful_change
E06,E06,campaign_2,E,4,36,252,1.87,1.87,1.6955082775379822,0.0847068421255388,2,True,-0.17449172246201794,0.17449172246201794,1.6955082775379822,0.0847068421255388,0.17449172246201794,-0.17449172246201794,0.0,0.0,E06 | mesh 4 | actual 1.87 kN,no_meaningful_change
F01,F01,campaign_2,F,4,36,252,1.9,1.9,1.9275687537775301,0.013856843796374361,2,True,0.02756875377753021,0.02756875377753021,1.9275687537775301,0.013856843796374361,0.02756875377753021,0.02756875377753021,0.0,0.0,F01 | mesh 4 | actual 1.90 kN,no_meaningful_change
F02,F02,campaign_2,F,4,36,252,1.71,1.71,1.8226366715852147,0.09749528030904789,2,True,0.11263667158521473,0.11263667158521473,1.8226366715852147,0.09749528030904789,0.11263667158521473,0.11263667158521473,0.0,0.0,F02 | mesh 4 | actual 1.71 kN,no_meaningful_change
F03,F03,campaign_2,F,4,36,252,2.39,2.39,1.7809222005841745,0.00443280264563535,2,True,-0.6090777994158256,0.6090777994158256,1.7809222005841745,0.00443280264563535,0.6090777994158256,-0.6090777994158256,0.0,0.0,F03 | mesh 4 | actual 2.39 kN,no_meaningful_change
F04,F04,campaign_2,F,4,36,252,2.01,2.01,1.9135852091956023,0.02745315482734678,2,True,-0.09641479080439752,0.09641479080439752,1.9135852091956023,0.02745315482734678,0.09641479080439752,-0.09641479080439752,0.0,0.0,F04 | mesh 4 | actual 2.01 kN,no_meaningful_change
F05,F05,campaign_2,F,4,36,252,1.6,1.6,1.9534875099966604,0.001200381272406856,2,True,0.35348750999666034,0.35348750999666034,1.9534875099966604,0.001200381272406856,0.35348750999666034,0.35348750999666034,0.0,0.0,F05 | mesh 4 | actual 1.60 kN,no_meaningful_change
F06,F06,campaign_2,F,4,36,252,1.68,1.68,1.9270097222822717,0.011686215385463937,2,True,0.2470097222822718,0.2470097222822718,1.9270097222822717,0.011686215385463937,0.2470097222822718,0.2470097222822718,0.0,0.0,F06 | mesh 4 | actual 1.68 kN,no_meaningful_change
G01,G01,campaign_2,G,4,36,252,1.91,1.91,2.034285884283472,0.0044048579939709185,2,True,0.12428588428347198,0.12428588428347198,2.034285884283472,0.0044048579939709185,0.12428588428347198,0.12428588428347198,0.0,0.0,G01 | mesh 4 | actual 1.91 kN,no_meaningful_change
G02,G02,campaign_2,G,4,36,252,2.25,2.25,1.9655147360713539,0.024153078800417522,2,True,-0.28448526392864615,0.28448526392864615,1.9655147360713539,0.024153078800417522,0.28448526392864615,-0.28448526392864615,0.0,0.0,G02 | mesh 4 | actual 2.25 kN,no_meaningful_change
G03,G03,campaign_2,G,4,36,252,1.6,1.6,2.025827737441536,0.06690967511094557,2,True,0.4258277374415358,0.4258277374415358,2.025827737441536,0.06690967511094557,0.4258277374415358,0.4258277374415358,0.0,0.0,G03 | mesh 4 | actual 1.60 kN,no_meaningful_change
