sample_name,specimen_id,campaign_id,series_id,split_group_treatment,treatment_protocol,treatment_coarse,treatment_label_coarse,n_steel_mesh,nacl_pct,cover_mm,week,ageing_days,terminal_week,terminal_days,visible_corrosion_onset_week,has_visible_corrosion_onset,weeks_after_onset_at_terminal,n_rows_all_weeks,n_rows_post_onset,ultimate_load_kn,terminal_ultimate_load_kn_target,is_measured_ultimate_load,surface_total_rust_pct_terminal,surface_total_rust_pct_max,surface_total_rust_pct_mean,surface_total_rust_pct_slope,peak_rust_pct_terminal,peak_rust_pct_max,peak_rust_pct_mean,peak_rust_pct_slope,img_rust_area_ratio_pct_terminal,img_rust_area_ratio_pct_max,img_rust_area_ratio_pct_mean,img_rust_area_ratio_pct_slope,img_strip_rust_max_pct_terminal,img_strip_rust_max_pct_max,img_strip_rust_max_pct_mean,img_strip_rust_max_pct_slope,img_hsv_s_mean_terminal,img_hsv_s_mean_max,img_hsv_s_mean_mean,img_hsv_s_mean_slope,img_hsv_v_mean_terminal,img_hsv_v_mean_max,img_hsv_v_mean_mean,img_hsv_v_mean_slope
E05,E05,campaign_2,E,E_SA_SPRAY,surface_inhibitor_spray_campaign2,SA,SA,4,5.0,4.49,36,252,36,252,10.0,1,26.0,18,13,1.64,1.64,True,2.385,4.77,1.7550555555555556,0.1089165042235217,9.393,17.046,7.989333333333333,0.4412826510721247,2.385293718627052,4.769990503323837,1.7550219327997103,0.1089194707778203,16.76140808344198,24.754889178617994,13.191438504997826,0.6911856274032904,0.3499830663204193,0.3855594098567962,0.2187458140154679,0.0073301274452874,0.7816236019134521,0.9152557849884032,0.7695499029424455,-0.0031773808077607
E06,E06,campaign_2,E,E_SA_SPRAY,surface_inhibitor_spray_campaign2,SA,SA,4,5.0,9.37,36,252,36,252,19.0,1,17.0,18,9,1.87,1.87,True,2.638,4.323,1.345,0.1172636452241715,8.772,14.481,5.1001111111111115,0.409949967511371,2.6377967711301045,4.32326685660019,1.345006707969671,0.1172651564897612,13.869621903520208,23.19556714471969,8.785528031290744,0.6576532959226984,0.3882803916931152,0.3977085053920746,0.2113862395700481,0.0090286154251562,0.7899790406227112,0.9527289271354676,0.8006667561001248,-0.0058541380309532
F01,F01,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,7.31,36,252,36,252,19.0,1,17.0,18,9,1.9,1.9,True,1.132,3.231,0.6608333333333333,0.0593884015594542,3.51,8.973,2.3576666666666664,0.199506335282651,1.1320037986704654,3.2305521638854975,0.660754608902757,0.0593851323112748,7.370273794002608,13.059973924380705,4.3596986817325805,0.3551371426780287,0.3290243446826935,0.3762531876564026,0.2145519440786706,0.0062908245670555,0.8214027881622314,0.955732762813568,0.7938083211580912,-0.0033957521643555
F02,F02,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,7.99,36,252,36,252,17.0,1,19.0,18,10,1.71,1.71,True,3.389,6.941,2.137055555555556,0.191091942820013,22.551,42.444,12.94022222222222,1.1665602664067576,3.388576855243522,6.941202007868674,2.137128988980841,0.1910862503238505,32.66362451108214,49.77053455019556,17.843980877879186,1.5360191729504844,0.3872672915458679,0.4154941439628601,0.218438369118505,0.0083819060593049,0.8404696583747864,0.97139972448349,0.8199347886774275,-0.0035610030598265
F03,F03,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,6.95,36,252,36,252,8.0,1,28.0,18,14,2.39,2.39,True,4.206,7.125,3.6652222222222224,0.1837912605588044,10.467,14.751,8.264444444444445,0.3842969460688759,4.205887939221273,7.1247320580653914,3.665288894918525,0.1837837268419898,12.594524119947849,16.791395045632335,9.774011299435026,0.4622907406136666,0.377466082572937,0.4240505993366241,0.2445624263750182,0.0098471148199776,0.8568499088287354,0.9734285473823548,0.8558655149406857,-0.0037531226950856
F04,F04,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,5.76,36,252,36,252,8.0,1,28.0,18,14,2.01,2.01,True,7.361,12.656,6.609500000000001,0.343990253411306,12.627,27.716,13.461666666666666,0.6506262183235868,7.360955094288428,12.656355989689322,6.6095027057990015,0.3439975461851138,25.534550195567142,50.90091264667536,27.683543386933216,1.1179555375957395,0.4273108541965484,0.4648076891899109,0.2619749661535024,0.011501980393573,0.7793564200401306,0.9594011902809144,0.8241423666477203,-0.0047993585031632
F05,F05,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,6.41,36,252,36,252,8.0,1,28.0,18,14,1.6,1.6,True,3.594,7.526,3.5853333333333333,0.1634439571150097,7.186,14.855,7.740111111111111,0.3314178037686809,3.593705060371727,7.526414326414327,3.585351000165815,0.1634514868649588,9.39895697522816,19.045632333767927,10.523468057366363,0.3993775907246024,0.3570091426372528,0.4209732115268707,0.2176994656523068,0.0081736283852459,0.7842888832092285,0.957128405570984,0.7926056252585517,-0.0054647790545221
F06,F06,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,6.37,36,252,36,252,8.0,1,28.0,18,14,1.68,1.68,True,5.557,8.616,3.586111111111111,0.2194416829109811,17.059,20.289,11.080444444444446,0.5408739441195582,5.55658662325329,8.61641568308235,3.5861378676193487,0.2194443496804337,24.7470664928292,29.033898305084744,16.26655077502535,0.7190424029555756,0.4086843729019165,0.4295265972614288,0.2523869321578079,0.010023923737225,0.7282124757766724,0.918778359889984,0.7693958414925469,-0.006065940134629
G01,G01,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,5.94,36,252,36,252,,0,,18,0,1.91,1.91,True,0.0,0.001,5.555555555555556e-05,2.761533463287849e-06,0.0,0.005,0.0003888888888888,2.225471085120208e-05,0.0,0.0006512006512006,5.728153876302024e-05,3.4026891293514644e-06,0.0,0.0130378096479791,0.0010140518615094,5.80305367697577e-05,0.263561487197876,0.263561487197876,0.0948855930482274,0.0078811875265797,0.9996702671051024,1.0,0.9669086005952624,-0.0011911373524947
G02,G02,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,6.66,36,252,36,252,10.0,1,26.0,18,13,2.25,2.25,True,2.513,5.849,2.6521666666666666,0.1210263157894737,7.1,20.677,9.109944444444444,0.4419850552306692,2.5129833129833132,5.84940984940985,2.6521653929061335,0.1210184724588016,13.685788787483702,25.582790091264663,12.516007532956689,0.6497050184977632,0.3260935544967651,0.3260935544967651,0.1720347216259041,0.0106472927945353,0.9665611386299132,0.9996992349624634,0.9650722410943772,-0.0010995159217333
G03,G03,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,6.83,36,252,36,252,,0,,18,0,1.6,1.6,True,0.0,0.018,0.0012222222222222,0.0001197205977907,0.0,0.14,0.0096666666666666,0.0009366471734892,0.0,0.0175281508614841,0.0012149715853419,0.0001175161885579,0.0,0.4132985658409387,0.0287556135013762,0.002782712491306,0.2824973464012146,0.2824973464012146,0.0990974684745095,0.0086300651400512,0.9923275113105774,0.9999799132347108,0.9695063730080924,-0.0013711138485003
G04,G04,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,4.58,36,252,36,252,,0,,18,0,2.21,2.21,True,0.0,0.001,5.555555555555556e-05,-1.6244314489928568e-07,0.002,0.003,0.0003333333333333,2.046783625730994e-05,0.0002713336046669,0.0005969339302672,5.728153876302025e-05,2.820882179773235e-06,0.0065189048239895,0.0091264667535853,0.0010140518615094,6.501961601575044e-05,0.2761088609695434,0.2761088609695434,0.0888903002593666,0.0078169947311277,0.996565878391266,0.999997854232788,0.9846006002691056,-0.0004337116194824
G05,G05,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,5.23,36,252,36,252,,0,,18,0,2.16,2.16,True,0.052,0.102,0.0257777777777777,0.0015586419753086,0.252,0.459,0.1118333333333333,0.00635477582846,0.052096052096052,0.1024013024013024,0.0258219147108035,0.0015599302149009,0.6636245110821383,1.2529335071707952,0.3084166304505287,0.0163682118038347,0.2486049085855484,0.2486049085855484,0.072866771654339,0.0063455367522382,0.9962692856788636,0.9998108744621276,0.9741055998537276,-0.0011680204423702
G06,G06,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,4.94,36,252,36,252,23.0,1,13.0,18,7,1.97,1.97,True,0.344,0.883,0.2271666666666666,0.0172738791423001,0.811,3.273,0.769,0.0617548732943469,0.343996743996744,0.883028083028083,0.227229834637242,0.0172698373911282,1.6297262059973925,9.790091264667536,1.9080110097059249,0.1473376267458931,0.3233153522014618,0.3580679595470428,0.1164808292993863,0.0104580852094091,0.991235613822937,0.9998767375946044,0.9800005422698128,-0.000853226131011
S1MI01,S1MI01,campaign_1,S1,S1_MI,no_treatment_control,False,D,7,3.5,3.74,28,196,28,196,8.0,1,20.0,15,8,2.38,2.38,True,5.111,5.111,1.1428,0.1673995916852264,10.873,10.873,2.6443999999999996,0.3920261692650334,5.111391058481005,5.111391058481005,1.1428084972766677,0.1674001715802723,14.56147430723702,14.56147430723702,3.7371675524560577,0.523614303560006,0.2929321825504303,0.2929321825504303,0.1944018205006917,0.0042179545474742,0.7161301374435425,0.870749831199646,0.786050283908844,-0.0049072271510239
S1MI02,S1MI02,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,3.54,28,196,28,196,24.0,1,4.0,15,3,2.43,2.43,True,8.318,9.584,1.7167333333333332,0.3040992947290274,14.741,19.849,3.447666666666667,0.5971195248700817,8.317785917785917,9.584425451092118,1.716702392257948,0.304102586260468,21.972620599739244,22.466753585397655,4.861016949152543,0.854712630995142,0.3668858408927917,0.371383398771286,0.2213466505209605,0.0063953219505708,0.6655950546264648,0.8433305025100708,0.7642739534378051,-0.0071521828970204
S1MI03,S1MI03,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,3.8,28,196,28,196,2.0,1,26.0,15,14,2.54,2.54,True,12.772,12.772,2.4374,0.4099409799554566,26.097,26.097,5.5,0.8856328878990349,12.771998371998372,12.771998371998372,2.437433184099851,0.4099431679981049,28.27249022164277,28.27249022164277,7.09013472403303,1.0178151941297915,0.3927627205848694,0.3927627205848694,0.2231827686230341,0.0070138608521015,0.6437228322029114,0.8817623257637024,0.7785363316535949,-0.0082535761745221
S1MI04,S1MI04,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,1.63,28,196,28,196,2.0,1,26.0,15,14,2.38,2.38,True,32.041,32.041,5.8614,1.02938140311804,44.239,44.239,9.396266666666667,1.440737379361544,32.041296974630306,32.041296974630306,5.861399176954732,1.0293714396906677,54.23468057366363,54.23468057366363,12.498305084745764,1.8147300147413392,0.552765965461731,0.552765965461731,0.2576481233040492,0.0132775276445776,0.6570062637329102,0.8758204579353333,0.7786150733629863,-0.0062413451931789
S1MI05,S1MI05,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,3.71,28,196,28,196,2.0,1,26.0,15,14,2.35,2.35,True,34.269,34.269,6.1693333333333324,1.1419589829250183,48.059,48.059,9.196133333333334,1.6251547884187083,34.26943426943427,34.26943426943427,6.1694496450052005,1.1419640383263248,71.76401564537159,71.76401564537159,17.06805736636245,2.490670755137933,0.5899218320846558,0.5899218320846558,0.2694071988264719,0.0145770257370686,0.6386171579360962,0.8495522141456604,0.7317685008049011,-0.0061761323907415
S1MI06,S1MI06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,4.34,28,196,28,196,15.0,1,13.0,15,4,2.33,2.33,True,6.321,6.321,1.3134666666666666,0.2240272828507795,12.355,14.972,3.3040000000000003,0.5715896436525614,6.321476054809389,6.321476054809389,1.3134572423461313,0.2240437731405314,26.813559322033896,30.341590612777058,6.5685354193828775,1.1678257443989202,0.3171199858188629,0.3171199858188629,0.193497019012769,0.0058595466371501,0.702591598033905,0.8860812783241272,0.7888723810513815,-0.007621817064002
S1MI07,S1MI07,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,5.34,28,196,28,196,2.0,1,26.0,15,14,2.1,2.1,True,2.019,2.019,0.7543333333333333,0.0603693392724573,3.683,3.683,1.344,0.111511692650334,2.019047619047619,2.019047619047619,0.7542676253787365,0.0603708004351409,8.65580182529335,8.65580182529335,2.228857018687527,0.2477307242227404,0.2657148838043213,0.2657148838043213,0.1937060286601384,0.0030505550885607,0.7362720966339111,0.8786544799804688,0.7676967342694601,-0.0043937072943295
S2SA01,S2SA01,campaign_1,S2,S2_SA,no_treatment_control,False,D,7,3.5,4.42,28,196,28,196,8.0,1,20.0,15,8,2.35,2.35,True,11.093,11.932,2.2578000000000005,0.413554008908686,23.504,24.595,4.876266666666667,0.8502919450631031,11.093257359924026,11.931515398182064,2.257748835526613,0.4135413698640622,32.95827900912647,43.08083441981747,8.270230334637114,1.3511369124879375,0.3884560465812683,0.3897226750850677,0.2207880328098933,0.0087298618293551,0.6848629117012024,0.8721020221710205,0.7690940062204997,-0.0063380907333242
S2SA02,S2SA02,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,4.39,28,196,28,196,15.0,1,13.0,15,4,2.87,2.87,True,3.601,4.474,0.8526000000000001,0.1401508908685969,13.214,13.706,2.9101333333333335,0.4880779510022272,3.600868267534934,4.474074074074074,0.8525880703658483,0.1401505750429284,36.67405475880052,36.67405475880052,7.671794871794872,1.2925345230939584,0.3208309710025787,0.3208309710025787,0.2015773355960846,0.0050643956359218,0.7477337718009949,0.8525329232215881,0.765942394733429,-0.0021501536513578
S2SA03,S2SA03,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,2.02,28,196,28,196,6.0,1,22.0,15,10,2.25,2.25,True,43.177,43.177,6.021466666666667,1.1641098737936155,69.24,69.24,10.394733333333331,1.9513515219005195,43.176828110161445,43.176828110161445,6.021460679238457,1.1641032892703271,81.58409387222947,81.58409387222947,12.69317687961756,2.284400652761606,0.6201505661010742,0.6201505661010742,0.2666064788897832,0.0144847777340929,0.6087959408760071,0.8317369818687439,0.7442469199498495,-0.0058556544997555
S2SA04,S2SA04,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,5.24,28,196,28,196,15.0,1,13.0,15,4,2.39,2.39,True,13.995,13.995,1.5239333333333334,0.3018073496659242,22.182,22.182,2.7877333333333336,0.5205079806978471,13.995170261836927,13.995170261836927,1.5238891150002265,0.3018162733084783,34.58539765319426,34.58539765319426,4.431116905693177,0.8014744243085945,0.4239452481269836,0.4239452481269836,0.2160945067803065,0.0071195510963466,0.5710574984550476,0.8481624126434326,0.7406090060869853,-0.0087384596057706
S2SA05,S2SA05,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,4.11,28,196,28,196,24.0,1,4.0,15,3,2.76,2.76,True,9.946,9.946,1.0354,0.218887713437268,28.547,28.547,2.905,0.6076262063845584,9.945679012345678,9.945679012345678,1.0352860308415863,0.2188758952926238,49.374185136897005,49.374185136897005,6.470751847023034,1.3331685458728608,0.3642673194408417,0.3642673194408417,0.1940238883097966,0.00675868798039,0.583252489566803,0.8451492190361023,0.7590239008267721,-0.0075456992555036
S2SA06,S2SA06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,2.87,28,196,28,196,15.0,1,13.0,15,4,2.48,2.48,True,20.888,20.888,2.132733333333334,0.4543582034149963,29.599,29.599,3.795866666666667,0.7426375278396438,20.88764075430742,20.88764075430742,2.132653190430968,0.4543502763745278,36.50847457627119,36.50847457627119,5.414950021729682,0.9477814913434558,0.511000394821167,0.511000394821167,0.2357714603344599,0.00907379251911,0.6351804137229919,0.8563250303268433,0.7228088816006978,-0.0049843783279481
S2SA07,S2SA07,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,4.3,28,196,28,196,24.0,1,4.0,15,3,2.26,2.26,True,15.038,15.038,1.9764666666666664,0.4213184855233853,45.484,45.484,6.426666666666667,1.347514847809948,15.037525437525437,15.037525437525437,1.976281825170714,0.4213207883339039,59.327249022164274,59.327249022164274,9.754889178617992,1.9726740770208369,0.4024539291858673,0.4024539291858673,0.208010267217954,0.007931830196931,0.6901975870132446,0.8751052618026733,0.7681774179140727,-0.0044394464362703
S3PA01,S3PA01,campaign_1,S3,S3_PA_SA,paint_only,PA,G,7,3.5,2.46,28,196,28,196,10.0,1,18.0,15,6,2.79,2.79,True,5.497,5.497,0.9041333333333332,0.1486134001484781,10.089,10.089,2.3758666666666666,0.3255987379361544,5.49667616334283,5.49667616334283,0.9042536064758286,0.1486093246301116,14.332464146023469,14.332464146023469,3.998870056497175,0.4964068590300141,0.3758293092250824,0.3758293092250824,0.1426955784360567,0.0088357965585671,0.9589759707450868,0.9910457730293274,0.9644938707351683,-0.0001864182280892
S3PA02,S3PA02,campaign_1,S3,S3_PA_SA,paint_plus_surface_inhibitor,SA_PA,G,7,3.5,3.6,28,196,28,196,24.0,1,4.0,15,3,2.84,2.84,True,3.8,3.8,0.5772666666666666,0.0854886785449146,14.279,14.279,1.9166666666666667,0.3615924276169265,3.800407000407,3.800407000407,0.5771699905033237,0.0854939958627165,23.64276401564537,23.64276401564537,3.6328552803129073,0.6393455832604978,0.2387619018554687,0.2387619018554687,0.1158215903987487,0.0043423223878245,0.9331101775169371,0.9794881343841552,0.940505842367808,-0.0001134828518475
S3PA03,S3PA03,campaign_1,S3,S3_PA_SA,paint_plus_surface_inhibitor,SA_PA,G,7,3.5,3.16,28,196,28,196,24.0,1,4.0,15,3,2.66,2.66,True,8.862,8.862,1.4961999999999998,0.2834161098737935,30.48,30.48,5.360600000000001,0.9918398292501855,8.86153846153846,8.86153846153846,1.4963180029846697,0.283409984573063,35.34550195567145,35.34550195567145,7.504041720990874,1.2776951823986666,0.3410074412822723,0.3410074412822723,0.1479251980781555,0.0088193383670751,0.9297922849655152,0.9685176610946656,0.9358822147051492,-0.0003490973465869
S3PA04,S3PA04,campaign_1,S3,S3_PA_SA,paint_plus_surface_inhibitor,SA_PA,G,7,3.5,2.51,28,196,28,196,24.0,1,4.0,15,3,2.85,2.85,True,4.997,4.997,0.8320666666666665,0.1332074981440237,7.815,7.815,1.8976,0.2171126577579807,4.996879663546331,4.996879663546331,0.8320680142902366,0.1332005067714051,16.01173402868318,16.01173402868318,4.291003911342894,0.4498337122718988,0.3044268488883972,0.3044268488883972,0.132447138428688,0.0075309263209037,0.9354166388511658,0.991786003112793,0.940543536345164,-0.0003321059850205
S4SAVF01,S4SAVF01,campaign_1,S4,S4_SA_VF,no_treatment_control,False,D,7,3.5,3.7,28,196,28,196,24.0,1,4.0,15,3,2.4,2.4,True,5.602,5.602,1.0116666666666667,0.189756867112101,17.893,17.893,2.9030666666666667,0.5276850408314774,5.601682268348935,5.601682268348935,1.0116474472030028,0.1897552427866706,26.47196870925684,26.47196870925684,4.756714471968708,0.8323090377089848,0.3040811419486999,0.3041990101337433,0.2102021704117457,0.004522785707567,0.6537277102470398,0.8559871315956116,0.73046502272288,-0.0046993115696981
S4SAVF02,S4SAVF02,campaign_1,S4,S4_SA_VF,surface_inhibitor_plus_glass_compound,SA_VF,VF,7,3.5,3.91,28,196,28,196,24.0,1,4.0,15,3,2.46,2.46,True,5.426,5.426,0.5267333333333333,0.1186770601336302,17.553,17.553,1.7112,0.384612286562732,5.425749559082893,5.425749559082893,0.5267272645050423,0.1186664325986276,28.88135593220339,28.88135593220339,3.279704476314646,0.7131318909469981,0.2420038729906082,0.2420038729906082,0.1223251583675543,0.0058924853034267,0.7322607636451721,0.8708622455596924,0.7949807286262512,-0.0038218851454981
S4SAVF03,S4SAVF03,campaign_1,S4,S4_SA_VF,surface_inhibitor_plus_glass_compound,SA_VF,VF,7,3.5,3.55,28,196,28,196,9.0,1,19.0,15,7,2.33,2.33,True,25.28,25.28,4.765866666666667,0.9411778025241276,40.878,40.878,7.805666666666666,1.500788789903489,25.279663546330212,25.279663546330212,4.765855379188712,0.94117276950734,51.35202086049544,51.35202086049544,12.34715341156019,1.9985761976249312,0.5124088525772095,0.5124088525772095,0.1773351475596428,0.0167463324402625,0.7774601578712463,0.9220906496047974,0.8360300064086914,-0.0045134842329407
S5VF01,S5VF01,campaign_1,S5,S5_VF,no_treatment_control,False,D,7,3.5,3.46,28,196,28,196,10.0,1,18.0,15,6,2.75,2.75,True,12.535,12.535,2.201533333333333,0.4040870452858203,22.584,22.584,4.9378,0.8190180029695621,12.534907068240402,12.534907068240402,2.2016261927373035,0.4040883951302165,44.589308996088654,44.589308996088654,11.327596697088222,1.6162789684740535,0.4176165759563446,0.4176165759563446,0.2311071723699569,0.0078268653776084,0.7139566540718079,0.8773108124732971,0.7658590793609619,-0.0012646478772959
S5VF02,S5VF02,campaign_1,S5,S5_VF,glass_based_compound,VF,VF,7,3.5,4.59,28,196,28,196,10.0,1,18.0,15,6,2.45,2.45,True,23.149,23.149,3.8249333333333335,0.7518602449888641,36.175,36.175,6.967,1.1972661469933186,23.14860941527608,23.14860941527608,3.8248451137340025,0.751845274983112,43.32855280312907,43.32855280312907,9.515601912212082,1.4865847036584268,0.4985021650791168,0.4985021650791168,0.2235603700081507,0.0128820367439552,0.7119618654251099,0.877160370349884,0.7942196766535441,-0.0052437809390674
