feature,importance
img_gray_hist_bin_0,0.32574886
img_rust_area_ratio_pct,0.17312664
img_gray_hist_bin_1,0.099941626
img_brightness_mean,0.03827672
img_glcm_homogeneity,0.035512634
img_rust_blob_largest_ratio_pct,0.033178415
img_black_mask_ratio_pct,0.03144184
img_lbp_std,0.030648991
img_rust_blob_mean_ratio_pct,0.025491897
img_b_std,0.020383278
img_glcm_energy,0.018504497
img_strip_high_count,0.018062746
img_r_std,0.015558975
img_brightness_p10,0.014467204
img_lbp_mean,0.013770224
img_rust_blob_eccentricity_mean,0.01109329
img_brightness_p90,0.00986859
img_glcm_contrast,0.009287664
img_strip_peak_location_cm,0.009214357
img_strip_rust_max_pct,0.009152242
img_b_mean,0.008769519
img_gray_mask_ratio_pct,0.00859362
img_strip_rust_p90_pct,0.0069377855
img_gray_hist_bin_5,0.005867267
img_gray_hist_bin_6,0.005496382
img_gray_hist_bin_3,0.0046755313
img_rust_center_of_mass_cm,0.0036977842
img_strip_rust_std_pct,0.0033544574
img_brightness_std,0.0031820158
img_rust_blob_count,0.0028714368
img_gray_hist_bin_2,0.0016804662
img_gray_hist_bin_4,0.0015269967
img_r_mean,0.00031757896
img_gray_hist_bin_7,0.00029843237
