feature,importance
img_b_std,0.16620733290839884
img_rust_blob_eccentricity_mean,0.1649666737516036
img_lbp_mean,0.11831457103026052
cover_mm,0.10034620280273403
img_gray_hist_bin_6,0.09382248326925041
img_lbp_std,0.09268361344385623
img_strip_peak_location_cm,0.048352180697484454
img_brightness_p90,0.030287636542518835
img_brightness_std,0.020491442713374376
img_gray_hist_bin_7,0.011710171331595801
img_b_mean,0.011557733629327077
img_rust_blob_mean_ratio_pct,0.01143812450942075
img_gray_hist_bin_0,0.010453705512780135
img_rust_blob_largest_ratio_pct,0.009887481332098807
img_glcm_contrast,0.00967067693964324
treatment_coarse_False,0.009629001053112636
img_gray_mask_ratio_pct,0.007906596980402374
treatment_protocol_surface_inhibitor_brush_campaign2,0.00582087320352406
img_rust_blob_count,0.005452195808687131
treatment_coarse_SA_VF,0.005291356386426646
img_brightness_p10,0.005074849446394054
img_gray_hist_bin_5,0.004708193525513708
img_r_std,0.00452344555447546
img_strip_rust_p90_pct,0.003999105465497059
treatment_coarse_VF,0.0038638072910852873
series_id_F,0.0037159763418779727
series_id_E,0.003628390947660124
img_strip_rust_std_pct,0.003627285677781571
split_group_treatment_D_NO,0.0034689282624572773
img_black_mask_ratio_pct,0.0033684616263405798
treatment_protocol_surface_inhibitor_spray_campaign2,0.003298297609054242
img_rust_center_of_mass_cm,0.0030805016437425365
treatment_coarse_SA,0.0023335617902623543
treatment_protocol_glass_based_compound,0.002153444485583077
img_gray_hist_bin_1,0.0014225641043632805
img_gray_hist_bin_3,0.001322608205565568
img_rust_area_ratio_pct,0.0012437354660932247
treatment_protocol_no_treatment_control,0.001141507973958907
img_gray_hist_bin_4,0.0010081629430373717
ageing_days,0.0009236754280559293
img_strip_high_count,0.0009178083419319093
split_group_treatment_S5_VF,0.0008411139622212487
img_strip_rust_max_pct,0.000753372368068485
treatment_coarse_MI,0.0007156601916260621
campaign_id_campaign_1,0.0006704661731443088
split_group_treatment_E_SA_SPRAY,0.0006251467624690738
campaign_id_campaign_2,0.0005608069801232983
img_glcm_energy,0.00046585785142003666
series_id_S1,0.0003705535734005693
series_id_S2,0.00035987024302242215
img_gray_hist_bin_2,0.00029553849497103993
img_brightness_mean,0.00026242023857624635
split_group_treatment_S2_SA,0.0002243355974535649
img_r_mean,0.0001908468514117444
treatment_label_coarse_MI,0.00015389433912281814
treatment_label_coarse_D,0.0001420720019112697
split_group_treatment_S1_MI,0.0001397714103713903
treatment_label_coarse_SA,5.4150423698954145e-05
img_glcm_homogeneity,5.196358690708006e-05
series_id_S5,4.619938016381019e-06
split_group_treatment_F_SA_BRUSH,1.6826370285304487e-06
treatment_protocol_mixed_in_inhibitor,9.319175926292894e-07
treatment_protocol_surface_applied_inhibitor_campaign1,5.233267048083285e-07
split_group_treatment_S4_SA_VF,2.163866704629504e-08
treatment_protocol_paint_plus_surface_inhibitor,1.3514839482013498e-08
treatment_label_coarse_G,0.0
treatment_coarse_SA_PA,0.0
treatment_coarse_PA,0.0
treatment_label_coarse_VF,0.0
series_id_D,0.0
split_group_treatment_S3_PA_SA,0.0
split_group_treatment_G_PAINT,0.0
treatment_protocol_paint_campaign2,0.0
treatment_protocol_paint_only,0.0
series_id_S4,0.0
series_id_S3,0.0
treatment_protocol_surface_inhibitor_plus_glass_compound,0.0
series_id_G,0.0
