target,model_name,target_transform,split_id,mae,rmse,r2,spearman
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_0,0.030946461693121593,0.043993416691390216,-0.09755266569761667,0.3714285714285715
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_1,0.1327580088977072,0.16374406708826478,-0.19616369367531505,0.4285714285714286
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_2,0.16234490386243386,0.19849064803466737,-0.6469002788780347,-0.028571428571428574
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_3,0.1699733945194003,0.18733258971500066,-0.6332887565994401,0.5428571428571429
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_4,0.061548176006665255,0.09179012531014966,-0.427541148992284,0.4642857142857144
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_5,0.0744107984264413,0.09615340962325561,0.04141157205004864,0.6071428571428572
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_6,0.16389557835317442,0.1691154788849278,-18.475288348537966,-0.6000000000000001
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_7,0.15899491736331564,0.1895717706360323,-8.357407502736134,-1.0
wire_area_loss_frac,RandomForest,none,leave_one_treatment_out_8,0.17305193377425043,0.1927335924938623,0.00612656713041404,0.5
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_0,0.04465017603959847,0.06544696331736954,-1.429008225110128,0.3714285714285715
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_1,0.12224614724622625,0.16426077284418839,-0.2037247595448488,0.5428571428571429
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_2,0.1582361054432773,0.18969695516955362,-0.5042081034932571,-0.028571428571428574
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_3,0.18369430309757032,0.2007479084575197,-0.8755919363917004,0.40583972495671394
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_4,0.07212088953555651,0.08970407843410079,-0.36339308801808645,0.39285714285714296
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_5,0.08994972267519434,0.11423080821133304,-0.35291123377802647,0.1785714285714286
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_6,0.07009605336664018,0.07805388462151162,-3.1486444979048755,0.39999999999999997
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_7,0.16298303496460645,0.17342974925564858,-6.83168844339112,-0.5
wire_area_loss_frac,GradientBoosting,none,leave_one_treatment_out_8,0.19167119890527443,0.22016650814036579,-0.29693663337423293,-1.0
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_0,0.051883638083934785,0.058649508190050166,-0.9506472230306069,0.3714285714285715
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_1,0.12399135695894559,0.15670331404881158,-0.0955087041549545,0.5428571428571429
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_2,0.16452281694809595,0.19751486028951853,-0.6307476285993889,-0.028571428571428574
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_3,0.19321030059655508,0.2130605751715826,-1.112722652352483,0.6
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_4,0.07906486159052169,0.10936630310442444,-1.0265801014662514,0.21428571428571433
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_5,0.07703357288496836,0.09273639479521271,0.10833191903990047,0.5
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_6,0.13194094895720482,0.14124099661447487,-12.584345654940721,-0.7999999999999999
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_7,0.15274135076204937,0.18303300645046916,-7.7230233819437615,-0.5
wire_area_loss_frac,XGBoost,none,leave_one_treatment_out_8,0.13775289654413858,0.14759297547736752,0.41716231446638763,0.5
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_0,0.038423691497484064,0.04805326554293118,-0.30947073508104084,0.4285714285714286
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_1,0.12402390396927726,0.15544979339169732,-0.07805214566838448,0.4285714285714286
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_2,0.1572181707373754,0.1927219899310468,-0.552564838780278,-0.3714285714285715
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_3,0.14978280838658878,0.16579985346387252,-0.27939480627476176,0.5797710356524484
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_4,0.0770788257120877,0.09994983883319777,-0.6926256056911897,0.14285714285714288
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_5,0.07698962966141529,0.10640111727683146,-0.1738029063807427,0.42857142857142866
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_6,0.15054483614268613,0.1552083112197544,-15.403900411764234,0.39999999999999997
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_7,0.1566315343290007,0.1903588533599563,-8.435270817919958,-1.0
wire_area_loss_frac,CatBoost,none,leave_one_treatment_out_8,0.16577757883216815,0.19222855539759726,0.011328413918670455,0.5
