image_filename,sample_name,image_path,image_readable,image_width,image_height,image_error
D01-20240110-0W.png,D01-20240110-0W,Data/Images_dataset/D01-20240110-0W.png,True,2835.0,650.0,
D01-20240124-2W.png,D01-20240124-2W,Data/Images_dataset/D01-20240124-2W.png,True,2835.0,650.0,
D01-20240207-4W.png,D01-20240207-4W,Data/Images_dataset/D01-20240207-4W.png,True,2835.0,650.0,
D01-20240221-6W.png,D01-20240221-6W,Data/Images_dataset/D01-20240221-6W.png,True,2835.0,650.0,
D01-20240306-8W.png,D01-20240306-8W,Data/Images_dataset/D01-20240306-8W.png,True,2835.0,650.0,
D01-20240320-10W.png,D01-20240320-10W,Data/Images_dataset/D01-20240320-10W.png,True,2835.0,650.0,
D01-20240405-12W.png,D01-20240405-12W,Data/Images_dataset/D01-20240405-12W.png,True,2835.0,650.0,
D01-20240417-14W.png,D01-20240417-14W,Data/Images_dataset/D01-20240417-14W.png,True,2835.0,650.0,
D01-20240508-17W.png,D01-20240508-17W,Data/Images_dataset/D01-20240508-17W.png,True,2835.0,650.0,
D01-20240522-19W.png,D01-20240522-19W,Data/Images_dataset/D01-20240522-19W.png,True,2835.0,650.0,
D01-20240529-20W.png,D01-20240529-20W,Data/Images_dataset/D01-20240529-20W.png,True,2835.0,650.0,
D01-20240619-23W.png,D01-20240619-23W,Data/Images_dataset/D01-20240619-23W.png,True,2835.0,650.0,
D01-20240626-24W.png,D01-20240626-24W,Data/Images_dataset/D01-20240626-24W.png,True,2835.0,650.0,
D01-20240710-26W.png,D01-20240710-26W,Data/Images_dataset/D01-20240710-26W.png,True,2835.0,650.0,
D01-20240724-28W.png,D01-20240724-28W,Data/Images_dataset/D01-20240724-28W.png,True,2835.0,650.0,
D01-20240807-30W.png,D01-20240807-30W,Data/Images_dataset/D01-20240807-30W.png,True,2835.0,650.0,
D01-20240902-33W.png,D01-20240902-33W,Data/Images_dataset/D01-20240902-33W.png,True,2835.0,650.0,
D01-20240918-36W.png,D01-20240918-36W,Data/Images_dataset/D01-20240918-36W.png,True,2835.0,650.0,
D02-20240110-0W.png,D02-20240110-0W,Data/Images_dataset/D02-20240110-0W.png,True,2835.0,650.0,
D02-20240124-2W.png,D02-20240124-2W,Data/Images_dataset/D02-20240124-2W.png,True,2835.0,650.0,
D02-20240207-4W.png,D02-20240207-4W,Data/Images_dataset/D02-20240207-4W.png,True,2835.0,650.0,
D02-20240221-6W.png,D02-20240221-6W,Data/Images_dataset/D02-20240221-6W.png,True,2835.0,650.0,
D02-20240306-8W.png,D02-20240306-8W,Data/Images_dataset/D02-20240306-8W.png,True,2835.0,650.0,
D02-20240320-10W.png,D02-20240320-10W,Data/Images_dataset/D02-20240320-10W.png,True,2835.0,650.0,
D02-20240405-12W.png,D02-20240405-12W,Data/Images_dataset/D02-20240405-12W.png,True,2835.0,650.0,
D02-20240417-14W.png,D02-20240417-14W,Data/Images_dataset/D02-20240417-14W.png,True,2835.0,650.0,
D02-20240508-17W.png,D02-20240508-17W,Data/Images_dataset/D02-20240508-17W.png,True,2835.0,650.0,
D02-20240522-19W.png,D02-20240522-19W,Data/Images_dataset/D02-20240522-19W.png,True,2835.0,650.0,
D02-20240529-20W.png,D02-20240529-20W,Data/Images_dataset/D02-20240529-20W.png,True,2835.0,650.0,
D02-20240619-23W.png,D02-20240619-23W,Data/Images_dataset/D02-20240619-23W.png,True,2835.0,650.0,
D02-20240626-24W.png,D02-20240626-24W,Data/Images_dataset/D02-20240626-24W.png,True,2835.0,650.0,
D02-20240710-26W.png,D02-20240710-26W,Data/Images_dataset/D02-20240710-26W.png,True,2835.0,650.0,
D02-20240724-28W.png,D02-20240724-28W,Data/Images_dataset/D02-20240724-28W.png,True,2835.0,650.0,
D02-20240807-30W.png,D02-20240807-30W,Data/Images_dataset/D02-20240807-30W.png,True,2835.0,650.0,
D02-20240902-33W.png,D02-20240902-33W,Data/Images_dataset/D02-20240902-33W.png,True,2835.0,650.0,
D02-20240918-36W.png,D02-20240918-36W,Data/Images_dataset/D02-20240918-36W.png,True,2835.0,650.0,
D03-20240110-0W.png,D03-20240110-0W,Data/Images_dataset/D03-20240110-0W.png,True,2835.0,650.0,
D03-20240124-2W.png,D03-20240124-2W,Data/Images_dataset/D03-20240124-2W.png,True,2835.0,650.0,
D03-20240207-4W.png,D03-20240207-4W,Data/Images_dataset/D03-20240207-4W.png,True,2835.0,650.0,
D03-20240221-6W.png,D03-20240221-6W,Data/Images_dataset/D03-20240221-6W.png,True,2835.0,650.0,
D03-20240306-8W.png,D03-20240306-8W,Data/Images_dataset/D03-20240306-8W.png,True,2835.0,650.0,
D03-20240320-10W.png,D03-20240320-10W,Data/Images_dataset/D03-20240320-10W.png,True,2835.0,650.0,
D03-20240405-12W.png,D03-20240405-12W,Data/Images_dataset/D03-20240405-12W.png,True,2835.0,650.0,
D03-20240417-14W.png,D03-20240417-14W,Data/Images_dataset/D03-20240417-14W.png,True,2835.0,650.0,
D03-20240508-17W.png,D03-20240508-17W,Data/Images_dataset/D03-20240508-17W.png,True,2835.0,650.0,
D03-20240522-19W.png,D03-20240522-19W,Data/Images_dataset/D03-20240522-19W.png,True,2835.0,650.0,
D03-20240529-20W.png,D03-20240529-20W,Data/Images_dataset/D03-20240529-20W.png,True,2835.0,650.0,
D03-20240619-23W.png,D03-20240619-23W,Data/Images_dataset/D03-20240619-23W.png,True,2835.0,650.0,
D03-20240626-24W.png,D03-20240626-24W,Data/Images_dataset/D03-20240626-24W.png,True,2835.0,650.0,
D03-20240710-26W.png,D03-20240710-26W,Data/Images_dataset/D03-20240710-26W.png,True,2835.0,650.0,
D03-20240724-28W.png,D03-20240724-28W,Data/Images_dataset/D03-20240724-28W.png,True,2835.0,650.0,
D03-20240807-30W.png,D03-20240807-30W,Data/Images_dataset/D03-20240807-30W.png,True,2835.0,650.0,
D03-20240902-33W.png,D03-20240902-33W,Data/Images_dataset/D03-20240902-33W.png,True,2835.0,650.0,
D03-20240918-36W.png,D03-20240918-36W,Data/Images_dataset/D03-20240918-36W.png,True,2835.0,650.0,
D04-20240110-0W.png,D04-20240110-0W,Data/Images_dataset/D04-20240110-0W.png,True,2835.0,650.0,
D04-20240124-2W.png,D04-20240124-2W,Data/Images_dataset/D04-20240124-2W.png,True,2835.0,650.0,
D04-20240207-4W.png,D04-20240207-4W,Data/Images_dataset/D04-20240207-4W.png,True,2835.0,650.0,
D04-20240221-6W.png,D04-20240221-6W,Data/Images_dataset/D04-20240221-6W.png,True,2835.0,650.0,
D04-20240306-8W.png,D04-20240306-8W,Data/Images_dataset/D04-20240306-8W.png,True,2835.0,650.0,
D04-20240320-10W.png,D04-20240320-10W,Data/Images_dataset/D04-20240320-10W.png,True,2835.0,650.0,
D04-20240405-12W.png,D04-20240405-12W,Data/Images_dataset/D04-20240405-12W.png,True,2835.0,650.0,
D04-20240417-14W.png,D04-20240417-14W,Data/Images_dataset/D04-20240417-14W.png,True,2835.0,650.0,
D04-20240508-17W.png,D04-20240508-17W,Data/Images_dataset/D04-20240508-17W.png,True,2835.0,650.0,
D04-20240522-19W.png,D04-20240522-19W,Data/Images_dataset/D04-20240522-19W.png,True,2835.0,650.0,
D04-20240529-20W.png,D04-20240529-20W,Data/Images_dataset/D04-20240529-20W.png,True,2835.0,650.0,
D04-20240619-23W.png,D04-20240619-23W,Data/Images_dataset/D04-20240619-23W.png,True,2835.0,650.0,
D04-20240626-24W.png,D04-20240626-24W,Data/Images_dataset/D04-20240626-24W.png,True,2835.0,650.0,
D04-20240710-26W.png,D04-20240710-26W,Data/Images_dataset/D04-20240710-26W.png,True,2835.0,650.0,
D04-20240724-28W.png,D04-20240724-28W,Data/Images_dataset/D04-20240724-28W.png,True,2835.0,650.0,
D04-20240807-30W.png,D04-20240807-30W,Data/Images_dataset/D04-20240807-30W.png,True,2835.0,650.0,
D04-20240902-33W.png,D04-20240902-33W,Data/Images_dataset/D04-20240902-33W.png,True,2835.0,650.0,
D04-20240918-36W.png,D04-20240918-36W,Data/Images_dataset/D04-20240918-36W.png,True,2835.0,650.0,
D05-20240110-0W.png,D05-20240110-0W,Data/Images_dataset/D05-20240110-0W.png,True,2835.0,650.0,
D05-20240124-2W.png,D05-20240124-2W,Data/Images_dataset/D05-20240124-2W.png,True,2835.0,650.0,
D05-20240207-4W.png,D05-20240207-4W,Data/Images_dataset/D05-20240207-4W.png,True,2835.0,650.0,
D05-20240221-6W.png,D05-20240221-6W,Data/Images_dataset/D05-20240221-6W.png,True,2835.0,650.0,
D05-20240306-8W.png,D05-20240306-8W,Data/Images_dataset/D05-20240306-8W.png,True,2835.0,650.0,
D05-20240320-10W.png,D05-20240320-10W,Data/Images_dataset/D05-20240320-10W.png,True,2835.0,650.0,
D05-20240405-12W.png,D05-20240405-12W,Data/Images_dataset/D05-20240405-12W.png,True,2835.0,650.0,
D05-20240417-14W.png,D05-20240417-14W,Data/Images_dataset/D05-20240417-14W.png,True,2835.0,650.0,
D05-20240508-17W.png,D05-20240508-17W,Data/Images_dataset/D05-20240508-17W.png,True,2835.0,650.0,
D05-20240522-19W.png,D05-20240522-19W,Data/Images_dataset/D05-20240522-19W.png,True,2835.0,650.0,
D05-20240529-20W.png,D05-20240529-20W,Data/Images_dataset/D05-20240529-20W.png,True,2835.0,650.0,
D05-20240619-23W.png,D05-20240619-23W,Data/Images_dataset/D05-20240619-23W.png,True,2835.0,650.0,
D05-20240626-24W.png,D05-20240626-24W,Data/Images_dataset/D05-20240626-24W.png,True,2835.0,650.0,
D05-20240710-26W.png,D05-20240710-26W,Data/Images_dataset/D05-20240710-26W.png,True,2835.0,650.0,
D05-20240724-28W.png,D05-20240724-28W,Data/Images_dataset/D05-20240724-28W.png,True,2835.0,650.0,
D05-20240807-30W.png,D05-20240807-30W,Data/Images_dataset/D05-20240807-30W.png,True,2835.0,650.0,
D05-20240902-33W.png,D05-20240902-33W,Data/Images_dataset/D05-20240902-33W.png,True,2835.0,650.0,
D05-20240918-36W.png,D05-20240918-36W,Data/Images_dataset/D05-20240918-36W.png,True,2835.0,650.0,
D06-20240110-0W.png,D06-20240110-0W,Data/Images_dataset/D06-20240110-0W.png,True,2835.0,650.0,
D06-20240124-2W.png,D06-20240124-2W,Data/Images_dataset/D06-20240124-2W.png,True,2835.0,650.0,
D06-20240207-4W.png,D06-20240207-4W,Data/Images_dataset/D06-20240207-4W.png,True,2835.0,650.0,
D06-20240221-6W.png,D06-20240221-6W,Data/Images_dataset/D06-20240221-6W.png,True,2835.0,650.0,
D06-20240306-8W.png,D06-20240306-8W,Data/Images_dataset/D06-20240306-8W.png,True,2835.0,650.0,
D06-20240320-10W.png,D06-20240320-10W,Data/Images_dataset/D06-20240320-10W.png,True,2835.0,650.0,
D06-20240405-12W.png,D06-20240405-12W,Data/Images_dataset/D06-20240405-12W.png,True,2835.0,650.0,
D06-20240417-14W.png,D06-20240417-14W,Data/Images_dataset/D06-20240417-14W.png,True,2835.0,650.0,
D06-20240508-17W.png,D06-20240508-17W,Data/Images_dataset/D06-20240508-17W.png,True,2835.0,650.0,
D06-20240522-19W.png,D06-20240522-19W,Data/Images_dataset/D06-20240522-19W.png,True,2835.0,650.0,
D06-20240529-20W.png,D06-20240529-20W,Data/Images_dataset/D06-20240529-20W.png,True,2835.0,650.0,
D06-20240619-23W.png,D06-20240619-23W,Data/Images_dataset/D06-20240619-23W.png,True,2835.0,650.0,
D06-20240626-24W.png,D06-20240626-24W,Data/Images_dataset/D06-20240626-24W.png,True,2835.0,650.0,
D06-20240710-26W.png,D06-20240710-26W,Data/Images_dataset/D06-20240710-26W.png,True,2835.0,650.0,
D06-20240724-28W.png,D06-20240724-28W,Data/Images_dataset/D06-20240724-28W.png,True,2835.0,650.0,
D06-20240807-30W.png,D06-20240807-30W,Data/Images_dataset/D06-20240807-30W.png,True,2835.0,650.0,
D06-20240902-33W.png,D06-20240902-33W,Data/Images_dataset/D06-20240902-33W.png,True,2835.0,650.0,
D06-20240918-36W.png,D06-20240918-36W,Data/Images_dataset/D06-20240918-36W.png,True,2835.0,650.0,
E01-20240110-0W.png,E01-20240110-0W,Data/Images_dataset/E01-20240110-0W.png,True,2835.0,650.0,
E01-20240124-2W.png,E01-20240124-2W,Data/Images_dataset/E01-20240124-2W.png,True,2835.0,650.0,
E01-20240207-4W.png,E01-20240207-4W,Data/Images_dataset/E01-20240207-4W.png,True,2835.0,650.0,
E01-20240221-6W.png,E01-20240221-6W,Data/Images_dataset/E01-20240221-6W.png,True,2835.0,650.0,
E01-20240306-8W.png,E01-20240306-8W,Data/Images_dataset/E01-20240306-8W.png,True,2835.0,650.0,
E01-20240320-10W.png,E01-20240320-10W,Data/Images_dataset/E01-20240320-10W.png,True,2835.0,650.0,
E01-20240405-12W.png,E01-20240405-12W,Data/Images_dataset/E01-20240405-12W.png,True,2835.0,650.0,
E01-20240417-14W.png,E01-20240417-14W,Data/Images_dataset/E01-20240417-14W.png,True,2835.0,650.0,
E01-20240508-17W.png,E01-20240508-17W,Data/Images_dataset/E01-20240508-17W.png,False,,,cannot identify image file 'Data/Images_dataset/E01-20240508-17W.png'
E01-20240522-19W.png,E01-20240522-19W,Data/Images_dataset/E01-20240522-19W.png,True,2835.0,650.0,
E01-20240529-20W.png,E01-20240529-20W,Data/Images_dataset/E01-20240529-20W.png,True,2835.0,650.0,
E01-20240619-23W.png,E01-20240619-23W,Data/Images_dataset/E01-20240619-23W.png,True,2835.0,650.0,
E01-20240626-24W.png,E01-20240626-24W,Data/Images_dataset/E01-20240626-24W.png,True,2835.0,650.0,
E01-20240710-26W.png,E01-20240710-26W,Data/Images_dataset/E01-20240710-26W.png,True,2835.0,650.0,
E01-20240724-28W.png,E01-20240724-28W,Data/Images_dataset/E01-20240724-28W.png,True,2835.0,650.0,
E01-20240807-30W.png,E01-20240807-30W,Data/Images_dataset/E01-20240807-30W.png,True,2835.0,650.0,
E01-20240902-33W.png,E01-20240902-33W,Data/Images_dataset/E01-20240902-33W.png,True,2835.0,650.0,
E01-20240918-36W.png,E01-20240918-36W,Data/Images_dataset/E01-20240918-36W.png,True,2835.0,650.0,
E02-20240110-0W.png,E02-20240110-0W,Data/Images_dataset/E02-20240110-0W.png,True,2835.0,650.0,
