target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
peak_rust_pct,RandomForest,1.0577267097004706,0.3024734917535466,2.7199483323327436,0.7796118669243532,0.9374337422394073,0.010970840300460014,0.976851812468503,0.0001485739484546741
