split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,341,90,19,5,19,5,0.10360311126471666,0.3116972142020033,0.12691323597242807,0.35994314990271875,0.7137377548043762,-8.160002203188007,0.8214129794705902,-0.05129891760425771
grouped_cv,0,1,grouped_cv_repeat0_fold1,341,90,19,5,19,5,0.11043594333529776,0.23341997275097454,0.1401272082351361,0.25832286189675296,0.5778062580355623,-0.43890592070314205,0.7768026056307052,-0.19999999999999998
grouped_cv,0,2,grouped_cv_repeat0_fold2,341,90,19,5,19,5,0.11739297499983563,0.4394164227218,0.1401289021657406,0.5381066915010719,0.6408125871941797,-13.06717894666877,0.7251978212015225,-0.39999999999999997
grouped_cv,0,3,grouped_cv_repeat0_fold3,341,90,19,5,19,5,0.12448369988711426,0.1522483326986322,0.15438230218982255,0.20252921654934494,0.5163337205819196,-0.0004410623436936767,0.6570054011551206,0.49999999999999994
grouped_cv,0,4,grouped_cv_repeat0_fold4,360,71,20,4,20,4,0.12477442377718714,0.2992479340436286,0.14339026778397798,0.3627008356925456,0.35131344979931467,-0.21218056864382295,0.6398197529636113,0.0
grouped_cv,1,0,grouped_cv_repeat1_fold0,342,89,19,5,19,5,0.12504130458958257,0.1939480198505569,0.15289711375411824,0.21674014928327595,0.5266061193369314,-1.8883603241107205,0.732543455298624,0.7
grouped_cv,1,1,grouped_cv_repeat1_fold1,341,90,19,5,19,5,0.13644547363965406,0.14796951787959908,0.16347228622646073,0.2010408788036248,0.5454811824166905,-7.755943446736108,0.6128184978192044,0.6
grouped_cv,1,2,grouped_cv_repeat1_fold2,341,90,19,5,19,5,0.14157790332371153,0.1822673299237753,0.1699653659424002,0.21170954222372726,0.45627479411907323,-0.6492835689056564,0.5601406899837427,0.49999999999999994
grouped_cv,1,3,grouped_cv_repeat1_fold3,341,90,19,5,19,5,0.09826937032192766,0.3015903802098399,0.1147952714365295,0.3388197297287658,0.4512985561417161,-0.04996350015981821,0.6979809538198674,0.0
grouped_cv,1,4,grouped_cv_repeat1_fold4,359,72,20,4,20,4,0.09861095733816995,0.3498641229410062,0.12470551039085263,0.36858898417337593,0.6897153966112719,-3.350931601407889,0.840045699185165,-0.7999999999999999
