feature,feature_value,feature_value_label,prediction_mean,feature_kind
n_steel_mesh,4.0,4,1.8961250925184652,numeric
n_steel_mesh,7.0,7,2.397222279296663,numeric
nacl_pct,3.5,3.5,2.1575711243674065,numeric
nacl_pct,5.0,5,2.1482113675130754,numeric
img_hsv_v_hist_bin_7,0.03208812915479584,0.03209,2.130827877373822,numeric
img_hsv_v_hist_bin_7,0.3232984863461049,0.3233,2.1278133191893587,numeric
img_hsv_v_hist_bin_7,1.0309475667189945,1.031,2.127845196446637,numeric
img_hsv_v_hist_bin_7,2.201577114948542,2.202,2.127809422658156,numeric
img_hsv_v_hist_bin_7,3.5187423764947567,3.519,2.1276958424282437,numeric
img_hsv_v_hist_bin_7,5.206014489214489,5.206,2.1279691567764574,numeric
img_hsv_v_hist_bin_7,7.163626412388316,7.164,2.2466045259374434,numeric
img_hsv_v_hist_bin_7,7.987224311490978,7.987,2.2476791166023418,numeric
