target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
surface_total_rust_pct,GradientBoosting,0.1361078567158484,0.057768000973350477,0.7690842085608196,0.4382455717682716,0.9831998138175555,0.013439268414568493,0.9970670552972575,0.0028943535339072735
