ID,img_r_mean,img_g_mean,img_b_mean,img_r_std,img_g_std,img_h_mean,img_s_mean,img_b_std,img_v_mean,img_h_std,img_s_std,img_v_std,img_rg_diff_mean,img_red_dominance_pct,img_rust_mask_pct,img_black_mask_pct,img_gray_mask_pct,img_rust_to_black_ratio,image_corrupted,image_error
D01-20240529-20W,0.9317364692687988,0.9059274792671204,0.8170351386070251,0.08708229660987854,0.11195661127567291,0.1275356113910675,0.12761160731315613,0.1372884213924408,0.9317368268966675,0.03944551199674606,0.09415494650602341,0.08708223700523376,0.025809025391936302,0.07535802469135802,0.006545651878985212,0.0,0.0002957536290869624,6545.6518789852125,False,
D01-20240619-23W,0.7817459106445312,0.7574644088745117,0.6274749040603638,0.10885726660490036,0.11778484284877777,0.14294010400772095,0.20061565935611725,0.12043789774179459,0.7820030450820923,0.01531000342220068,0.09198640286922455,0.1087004542350769,0.024281516671180725,0.05843060643060643,0.011971238637905305,0.0,0.0029342016008682675,11971.238637905306,False,
D01-20240626-24W,0.8113065958023071,0.7850800156593323,0.7365445494651794,0.07765064388513565,0.09972028434276581,0.11307429522275925,0.09543680399656296,0.11216198652982712,0.8113200664520264,0.018720902502536774,0.088539257645607,0.07764970511198044,0.02622660994529724,0.06489377289377289,0.015551214217880884,0.0,0.0008802062135395469,15551.214217880884,False,
D01-20240710-26W,0.8233351111412048,0.7705289125442505,0.5731852054595947,0.08185083419084549,0.09698121249675751,0.13065490126609802,0.3071000576019287,0.09766993671655655,0.8233351111412048,0.010863423347473145,0.0710897445678711,0.08185083419084549,0.05280618742108345,0.337050061050061,0.0100328313661647,0.0,0.001304571971238638,10032.8313661647,False,
D01-20240724-28W,0.8401595950126648,0.7668086886405945,0.5848572850227356,0.09042169153690338,0.11180943995714188,0.11836626380681992,0.3096828758716583,0.11624985933303833,0.8401595950126648,0.010824269615113735,0.09578695148229599,0.09042169153690338,0.0733509361743927,0.8845187898521232,0.020625152625152625,0.0,0.0005345272011938679,20625.152625152627,False,
D01-20240807-30W,0.9066397547721863,0.8415354490280151,0.6946050524711609,0.1113903596997261,0.13238292932510376,0.11665845662355423,0.23765988647937775,0.13236328959465027,0.9066397547721863,0.018895074725151062,0.0877554640173912,0.1113903596997261,0.06510419398546219,0.7211314611314611,0.010774114774114774,0.0,0.001072310405643739,10774.114774114774,False,
D01-20240902-33W,0.8535023927688599,0.7945339679718018,0.662912905216217,0.11343322694301605,0.1300237774848938,0.11509600281715393,0.22798965871334076,0.13142149150371552,0.8535023927688599,0.014738502912223339,0.08601304143667221,0.11343322694301605,0.0589684396982193,0.6531233211233212,0.015862162528829195,0.0,0.0019449192782526115,15862.162528829196,False,
D01-20240918-36W,0.8340924382209778,0.7697572708129883,0.5651057958602905,0.08530076593160629,0.09555176645517349,0.12542755901813507,0.32369542121887207,0.08898988366127014,0.8340924382209778,0.01042238064110279,0.06678538024425507,0.08530076593160629,0.0643351748585701,0.7494635734635735,0.009433184099850767,0.0,0.0016855243521910188,9433.184099850767,False,
D02-20240110-0W,0.9447079300880432,0.9029050469398499,0.8097543120384216,0.05543942004442215,0.06171327829360962,0.11360370367765427,0.1423928588628769,0.06515578925609589,0.9447099566459656,0.010203509591519833,0.023730812594294548,0.05543411523103714,0.04180280119180679,0.19640157373490708,0.0003234296567629901,0.0,0.00014652014652014652,323.42965676299013,False,
D02-20240124-2W,0.9186390042304993,0.8874053955078125,0.8460915684700012,0.08573224395513535,0.09557287395000458,0.09552687406539917,0.0799703598022461,0.10333750396966934,0.9186390042304993,0.03452472761273384,0.033958807587623596,0.08573224395513535,0.031233571469783783,0.08079066612399946,3.256003256003256e-06,0.0,0.0002349749016415683,3.256003256003256,False,
D02-20240207-4W,0.8482431769371033,0.7993285059928894,0.7213968634605408,0.09498060494661331,0.10432036966085434,0.10071641951799393,0.1521178036928177,0.11439218372106552,0.8482431769371033,0.010943703353404999,0.048121076077222824,0.09498060494661331,0.04891462251543999,0.43583774250440915,0.00029955229955229954,0.0,0.00024474291140957807,299.55229955229953,False,
D02-20240221-6W,0.9171408414840698,0.8891952037811279,0.85279381275177,0.08177842199802399,0.09702523797750473,0.08633100986480713,0.07198605686426163,0.11190539598464966,0.9171409010887146,0.04353519156575203,0.05079256743192673,0.08177843689918518,0.027945632115006447,0.16170506037172705,0.00021001221001221002,0.0,0.0002870709537376204,210.01221001221003,False,
D02-20240306-8W,0.9766510725021362,0.9554203152656555,0.9100491404533386,0.06383539736270905,0.10406919568777084,0.12492576986551285,0.07267583161592484,0.12992285192012787,0.9766511917114258,0.04582308977842331,0.1015404462814331,0.06383533775806427,0.021230697631835938,0.077675756342423,0.006921720255053589,0.0,0.00013349613349613348,6921.7202550535885,False,
D02-20240320-10W,0.9144863486289978,0.872463047504425,0.7886601686477661,0.10615911334753036,0.14921391010284424,0.11928330361843109,0.1481473296880722,0.179764062166214,0.9144863486289978,0.029270492494106293,0.14030010998249054,0.10615911334753036,0.04202328249812126,0.1602610229276896,0.027221815221815222,0.0,0.0012920906254239588,27221.815221815225,False,
D02-20240405-12W,0.9124107956886292,0.8918944597244263,0.8464657664299011,0.1094798743724823,0.15324024856090546,0.1413821578025818,0.084926538169384,0.17996731400489807,0.9155339598655701,0.07830365747213364,0.13178037106990814,0.1095532774925232,0.020516276359558105,0.12718057251390585,0.02330430063763397,0.0,0.003474698141364808,23304.300637633973,False,
D02-20240417-14W,0.8474138975143433,0.7991375923156738,0.6851709485054016,0.1170240268111229,0.14084278047084808,0.11800886690616608,0.1996781826019287,0.1463717520236969,0.8474141955375671,0.016522128134965897,0.10611514747142792,0.11702393740415573,0.04827642813324928,0.2086262379595713,0.031134445801112468,0.0,0.009292633292633292,31134.44580111247,False,
D02-20240508-17W,0.82256680727005,0.7932908535003662,0.7116426825523376,0.16841359436511993,0.1893615573644638,0.12255503982305527,0.1485462486743927,0.20687204599380493,0.8229289054870605,0.04905344545841217,0.11940686404705048,0.1680392622947693,0.02927599661052227,0.1641107041107041,0.02825505358838692,0.0,0.01275864875864876,28255.053588386923,False,
D02-20240522-19W,0.7949899435043335,0.7555394172668457,0.6168462038040161,0.11896143853664398,0.13684183359146118,0.1350049376487732,0.2302459329366684,0.13318821787834167,0.7960458397865295,0.026482049375772476,0.10643426328897476,0.11818303912878036,0.039450593292713165,0.18519929453262787,0.029158051824718492,0.0,0.010883190883190882,29158.051824718492,False,
D02-20240529-20W,0.8705390095710754,0.8182660341262817,0.6890978217124939,0.09555410593748093,0.12453867495059967,0.12120792269706726,0.21232770383358002,0.12621423602104187,0.8705392479896545,0.02084539271891117,0.09186100214719772,0.09555414319038391,0.052273016422986984,0.2824322344322344,0.011205535205535206,0.0,0.004533984533984534,11205.535205535207,False,
D02-20240619-23W,0.7071529626846313,0.6501820683479309,0.4850237965583801,0.14331819117069244,0.15218843519687653,0.12383982539176941,0.32308968901634216,0.13721564412117004,0.7071529626846313,0.016556229442358017,0.0999838262796402,0.14331817626953125,0.056970857083797455,0.4840689187355854,0.04682186948853616,0.0,0.01663980463980464,46821.86948853616,False,
D02-20240626-24W,0.7335507869720459,0.6964285969734192,0.613290548324585,0.1107083186507225,0.13422459363937378,0.11893903464078903,0.1732282191514969,0.1364070177078247,0.7335575819015503,0.03162891045212746,0.09925226122140884,0.11071423441171646,0.03712223097681999,0.16791642924976258,0.042134310134310134,0.0,0.012804775471442138,42134.31013431014,False,
D02-20240710-26W,0.7934945821762085,0.737834095954895,0.5324596166610718,0.11286897212266922,0.1263958215713501,0.12939848005771637,0.33374911546707153,0.10974683612585068,0.7934945821762085,0.014134982600808144,0.06773976236581802,0.11286897212266922,0.05566054582595825,0.37838339438339436,0.012706552706552706,0.0,0.033529778863112196,12706.552706552708,False,
D02-20240724-28W,0.7686240673065186,0.6895856857299805,0.4937443435192108,0.10922693461179733,0.12596337497234344,0.11722337454557419,0.36421388387680054,0.10855639725923538,0.7686240673065186,0.015617492608726025,0.0816163420677185,0.10922693461179733,0.07903836667537689,0.929363722697056,0.04430986297652964,0.0,0.00988739655406322,44309.86297652964,False,
D02-20240807-30W,0.8859241604804993,0.8256320953369141,0.7111954689025879,0.11594422161579132,0.14215226471424103,0.11702024936676025,0.20185957849025726,0.13522441685199738,0.8859241604804993,0.06930685043334961,0.07528410851955414,0.11594422161579132,0.06029210612177849,0.5169957943291277,0.00414977614977615,0.0,0.004097680097680098,4149.77614977615,False,
D02-20240902-33W,0.8599097728729248,0.7883155345916748,0.6344254612922668,0.11759915947914124,0.14112941920757294,0.11344733089208603,0.26878246665000916,0.13536377251148224,0.8599097728729248,0.017562374472618103,0.08828765153884888,0.11759915947914124,0.07159426808357239,0.8512001085334419,0.03146275946275946,0.0,0.007763939763939764,31462.759462759463,False,
D02-20240918-36W,0.8232875466346741,0.7569112181663513,0.5379738807678223,0.10830160230398178,0.11944227665662766,0.12626813352108002,0.3483094871044159,0.09675602614879608,0.8232875466346741,0.014690317213535309,0.06492261588573456,0.10830160230398178,0.06637641042470932,0.7105196038529372,0.014550535883869217,0.0,0.019153981820648487,14550.535883869217,False,
D03-20240110-0W,0.9256852269172668,0.8868532180786133,0.7923744320869446,0.04908556863665581,0.05234507471323013,0.11615830659866333,0.14282403886318207,0.055106718093156815,0.9256853461265564,0.006738937459886074,0.01787652261555195,0.04908505082130432,0.03883197531104088,0.06996119929453262,0.0,0.0,1.4652014652014653e-05,0.0,False,
D03-20240124-2W,0.9458525776863098,0.9205799102783203,0.8831918239593506,0.06542955338954926,0.07255291938781738,0.10082220286130905,0.06587524712085724,0.07581896334886551,0.9458525776863098,0.03610146418213844,0.02728711999952793,0.06542955338954926,0.025272635743021965,0.01560927960927961,5.42667209333876e-07,0.0,7.543074209740877e-05,0.542667209333876,False,
D03-20240207-4W,0.8573271632194519,0.8071871995925903,0.7272399663925171,0.08862626552581787,0.09550866484642029,0.10074654221534729,0.15299412608146667,0.10187282413244247,0.8573271632194519,0.010949215851724148,0.038105688989162445,0.08862626552581787,0.050139956176280975,0.4912087912087912,8.085741419074752e-05,0.0,4.015737349070682e-05,80.85741419074753,False,
D03-20240221-6W,0.9427153468132019,0.9235467314720154,0.894336462020874,0.0727701261639595,0.08123574405908585,0.09237845987081528,0.051676344126462936,0.08909251540899277,0.9427153468132019,0.04678518697619438,0.031361427158117294,0.0727701261639595,0.019168613478541374,0.0013257359924026592,0.0,0.0,7.054673721340387e-05,0.0,False,
D03-20240306-8W,0.9789232015609741,0.968044638633728,0.9253664612770081,0.044646255671978,0.053375981748104095,0.13401910662651062,0.05483458936214447,0.061540503054857254,0.978923499584198,0.035043902695178986,0.03231319785118103,0.04464593157172203,0.010878577828407288,0.0047092660425993756,0.00022574955908289242,0.0,4.938271604938271e-05,225.74955908289243,False,
D03-20240320-10W,0.9404131174087524,0.9179056286811829,0.8513695597648621,0.06893501430749893,0.07762663811445236,0.1265312135219574,0.09496093541383743,0.08491751551628113,0.9404131174087524,0.021083932369947433,0.036685653030872345,0.06893501430749893,0.022507479414343834,0.005375118708452042,0.0006881020214353548,0.0,6.077872744539411e-05,688.1020214353548,False,
D03-20240405-12W,0.9498110413551331,0.9519240260124207,0.9175229668617249,0.054733823984861374,0.055096738040447235,0.17528794705867767,0.03744762763381004,0.05904726684093475,0.9540448784828186,0.04213569685816765,0.01797362044453621,0.05389663204550743,-0.002112956717610359,0.002029575362908696,1.628001628001628e-06,0.0,0.00016171482838149505,1.628001628001628,False,
D03-20240417-14W,0.8460142612457275,0.8108780384063721,0.7130929231643677,0.06575554609298706,0.06655492633581161,0.12069420516490936,0.15624310076236725,0.06546635180711746,0.8460142612457275,0.005985647905617952,0.022642483934760094,0.06575554609298706,0.03513611480593681,0.013480938814272148,0.0005106498439831774,0.0,0.00032885632885632887,510.6498439831774,False,
D03-20240508-17W,0.6167823672294617,0.6084064841270447,0.5202268362045288,0.1268320083618164,0.1178836077451706,0.1536344438791275,0.15687528252601624,0.10582637041807175,0.618484616279602,0.018585197627544403,0.025765186175704002,0.12531904876232147,0.008375906385481358,0.004533984533984534,0.0009008275674942342,0.0,0.02321041921041921,900.8275674942342,False,
D03-20240522-19W,0.788642942905426,0.7657433748245239,0.636654794216156,0.09048404544591904,0.08247754722833633,0.1433594822883606,0.19222098588943481,0.0765966922044754,0.7900506854057312,0.01805734820663929,0.0390341617166996,0.08931393176317215,0.022899504750967026,0.01840944240944241,0.00041079907746574415,0.0,0.00037389770723104054,410.7990774657442,False,
D03-20240529-20W,0.8572010397911072,0.8201607465744019,0.7039850950241089,0.07785838097333908,0.07906121760606766,0.12502312660217285,0.17822982370853424,0.07859279960393906,0.8572027683258057,0.008367417380213737,0.030422180891036987,0.07785866409540176,0.03704031929373741,0.15042789309455976,0.00028869895536562205,0.0,0.00038149504816171483,288.69895536562206,False,
D03-20240619-23W,0.750148355960846,0.6976452469825745,0.5324845910072327,0.10462503135204315,0.10058757662773132,0.12516337633132935,0.29132142663002014,0.0918823853135109,0.750148355960846,0.006542704533785582,0.042201995849609375,0.10462503135204315,0.05250309407711029,0.557407678741012,0.0007146927146927147,0.0,0.0019525166191832859,714.6927146927147,False,
D03-20240626-24W,0.8209801912307739,0.773104190826416,0.671796441078186,0.09183617681264877,0.09968251734972,0.11147838085889816,0.18403324484825134,0.10669320821762085,0.8209801912307739,0.007177203893661499,0.049971576780080795,0.09183617681264877,0.047875966876745224,0.48122208655541987,0.0008150861484194818,0.0,0.0004932844932844933,815.0861484194818,False,
D03-20240710-26W,0.8209812641143799,0.7787964940071106,0.5794927477836609,0.0860062837600708,0.08697281777858734,0.1360713541507721,0.2950109541416168,0.08484450727701187,0.8209812641143799,0.0061299665831029415,0.048989780247211456,0.0860062837600708,0.042184751480817795,0.2552022792022792,0.000840591507258174,0.0,0.0012242572242572242,840.591507258174,False,
D03-20240724-28W,0.7811627984046936,0.7093522548675537,0.5156492590904236,0.06703142076730728,0.06772086024284363,0.11978474259376526,0.340103417634964,0.0650116354227066,0.7811627984046936,0.0047536506317555904,0.039359282702207565,0.06703142076730728,0.07181057333946228,0.9729892823226156,0.0007950074616741283,0.0,0.0006235246235246235,795.0074616741283,False,
D03-20240807-30W,0.8923128247261047,0.8433576822280884,0.7307734489440918,0.09652245044708252,0.10410895198583603,0.11587852984666824,0.18296276032924652,0.10790354758501053,0.8923128247261047,0.014011811465024948,0.041161444038152695,0.09652245044708252,0.04895510524511337,0.6124514991181658,0.00018396418396418398,0.0,0.0003527336860670194,183.96418396418397,False,
D03-20240902-33W,0.8821845054626465,0.8332015872001648,0.6939435601234436,0.09317430853843689,0.09828948974609375,0.12175066024065018,0.2156209796667099,0.1056978702545166,0.8821845054626465,0.009102513082325459,0.045725904405117035,0.09317430853843689,0.04898284748196602,0.592429249762583,0.0003907203907203907,0.0,0.00028869895536562205,390.72039072039075,False,
D03-20240918-36W,0.806067943572998,0.754426896572113,0.5449643135070801,0.0792953297495842,0.07556385546922684,0.13189351558685303,0.3229824900627136,0.06218656152486801,0.806067943572998,0.004824440460652113,0.026555350050330162,0.0792953297495842,0.0516410768032074,0.5130782797449465,0.0004433591100257767,0.0,0.00048297381630714963,443.3591100257767,False,
D04-20240110-0W,0.845973789691925,0.7729730010032654,0.6358553767204285,0.0562872476875782,0.06228167563676834,0.10701439529657364,0.24808378517627716,0.0645088255405426,0.845973789691925,0.00538587523624301,0.033257465809583664,0.0562872476875782,0.07300084829330444,0.988014652014652,0.0008167141500474834,0.0,7.543074209740877e-05,816.7141500474835,False,
D04-20240124-2W,0.8958151340484619,0.8454042077064514,0.7898130416870117,0.07179087400436401,0.07732243090867996,0.08702577650547028,0.11781831085681915,0.08103007078170776,0.8958151340484619,0.01622510701417923,0.03284880518913269,0.07179087400436401,0.0504109151661396,0.7250799077465744,2.6590693257359923e-05,0.0,1.7365350698684032e-05,26.590693257359924,False,
D04-20240207-4W,0.7882719039916992,0.7072932720184326,0.5927529335021973,0.09026944637298584,0.09806474298238754,0.09599779546260834,0.24984358251094818,0.10159596055746078,0.7882719039916992,0.008081172592937946,0.06776457279920578,0.09026944637298584,0.0809786394238472,0.9789407136073802,0.0053517840184506855,0.0,8.14000814000814e-05,5351.784018450686,False,
D04-20240221-6W,0.8590885400772095,0.7793974876403809,0.7036388516426086,0.09769127517938614,0.12297220528125763,0.08128555864095688,0.18505358695983887,0.14022372663021088,0.8590885400772095,0.01818949729204178,0.10535690933465958,0.09769127517938614,0.07969094812870026,0.9120586080586081,0.008154660154660154,0.0,0.0002686202686202686,8154.660154660154,False,
D04-20240306-8W,0.8194124698638916,0.7190839648246765,0.5971487164497375,0.10373986512422562,0.13672947883605957,0.09268034994602203,0.27726730704307556,0.15641841292381287,0.8194124698638916,0.01677487976849079,0.13724148273468018,0.10373986512422562,0.10032845288515091,0.9139150725817392,0.023534391534391533,0.0,0.0004129697463030796,23534.391534391532,False,
D04-20240320-10W,0.8104429244995117,0.6412282586097717,0.44743940234184265,0.1105581596493721,0.19430547952651978,0.09366229921579361,0.465675413608551,0.24198490381240845,0.8104429244995117,0.020563550293445587,0.2516987919807434,0.1105581596493721,0.16921475529670715,0.9239614706281373,0.15047130647130647,0.0,2.9304029304029305e-05,150471.30647130648,False,
D04-20240405-12W,0.7639737725257874,0.5927161574363708,0.4560990035533905,0.11169254034757614,0.18738636374473572,0.08069691807031631,0.4157302677631378,0.20701241493225098,0.7639737725257874,0.0277112890034914,0.2207433581352234,0.11169254034757614,0.17125749588012695,0.7658564645231312,0.19675376475376474,0.0,0.0006729073395740062,196753.76475376476,False,
D04-20240417-14W,0.5937644839286804,0.4637310802936554,0.3191331624984741,0.12509307265281677,0.17044217884540558,0.08922781050205231,0.4912159740924835,0.17221376299858093,0.5937644839286804,0.022451238706707954,0.20000387728214264,0.12509307265281677,0.13003340363502502,0.9375346628679962,0.35885985619318955,0.0,0.024401031067697733,358859.85619318957,False,
D04-20240508-17W,0.5403400659561157,0.4282405376434326,0.3062417507171631,0.22238974273204803,0.19433964788913727,0.09483224898576736,0.41785791516304016,0.1470237374305725,0.5403445363044739,0.03500615805387497,0.1644415259361267,0.2223854959011078,0.11209950596094131,0.7020550807217474,0.2964346764346764,0.0,0.31403337403337406,296434.67643467645,False,
D04-20240522-19W,0.5629084706306458,0.4231609106063843,0.2588094174861908,0.10868629068136215,0.14743667840957642,0.09554256498813629,0.5552912950515747,0.14524409174919128,0.562915563583374,0.030225422233343124,0.21381591260433197,0.10868874937295914,0.13974754512310028,0.7917813051146384,0.4062721476054809,0.0,0.02041025641025641,406272.1476054809,False,
D04-20240529-20W,0.7160080075263977,0.5490576028823853,0.4038569927215576,0.11393125355243683,0.1576356738805771,0.07962065935134888,0.44431692361831665,0.15064215660095215,0.7160080075263977,0.025997886434197426,0.14848700165748596,0.11393125355243683,0.16695037484169006,0.980983312983313,0.17020160086826752,0.0,0.015907203907203907,170201.60086826753,False,
D04-20240619-23W,0.5285611748695374,0.3744673430919647,0.20560695230960846,0.12473568320274353,0.14910346269607544,0.08590267598628998,0.6315883994102478,0.12326287478208542,0.5285611748695374,0.02333613857626915,0.163494274020195,0.12473568320274353,0.15409383177757263,0.998967846967847,0.5291146384479718,0.0,0.030001356668023334,529114.6384479718,False,
D04-20240626-24W,0.513096809387207,0.3606869578361511,0.24241049587726593,0.111394964158535,0.1387462317943573,0.07221175730228424,0.5465664267539978,0.12000595033168793,0.513096809387207,0.028029151260852814,0.15783430635929108,0.111394964158535,0.1524098813533783,0.9968205128205129,0.5341153167819834,0.0,0.030763261429928097,534115.3167819835,False,
D04-20240710-26W,0.5741071105003357,0.4339117109775543,0.25839459896087646,0.11136563867330551,0.13259786367416382,0.09049654006958008,0.557116687297821,0.09727135300636292,0.5741071105003357,0.02284562587738037,0.1030055359005928,0.11136563867330551,0.14019536972045898,0.9958339438339439,0.3405817392484059,0.0,0.10279039479039478,340581.7392484059,False,
D04-20240724-28W,0.5728931427001953,0.41562992334365845,0.2597689628601074,0.13097672164440155,0.1589004546403885,0.08102510124444962,0.5634722113609314,0.127929225564003,0.5728931427001953,0.024075450375676155,0.1308567225933075,0.13097672164440155,0.15726318955421448,0.9978629765296432,0.4736453669787003,0.0,0.04531379731379731,473645.36697870033,False,
D04-20240807-30W,0.7225561141967773,0.5250140428543091,0.41589078307151794,0.14875411987304688,0.17979878187179565,0.08395639806985855,0.42782729864120483,0.1344229131937027,0.7225561141967773,0.1588195115327835,0.10352426767349243,0.14875411987304688,0.19754202663898468,0.9979801926468593,0.16467073667073667,0.0,0.02949124949124949,164670.7366707367,False,
D04-20240902-33W,0.7231354117393494,0.5051118731498718,0.3294014036655426,0.15065184235572815,0.19011104106903076,0.07319483160972595,0.5502355694770813,0.1393629014492035,0.7231354117393494,0.04608047381043434,0.13266228139400482,0.15065184235572815,0.21802356839179993,0.9981180301180301,0.3501256274589608,0.0,0.006241215574548908,350125.6274589608,False,
D04-20240918-36W,0.6405966877937317,0.4812792241573334,0.29704606533050537,0.14810919761657715,0.16771602630615234,0.08532098680734634,0.5418907999992371,0.11463949829339981,0.6405966877937317,0.02443484589457512,0.09961988031864166,0.14810919761657715,0.15931744873523712,0.9995381902048569,0.3139541446208113,0.0,0.07878388278388278,313954.1446208113,False,
D05-20240110-0W,0.945472002029419,0.9085491299629211,0.8340484499931335,0.04743209853768349,0.051675986498594284,0.10936024785041809,0.11683531850576401,0.05516302213072777,0.945472002029419,0.010951041243970394,0.018865561112761497,0.04743209853768349,0.036922886967659,0.051876271876271876,0.0,0.0,0.0,0.0,False,
D05-20240124-2W,0.9634298086166382,0.9496297836303711,0.9320154786109924,0.06245153769850731,0.07096779346466064,0.07921716570854187,0.03284072130918503,0.07752560079097748,0.9634300470352173,0.05635945498943329,0.030007729306817055,0.0624513253569603,0.013800024054944515,0.010402387735721068,0.0,0.0,0.0,0.0,False,
D05-20240207-4W,0.9256718158721924,0.8888762593269348,0.8303467631340027,0.0740584060549736,0.08584152907133102,0.10326700657606125,0.10342814773321152,0.09846950322389603,0.9256718158721924,0.020238885655999184,0.05929218977689743,0.074058398604393,0.036795489490032196,0.1195354768688102,0.0010788224121557454,0.0,6.512006512006512e-06,1078.8224121557455,False,
D05-20240221-6W,0.9675477147102356,0.9489566087722778,0.9224973320960999,0.06096959114074707,0.08504746854305267,0.07321939617395401,0.04837266728281975,0.11247461289167404,0.9675477147102356,0.059602439403533936,0.0844440683722496,0.06096958741545677,0.018591100350022316,0.06261836928503595,0.000568715235381902,0.0,0.0,568.7152353819021,False,
D05-20240306-8W,0.9578999280929565,0.8756940960884094,0.7783052921295166,0.07589317858219147,0.19743824005126953,0.10592880845069885,0.2015896588563919,0.2685477137565613,0.9579001665115356,0.053728919476270676,0.2535530924797058,0.07589320093393326,0.0822058841586113,0.3028560575227242,0.05280477547144214,0.0,0.0,52804.775471442146,False,
D05-20240320-10W,0.9013974070549011,0.8028362393379211,0.6791782379150391,0.12898030877113342,0.23246988654136658,0.10889574140310287,0.27247506380081177,0.28479471802711487,0.9013974070549011,0.03971726447343826,0.2666970491409302,0.12898030877113342,0.09856118261814117,0.39243467643467644,0.10883245149911816,0.0,7.543074209740877e-05,108832.45149911816,False,
D05-20240405-12W,0.8924224376678467,0.8079100251197815,0.7257019877433777,0.12007732689380646,0.22727717459201813,0.1282518059015274,0.2109004557132721,0.2694340944290161,0.8949651122093201,0.07485690712928772,0.2443132996559143,0.12036730349063873,0.0845123678445816,0.3625825532492199,0.10806403473070139,0.0,2.8218694885361552e-05,108064.0347307014,False,
D05-20240417-14W,0.814164400100708,0.7116113901138306,0.5669520497322083,0.15749488770961761,0.21507835388183594,0.10249731689691544,0.3298080861568451,0.22202123701572418,0.814164400100708,0.024425501003861427,0.19769780337810516,0.15749488770961761,0.10255306214094162,0.6545890652557319,0.141664360331027,0.0,0.003654320987654321,141664.360331027,False,
