model,cv_mae,cv_rmse,cv_r2,holdout_mae,holdout_rmse,holdout_r2
GradientBoosting,6.685044207272581,11.034295845929284,0.3011708262863455,6.714367181981135,9.329352875134777,0.5169653790490656
RandomForest,6.359361473580828,11.054009316379885,0.2798733734742535,7.2815340013413525,11.371834046055575,0.28231107342579254
ElasticNet,8.197440711266744,12.053937515183161,0.02657536706405088,8.276559619215977,10.444866944355143,0.3945461532071485
XGBoost,6.622577300682245,11.095678364471857,0.20288662154308507,8.353166708320039,12.406750775124635,0.14573751336930996
