model,cv_mae,cv_rmse,cv_r2,holdout_mae,holdout_rmse,holdout_r2
RandomForest,3.020368425678292,5.528069651390855,0.7781947930335382,2.3793790275902302,4.254306813271526,0.8995539568115039
GradientBoosting,3.351059733625989,5.954464950290425,0.7497833941493193,2.5788102831717192,4.4666843959490965,0.8892749834402595
XGBoost,3.3423746738804505,6.178792302900359,0.6463485679475437,2.590185108752941,4.537846838408009,0.8857187752854937
ElasticNet,3.388955156688577,5.093287778563765,0.7685628388258288,2.8398578607851173,4.140489146015889,0.904856632226523
