target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
peak_rust_pct,RandomForest,0.8314463360914459,0.5797246801563194,1.9197880530995808,1.5076090339355108,0.9574443051845264,0.02717222904222548,0.9722243204219774,0.036291531164384924
