campaign_id,day,predicted_wire_area_loss_frac
campaign_1,0.0,0.20438481754904447
campaign_1,1.0,0.20438481754904447
campaign_1,2.0,0.20438481754904447
campaign_1,3.0,0.20438481754904447
campaign_1,4.0,0.20438481754904447
campaign_1,5.0,0.20438481754904447
campaign_1,6.0,0.20438481754904447
campaign_1,7.0,0.20438481754904447
campaign_1,8.0,0.20438481754904447
campaign_1,9.0,0.20438481754904447
campaign_1,10.0,0.20438481754904447
campaign_1,11.0,0.20438481754904447
campaign_1,12.0,0.20438481754904447
campaign_1,13.0,0.20438481754904447
campaign_1,14.0,0.20438481754904447
campaign_1,15.0,0.20438481754904447
campaign_1,16.0,0.20438481754904447
campaign_1,17.0,0.20438481754904447
campaign_1,18.0,0.20438481754904447
campaign_1,19.0,0.20438481754904447
campaign_1,20.0,0.20438481754904447
campaign_1,21.0,0.20438481754904447
campaign_1,22.0,0.20438481754904447
campaign_1,23.0,0.20438481754904447
campaign_1,24.0,0.20438481754904447
campaign_1,25.0,0.20438481754904447
campaign_1,26.0,0.20438481754904447
campaign_1,27.0,0.20438481754904447
campaign_1,28.0,0.20438481754904447
campaign_1,29.0,0.20438481754904447
campaign_1,30.0,0.20438481754904447
campaign_1,31.0,0.20438481754904447
campaign_1,32.0,0.20438481754904447
campaign_1,33.0,0.20438481754904447
campaign_1,34.0,0.20438481754904447
campaign_1,35.0,0.20438481754904447
campaign_1,36.0,0.20438481754904447
campaign_1,37.0,0.20438481754904447
campaign_1,38.0,0.20438481754904447
campaign_1,39.0,0.20438481754904447
campaign_1,40.0,0.20438481754904447
campaign_1,41.0,0.20438481754904447
campaign_1,42.0,0.20438481754904453
campaign_1,43.0,0.20438481754904453
campaign_1,44.0,0.20438481754904453
campaign_1,45.0,0.20438481754904453
campaign_1,46.0,0.20438481754904453
campaign_1,47.0,0.20438481754904453
campaign_1,48.0,0.20438481754904453
campaign_1,49.0,0.20438481754904453
campaign_1,50.0,0.20438481754904453
campaign_1,51.0,0.20438481754904453
campaign_1,52.0,0.20438481754904453
campaign_1,53.0,0.20438481754904453
campaign_1,54.0,0.20438481754904453
campaign_1,55.0,0.20438481754904453
campaign_1,56.0,0.20438481754904453
campaign_1,57.0,0.20438481754904453
campaign_1,58.0,0.20438481754904453
campaign_1,59.0,0.20438481754904453
campaign_1,60.0,0.20438481754904453
campaign_1,61.0,0.20438481754904453
campaign_1,62.0,0.20438481754904453
campaign_1,63.0,0.20438481754904453
campaign_1,64.0,0.20438481754904453
campaign_1,65.0,0.20438481754904453
campaign_1,66.0,0.20438481754904453
campaign_1,67.0,0.20438481754904453
campaign_1,68.0,0.20438481754904453
campaign_1,69.0,0.20438481754904453
campaign_1,70.0,0.20438481754904453
campaign_1,71.0,0.20438481754904453
campaign_1,72.0,0.20438481754904453
campaign_1,73.0,0.20438481754904453
campaign_1,74.0,0.20438481754904453
campaign_1,75.0,0.20438481754904453
campaign_1,76.0,0.20438481754904453
campaign_1,77.0,0.20438481754904453
campaign_1,78.0,0.20438481754904453
campaign_1,79.0,0.20438481754904453
campaign_1,80.0,0.20438481754904453
campaign_1,81.0,0.20438481754904453
campaign_1,82.0,0.20438481754904453
campaign_1,83.0,0.20438481754904453
campaign_1,84.0,0.20438481754904453
campaign_1,85.0,0.20438481754904453
campaign_1,86.0,0.20438481754904453
campaign_1,87.0,0.20438481754904453
campaign_1,88.0,0.20438481754904453
campaign_1,89.0,0.20438481754904453
campaign_1,90.0,0.20438481754904453
campaign_1,91.0,0.20438481754904453
campaign_1,92.0,0.20438481754904453
campaign_1,93.0,0.20438481754904453
campaign_1,94.0,0.20438481754904453
campaign_1,95.0,0.20438481754904453
campaign_1,96.0,0.20438481754904453
campaign_1,97.0,0.20438481754904453
campaign_1,98.0,0.20438481754904453
campaign_1,99.0,0.20438481754904453
campaign_1,100.0,0.20438481754904453
campaign_1,101.0,0.20438481754904453
campaign_1,102.0,0.20438481754904453
campaign_1,103.0,0.20438481754904453
campaign_1,104.0,0.20438481754904453
campaign_1,105.0,0.20438481754904453
campaign_1,106.0,0.20438481754904453
campaign_1,107.0,0.20438481754904453
campaign_1,108.0,0.20438481754904453
campaign_1,109.0,0.20438481754904453
campaign_1,110.0,0.20438481754904453
campaign_1,111.0,0.20438481754904453
campaign_1,112.0,0.20438481754904458
campaign_1,113.0,0.20438481754904458
campaign_1,114.0,0.20438481754904458
campaign_1,115.0,0.20438481754904458
campaign_1,116.0,0.20438481754904458
campaign_1,117.0,0.20438481754904458
campaign_1,118.0,0.20438481754904458
campaign_1,119.0,0.20438481754904458
campaign_1,120.0,0.20438481754904458
campaign_1,121.0,0.20438481754904458
campaign_1,122.0,0.20438481754904458
campaign_1,123.0,0.20438481754904458
campaign_1,124.0,0.20438481754904458
campaign_1,125.0,0.20438481754904458
campaign_1,126.0,0.20438481754904458
campaign_1,127.0,0.20438481754904458
campaign_1,128.0,0.20438481754904458
campaign_1,129.0,0.20438481754904458
campaign_1,130.0,0.20438481754904458
campaign_1,131.0,0.20438481754904458
campaign_1,132.0,0.20438481754904458
campaign_1,133.0,0.20438481754904458
campaign_1,134.0,0.20438481754904458
campaign_1,135.0,0.20438481754904458
campaign_1,136.0,0.20438481754904458
campaign_1,137.0,0.20438481754904458
campaign_1,138.0,0.20438481754904458
campaign_1,139.0,0.20438481754904458
campaign_1,140.0,0.20438481754904458
campaign_1,141.0,0.20438481754904458
campaign_1,142.0,0.20438481754904458
campaign_1,143.0,0.20438481754904458
campaign_1,144.0,0.20438481754904458
campaign_1,145.0,0.20438481754904458
campaign_1,146.0,0.20438481754904458
campaign_1,147.0,0.20438481754904458
campaign_1,148.0,0.20438481754904458
campaign_1,149.0,0.20438481754904458
campaign_1,150.0,0.20438481754904458
campaign_1,151.0,0.20438481754904458
campaign_1,152.0,0.20438481754904458
campaign_1,153.0,0.20438481754904458
campaign_1,154.0,0.20438481754904464
campaign_1,155.0,0.20438481754904464
campaign_1,156.0,0.20438481754904464
campaign_1,157.0,0.20438481754904464
campaign_1,158.0,0.20438481754904464
campaign_1,159.0,0.20438481754904464
campaign_1,160.0,0.20438481754904464
campaign_1,161.0,0.20438481754904464
campaign_1,162.0,0.20438481754904464
campaign_1,163.0,0.20438481754904464
campaign_1,164.0,0.20438481754904464
campaign_1,165.0,0.20438481754904464
campaign_1,166.0,0.20438481754904464
campaign_1,167.0,0.20438481754904464
campaign_1,168.0,0.20438481754904464
campaign_1,169.0,0.20438481754904464
campaign_1,170.0,0.20438481754904464
campaign_1,171.0,0.20438481754904464
campaign_1,172.0,0.20438481754904464
campaign_1,173.0,0.20438481754904464
