target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
ultimate_load_kn,RandomForest,0.2066802141597379,0.08584456710651273,0.2457519263709014,0.07942012544699552,-4.812351361580547,9.13168109007201,-0.13248402620270136,0.6084340099576572
