feature,feature_value,feature_value_label,prediction_mean,feature_kind
campaign_id,campaign_1,campaign_1,2.265935590502514,categorical
campaign_id,campaign_2,campaign_2,2.023063349291883,categorical
nacl_pct,3.5,3.5,2.218400742559395,numeric
nacl_pct,5.0,5,2.076395382175403,numeric
n_steel_mesh,4.0,4,2.0809018767528613,numeric
n_steel_mesh,7.0,7,2.2160232439420002,numeric
cover_mm,2.343,2.343,2.1813574768343433,numeric
cover_mm,3.5439285714285713,3.544,2.206243665868856,numeric
cover_mm,3.766142857142857,3.766,2.205554308984233,numeric
cover_mm,4.344785714285714,4.345,2.1883644977902796,numeric
cover_mm,4.585214285714286,4.585,2.178968729895325,numeric
cover_mm,5.694642857142857,5.695,2.0270255727493516,numeric
cover_mm,6.394285714285714,6.394,1.959724569410216,numeric
cover_mm,7.257499999999999,7.257,2.0388303376627923,numeric
img_glcm_homogeneity,0.36362532927367375,0.3636,2.1353671393456555,numeric
img_glcm_homogeneity,0.41574293131292456,0.4157,2.1357623524922613,numeric
img_glcm_homogeneity,0.4520989685255147,0.4521,2.1358767831039773,numeric
img_glcm_homogeneity,0.49034988491778764,0.4903,2.136461075125967,numeric
img_glcm_homogeneity,0.5312206109757422,0.5312,2.136731695498009,numeric
img_glcm_homogeneity,0.5910961054464148,0.5911,2.138127769104262,numeric
img_glcm_homogeneity,0.7427860702347068,0.7428,2.175916526253207,numeric
img_glcm_homogeneity,0.9663967144858705,0.9664,2.193581532260405,numeric
img_hsv_s_std,0.018109871353954077,0.01811,2.1494046205783564,numeric
img_hsv_s_std,0.0332222543656826,0.03322,2.1464399139592403,numeric
img_hsv_s_std,0.04393086233841521,0.04393,2.1466061107211423,numeric
img_hsv_s_std,0.058564581988113255,0.05856,2.1466638335403583,numeric
img_hsv_s_std,0.07988096704440459,0.07988,2.146556903281529,numeric
img_hsv_s_std,0.10377469664173467,0.1038,2.146415251364125,numeric
img_hsv_s_std,0.14047441578337122,0.1405,2.1492766149837825,numeric
img_hsv_s_std,0.19303168877959248,0.193,2.210306623187136,numeric
