feature,importance_kind,importance,importance_abs,analysis_name,split_name,feature_set_name,model_name
treatment_coarse,feature_importance,0.01678876299968124,0.01678876299968124,pooled_all_weeks,leave_one_campaign_out,metadata_only,XGBoost
week,feature_importance,0.00048036404768936336,0.00048036404768936336,pooled_all_weeks,leave_one_campaign_out,metadata_only,XGBoost
ageing_days,feature_importance,2.9911991077824496e-05,2.9911991077824496e-05,pooled_all_weeks,leave_one_campaign_out,metadata_only,XGBoost
campaign_id,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,XGBoost
n_steel_mesh,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,XGBoost
nacl_pct,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,XGBoost
cover_mm,feature_importance,0.6289662885295015,0.6289662885295015,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
series_id,feature_importance,0.15015245032778848,0.15015245032778848,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
split_group_treatment,feature_importance,0.08902292691161162,0.08902292691161162,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
treatment_label_coarse,feature_importance,0.0644278392593856,0.0644278392593856,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
treatment_protocol,feature_importance,0.04722932222636302,0.04722932222636302,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
treatment_coarse,feature_importance,0.020201172745349428,0.020201172745349428,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
ageing_days,feature_importance,1.0760690416886357e-16,1.0760690416886357e-16,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
week,feature_importance,5.2574483263022337e-17,5.2574483263022337e-17,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
campaign_id,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
n_steel_mesh,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
nacl_pct,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,GradientBoosting
split_group_treatment,coefficient,0.006936342499301067,0.08194132261646109,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
series_id,coefficient,0.006936342499301199,0.08194132261645753,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
treatment_protocol,coefficient,-0.0015019532876320994,0.07080802260566313,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
treatment_coarse,coefficient,-0.0010982452477452985,0.06272686465282351,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
treatment_label_coarse,coefficient,-0.0002221013577378239,0.050763617074442755,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
cover_mm,coefficient,-0.01778483336685428,0.018402773251386336,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
week,coefficient,-8.877097797604017e-07,8.877097797604017e-07,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
ageing_days,coefficient,-8.877097779917866e-07,8.877097792272037e-07,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
campaign_id,coefficient,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
n_steel_mesh,coefficient,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
nacl_pct,coefficient,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,metadata_only,Ridge
img_r_mean,feature_importance,0.1488482099166195,0.1488482099166195,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_glcm_homogeneity,feature_importance,0.09859738005742082,0.09859738005742082,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_edge_to_center_rust_ratio,feature_importance,0.056756157826558795,0.056756157826558795,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_peak_location_cm,feature_importance,0.048774983317457915,0.048774983317457915,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_glcm_contrast,feature_importance,0.04823944653786863,0.04823944653786863,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_center_of_mass_cm,feature_importance,0.04815759472737673,0.04815759472737673,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_lbp_mean,feature_importance,0.04677574191815657,0.04677574191815657,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_blob_largest_ratio_pct,feature_importance,0.04514362356353953,0.04514362356353953,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_rust_max_pct,feature_importance,0.04253950720934081,0.04253950720934081,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_b_std,feature_importance,0.03968186047627317,0.03968186047627317,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_glcm_energy,feature_importance,0.03524219937259776,0.03524219937259776,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_5,feature_importance,0.03218287547849992,0.03218287547849992,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_mask_ratio_pct,feature_importance,0.028918035273059434,0.028918035273059434,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_7,feature_importance,0.026823880874237337,0.026823880874237337,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_4,feature_importance,0.023812715284745163,0.023812715284745163,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_blob_eccentricity_mean,feature_importance,0.022066381917059615,0.022066381917059615,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_2,feature_importance,0.02111091148631448,0.02111091148631448,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_blob_mean_ratio_pct,feature_importance,0.020653389036765564,0.020653389036765564,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_lbp_std,feature_importance,0.017275235700483678,0.017275235700483678,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_r_std,feature_importance,0.013931145291286293,0.013931145291286293,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_g_std,feature_importance,0.012005538668712134,0.012005538668712134,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_0,feature_importance,0.010882451367862606,0.010882451367862606,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_1,feature_importance,0.01051089225022871,0.01051089225022871,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_6,feature_importance,0.009318163967720271,0.009318163967720271,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_blob_count,feature_importance,0.008949562454430161,0.008949562454430161,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_rust_p90_pct,feature_importance,0.008063365995536094,0.008063365995536094,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_black_mask_ratio_pct,feature_importance,0.007923727103169879,0.007923727103169879,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_gray_hist_bin_3,feature_importance,0.007844055311027444,0.007844055311027444,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_brightness_p90,feature_importance,0.007046133737027369,0.007046133737027369,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_high_count,feature_importance,0.007016362737435086,0.007016362737435086,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_contrast,feature_importance,0.0063482593085190785,0.0063482593085190785,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_b_mean,feature_importance,0.00622228337684175,0.00622228337684175,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_rust_std_pct,feature_importance,0.006118225535704455,0.006118225535704455,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_brightness_std,feature_importance,0.006047348137307939,0.006047348137307939,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_brightness_p10,feature_importance,0.004436035516086486,0.004436035516086486,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_g_mean,feature_importance,0.0042530117210439165,0.0042530117210439165,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_brightness_mean,feature_importance,0.0038660579557580656,0.0038660579557580656,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_rust_mean_pct,feature_importance,0.0034573334367975416,0.0034573334367975416,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_area_ratio_pct,feature_importance,0.0033831170160223438,0.0033831170160223438,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_blob_eccentricity_max,feature_importance,0.0007767991371069867,0.0007767991371069867,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_strip_count,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,rgb_only,RandomForest
img_rust_center_of_mass_cm,feature_importance,7.9197453110538785,7.9197453110538785,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_edge_to_center_rust_ratio,feature_importance,7.611494523784157,7.611494523784157,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_glcm_homogeneity,feature_importance,5.730841565314529,5.730841565314529,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_peak_location_cm,feature_importance,5.381528570085132,5.381528570085132,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_rust_blob_largest_ratio_pct,feature_importance,4.51283422237881,4.51283422237881,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_glcm_contrast,feature_importance,4.3318486162920795,4.3318486162920795,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_glcm_energy,feature_importance,4.178331531920529,4.178331531920529,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_lbp_mean,feature_importance,4.004983454995957,4.004983454995957,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_b_std,feature_importance,3.6900635447858097,3.6900635447858097,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_r_mean,feature_importance,3.4876443134115362,3.4876443134115362,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_5,feature_importance,3.372044422829516,3.372044422829516,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_2,feature_importance,3.3469499681323276,3.3469499681323276,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_mask_ratio_pct,feature_importance,3.0524782581119303,3.0524782581119303,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_rust_max_pct,feature_importance,2.7518558240837945,2.7518558240837945,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_7,feature_importance,2.66043090949689,2.66043090949689,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_0,feature_importance,2.554580623495588,2.554580623495588,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_lbp_std,feature_importance,2.182978844232388,2.182978844232388,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_rust_blob_mean_ratio_pct,feature_importance,2.0965158138232365,2.0965158138232365,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_3,feature_importance,2.002529818815206,2.002529818815206,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_rust_blob_eccentricity_mean,feature_importance,1.9946300768590361,1.9946300768590361,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_6,feature_importance,1.7835299561555567,1.7835299561555567,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_brightness_mean,feature_importance,1.780675547154393,1.780675547154393,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_4,feature_importance,1.6016716103781672,1.6016716103781672,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_rust_std_pct,feature_importance,1.5484770245370627,1.5484770245370627,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_brightness_std,feature_importance,1.5480849591408818,1.5480849591408818,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_gray_hist_bin_1,feature_importance,1.4603628083902427,1.4603628083902427,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_brightness_p10,feature_importance,1.4383528390275795,1.4383528390275795,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_r_std,feature_importance,1.4272643519778538,1.4272643519778538,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_g_std,feature_importance,1.401925704621887,1.401925704621887,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_high_count,feature_importance,1.2834829497499434,1.2834829497499434,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_rust_p90_pct,feature_importance,1.2069841726609454,1.2069841726609454,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_rust_blob_count,feature_importance,1.1682508441458141,1.1682508441458141,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_contrast,feature_importance,1.0150713436272896,1.0150713436272896,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_black_mask_ratio_pct,feature_importance,0.991579466970251,0.991579466970251,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_b_mean,feature_importance,0.8547394366176078,0.8547394366176078,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_rust_mean_pct,feature_importance,0.78595152413743,0.78595152413743,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_rust_area_ratio_pct,feature_importance,0.7540344282592963,0.7540344282592963,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_brightness_p90,feature_importance,0.6464589954215394,0.6464589954215394,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_g_mean,feature_importance,0.3401389642836931,0.3401389642836931,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_rust_blob_eccentricity_max,feature_importance,0.0986528588401935,0.0986528588401935,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_strip_count,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,rgb_only,CatBoost
img_r_mean,feature_importance,0.21729310788214207,0.21729310788214207,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_glcm_homogeneity,feature_importance,0.06688533816486597,0.06688533816486597,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_rust_std_pct,feature_importance,0.05598917230963707,0.05598917230963707,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_rust_max_pct,feature_importance,0.03940484905615449,0.03940484905615449,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_blob_largest_ratio_pct,feature_importance,0.03807992837391794,0.03807992837391794,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_2,feature_importance,0.03796474914997816,0.03796474914997816,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_b_std,feature_importance,0.03425015276297927,0.03425015276297927,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_glcm_contrast,feature_importance,0.034077154472470284,0.034077154472470284,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_center_of_mass_cm,feature_importance,0.028940118849277496,0.028940118849277496,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_edge_to_center_rust_ratio,feature_importance,0.026782913133502007,0.026782913133502007,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_peak_location_cm,feature_importance,0.026755591854453087,0.026755591854453087,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_7,feature_importance,0.026617230381816626,0.026617230381816626,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_lbp_mean,feature_importance,0.02660123910754919,0.02660123910754919,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_glcm_energy,feature_importance,0.023726227693259716,0.023726227693259716,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_g_std,feature_importance,0.02158878231421113,0.02158878231421113,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_blob_eccentricity_mean,feature_importance,0.02090906072407961,0.02090906072407961,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_3,feature_importance,0.018046953715384007,0.018046953715384007,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_blob_count,feature_importance,0.017341217026114464,0.017341217026114464,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_1,feature_importance,0.016984296031296253,0.016984296031296253,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_rust_p90_pct,feature_importance,0.01523485779762268,0.01523485779762268,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_blob_mean_ratio_pct,feature_importance,0.014994084369391203,0.014994084369391203,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_0,feature_importance,0.014734758762642741,0.014734758762642741,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_4,feature_importance,0.014334150590002537,0.014334150590002537,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_g_mean,feature_importance,0.014174029463902116,0.014174029463902116,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_lbp_std,feature_importance,0.013778379652649164,0.013778379652649164,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_brightness_p90,feature_importance,0.013534004800021648,0.013534004800021648,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_high_count,feature_importance,0.013470879290252924,0.013470879290252924,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_r_std,feature_importance,0.013364431448280811,0.013364431448280811,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_5,feature_importance,0.012038216460496187,0.012038216460496187,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_mask_ratio_pct,feature_importance,0.01152736647054553,0.01152736647054553,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_rust_mean_pct,feature_importance,0.011334324721246958,0.011334324721246958,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_brightness_std,feature_importance,0.010106409434229136,0.010106409434229136,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_gray_hist_bin_6,feature_importance,0.008177118841558695,0.008177118841558695,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_brightness_mean,feature_importance,0.007928068283945322,0.007928068283945322,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_contrast,feature_importance,0.0075892312452197075,0.0075892312452197075,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_brightness_p10,feature_importance,0.006747442064806819,0.006747442064806819,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_b_mean,feature_importance,0.006558435969054699,0.006558435969054699,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_black_mask_ratio_pct,feature_importance,0.005422873655334115,0.005422873655334115,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_area_ratio_pct,feature_importance,0.004996609641239047,0.004996609641239047,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_rust_blob_eccentricity_max,feature_importance,0.001716218888759613,0.001716218888759613,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_strip_count,feature_importance,0.0,0.0,pooled_all_weeks,leave_one_campaign_out,rgb_only,XGBoost
img_r_mean,feature_importance,0.1901728582103568,0.1901728582103568,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_glcm_homogeneity,feature_importance,0.10251732915958653,0.10251732915958653,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_edge_to_center_rust_ratio,feature_importance,0.06307279281989796,0.06307279281989796,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_strip_peak_location_cm,feature_importance,0.05138939889137906,0.05138939889137906,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_rust_center_of_mass_cm,feature_importance,0.05105473897186248,0.05105473897186248,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_b_std,feature_importance,0.047427617734411856,0.047427617734411856,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_strip_rust_max_pct,feature_importance,0.046834476202584,0.046834476202584,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_lbp_mean,feature_importance,0.04441374433814315,0.04441374433814315,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_glcm_contrast,feature_importance,0.04329485768680264,0.04329485768680264,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_rust_blob_largest_ratio_pct,feature_importance,0.04230172735976917,0.04230172735976917,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_5,feature_importance,0.03016725660673015,0.03016725660673015,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_2,feature_importance,0.028274057286028675,0.028274057286028675,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_rust_blob_eccentricity_mean,feature_importance,0.02483781212737652,0.02483781212737652,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_mask_ratio_pct,feature_importance,0.023010669658070863,0.023010669658070863,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_rust_blob_mean_ratio_pct,feature_importance,0.021205166500509583,0.021205166500509583,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_lbp_std,feature_importance,0.020786165044334087,0.020786165044334087,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_1,feature_importance,0.019230116430184258,0.019230116430184258,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_glcm_energy,feature_importance,0.018659488804740797,0.018659488804740797,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_4,feature_importance,0.017879255792636817,0.017879255792636817,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_0,feature_importance,0.017125219731715744,0.017125219731715744,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_6,feature_importance,0.016713600172676424,0.016713600172676424,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_r_std,feature_importance,0.010363116620300067,0.010363116620300067,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_7,feature_importance,0.010338428582146066,0.010338428582146066,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_rust_blob_count,feature_importance,0.008746098574958571,0.008746098574958571,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_brightness_p90,feature_importance,0.006071112860629046,0.006071112860629046,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_contrast,feature_importance,0.005097888575412147,0.005097888575412147,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_gray_hist_bin_3,feature_importance,0.004831323708706477,0.004831323708706477,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_black_mask_ratio_pct,feature_importance,0.004454997630051684,0.004454997630051684,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_brightness_std,feature_importance,0.0040810417754443395,0.0040810417754443395,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
img_g_std,feature_importance,0.0036456578769646078,0.0036456578769646078,pooled_all_weeks,leave_one_campaign_out,rgb_only,GradientBoosting
