mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,n_splits,n_terminal_specimens,analysis_name,split_name,feature_set_name,feature_set_label,model_name,n_features
0.46504508694025004,0.08376297384937442,0.5031811793752232,0.08807653122969314,-4.639407299024246,2.2181947049298127,0.21730344972346902,0.2036215103643229,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_only,metadata-only,GradientBoosting,11
0.4693982135256132,0.1305590438295264,0.5091956320064419,0.13831430082745055,-4.924994105020794,3.3669222792270928,0.08540210737911737,0.42821665031157813,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_only,metadata-only,XGBoost,11
0.4702570790082037,0.07227594366288814,0.5129010636420136,0.062285881085076836,-4.7979718850578275,1.689197323834174,0.27487610265197965,0.027593471559086466,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_only,metadata-only,RandomForest,11
0.48125310550133393,0.1347828394243689,0.5149483256405215,0.136416138816008,-5.04721445841315,3.3653929833020735,0.27848969935962475,0.21910528147548403,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb,metadata+RGB,XGBoost,52
0.5012253331536867,0.09652685205800844,0.5376910062660937,0.0931832242201727,-5.437001517583573,2.5109563640361894,0.32624854610862997,0.13467310576416397,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb,metadata+RGB,RandomForest,52
0.5078117509321904,0.08822426013568828,0.537518509199399,0.09087632030458195,-5.42693099687999,2.4558866046538306,0.4605711149601712,0.04099127174431612,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb_hsv,metadata+RGB+HSV,GradientBoosting,88
0.5124397282059675,0.09290658642448953,0.552535241924933,0.08911419797527177,-5.7798225259295215,2.4912431696105077,0.2711594249877579,0.0783000136481492,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_hsv,metadata+HSV,RandomForest,47
0.5130814457165496,0.08757829970568344,0.5463894118064981,0.085740927968303,-5.623862047840254,2.3793010360796476,0.39595432253627905,0.009906459855943284,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_hsv,metadata+HSV,GradientBoosting,47
0.5175017396296245,0.11249946562297103,0.548853307485916,0.11316995233127991,-5.7591293498468765,3.0492631469626814,0.38856378236488937,0.09297674048587722,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb,metadata+RGB,GradientBoosting,52
0.5179164193056797,0.045208303552269555,0.5581495655901096,0.04192590015867758,-5.81892607982168,1.3712682899010276,0.22308449068607544,0.12884355659022176,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_only,metadata-only,CatBoost,11
0.5179810290061726,0.08577248936666261,0.5552315473322107,0.08108300640432145,-5.825127441332789,2.310396265750699,0.36767827224635763,0.09235818125573547,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb_hsv,metadata+RGB+HSV,RandomForest,88
0.5282860031723976,0.07747513027690388,0.5681194716461566,0.0763603686465176,-6.129963960858971,2.255138158454731,0.23629067037422777,0.31016967315171684,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_hsv,metadata+HSV,XGBoost,47
0.5299448799093565,0.07340930809475495,0.5635927494751489,0.07216951575296825,-6.008748253686731,2.131248327825665,0.35462324754665026,0.07143448082688364,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb_hsv,metadata+RGB+HSV,XGBoost,88
0.5465003107955504,0.053791483973027014,0.5799521108226777,0.05230288290045444,-6.37690116302735,1.7013573427635857,0.28738880932101496,0.05010627856550231,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_hsv,metadata+HSV,CatBoost,47
0.5660377619554575,0.0574471245948859,0.5979171302845672,0.05491139523660166,-6.842842660068798,1.8341524962113795,0.3789868261001651,0.035132945104671943,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb,metadata+RGB,CatBoost,52
0.5666150781150686,0.03675321304935994,0.5986059110928785,0.03578785982033303,-6.828987900700827,1.3379656309624304,0.39857026312386473,0.07821002885027925,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,88
0.6306879070727036,0.24756337675356663,0.6914665796351742,0.25196497433214565,-9.888353321322317,6.998778698215786,0.0561416650107418,0.1556906347561051,2,48,pooled_all_weeks,leave_one_campaign_out,hsv_only,HSV-only,Ridge,36
0.631511989153893,0.2929851272830664,0.6863767232338494,0.2774930227805694,-9.864423189281723,7.70522302105715,-0.019357756669261206,0.062454419592674025,2,48,pooled_all_weeks,leave_one_campaign_out,metadata_hsv,metadata+HSV,Ridge,47
