sample_name,specimen_id,campaign_id,series_id,n_steel_mesh,week,ageing_days,ultimate_load_kn,terminal_ultimate_load_kn_target,predicted_ultimate_load_kn,predicted_ultimate_load_kn_std,prediction_count,is_measured_ultimate_load,residual,abs_error,feature_set_name,feature_set_label,model_name,feature_set_model_label
F04-20240918-36W,F04,campaign_2,F,4,36,252,2.01,2.01,1.913294021032626,0.0271221430895042,2,True,-0.0967059789673738,0.0967059789673738,metadata_only,metadata-only,Ridge,metadata-only | Ridge
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,1.6930663215397297,0.0191745974411015,2,True,0.0930663215397293,0.0930663215397293,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,1.8058098127119624,0.0829504609918019,2,True,0.2058098127119625,0.2058098127119625,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,1.87353475826629,0.1385229020729785,2,True,0.2735347582662899,0.2735347582662899,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,1.9624922845818424,0.0092073566767807,2,True,0.3624922845818421,0.3624922845818421,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,2.0335889488110688,0.0428328963195892,2,True,0.4335889488110687,0.4335889488110687,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,1.8493682395168167,0.0344468395023624,2,True,0.2493682395168166,0.2493682395168166,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
F05-20240918-36W,F05,campaign_2,F,4,36,252,1.6,1.6,1.9534236988308735,0.001556861677732,2,True,0.3534236988308734,0.3534236988308734,metadata_only,metadata-only,Ridge,metadata-only | Ridge
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.6978438552717088,0.0465069976465861,2,True,0.0178438552717088,0.0178438552717088,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.7026376242471863,0.0217902997818761,2,True,0.0226376242471864,0.0226376242471864,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.723751498393148,0.0059417755279549,2,True,0.0437514983931479,0.0437514983931479,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.8396880386024537,0.0196342542020268,2,True,0.1596880386024535,0.1596880386024535,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.8010201004897426,0.0130930611142274,2,True,0.1210201004897426,0.1210201004897426,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.6606602942080233,0.0264963959823484,2,True,-0.0193397057919766,0.0193397057919766,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
F06-20240918-36W,F06,campaign_2,F,4,36,252,1.68,1.68,1.926923668145989,0.0121095336498914,2,True,0.2469236681459889,0.2469236681459889,metadata_only,metadata-only,Ridge,metadata-only | Ridge
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,2.123925217805856,0.0100953923316914,2,True,0.2139252178058559,0.2139252178058559,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,2.0407809503356575,0.0372003596441484,2,True,0.1307809503356576,0.1307809503356576,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,2.027409307492907,0.0647755827574051,2,True,0.1174093074929072,0.1174093074929072,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,1.9637265850979344,0.0234471439722723,2,True,0.0537265850979344,0.0537265850979344,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,2.0173419661559997,0.0030024857585178,2,True,0.1073419661559997,0.1073419661559997,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,1.924228296226209,0.1061053488537705,2,True,0.014228296226209,0.014228296226209,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
G01-20240918-36W,G01,campaign_2,G,4,36,252,1.91,1.91,2.034332392916105,0.0044231232408628,2,True,0.1243323929161051,0.1243323929161051,metadata_only,metadata-only,Ridge,metadata-only | Ridge
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,2.5225013589670184,0.029837986378828,2,True,0.2725013589670184,0.2725013589670184,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,2.5276425125965245,0.1020766414167548,2,True,0.2776425125965245,0.2776425125965245,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,2.4339520071172034,0.0539381331590058,2,True,0.1839520071172034,0.1839520071172034,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,2.1472394894144946,0.0230192525370401,2,True,-0.1027605105855054,0.1027605105855054,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,2.0159237486647967,0.0222427383577153,2,True,-0.2340762513352032,0.2340762513352032,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,1.943042932040631,0.0384687413298189,2,True,-0.3069570679593689,0.3069570679593689,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
G02-20240918-36W,G02,campaign_2,G,4,36,252,2.25,2.25,1.963484090412701,0.0237843281628883,2,True,-0.2865159095872986,0.2865159095872986,metadata_only,metadata-only,Ridge,metadata-only | Ridge
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,1.940820054574124,0.0347361632977238,2,True,0.3408200545741238,0.3408200545741238,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,1.8813402547183105,0.0009109862419456,2,True,0.2813402547183103,0.2813402547183103,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,1.9673221830793035,0.028604178642412,2,True,0.3673221830793034,0.3673221830793034,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,1.987990582796555,0.0320041599063408,2,True,0.3879905827965548,0.3879905827965548,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,1.879893918733387,0.0141128956346689,2,True,0.2798939187333868,0.2798939187333868,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,2.178059336766718,0.0474093646775327,2,True,0.5780593367667177,0.5780593367667177,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
G03-20240918-36W,G03,campaign_2,G,4,36,252,1.6,1.6,2.023689091153942,0.0675098916516448,2,True,0.4236890911539412,0.4236890911539412,metadata_only,metadata-only,Ridge,metadata-only | Ridge
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,1.8942540751794743,0.0137856912246887,2,True,-0.3157459248205256,0.3157459248205256,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,1.8940920501109324,0.0471797397163876,2,True,-0.3159079498890675,0.3159079498890675,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,1.950079355783243,0.0242426371298407,2,True,-0.259920644216757,0.259920644216757,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,1.9836540970760104,0.0156085528497737,2,True,-0.2263459029239896,0.2263459029239896,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,1.9995804672341215,0.0043076517158598,2,True,-0.2104195327658784,0.2104195327658784,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,2.0159130779069594,0.0192356130206133,2,True,-0.1940869220930405,0.1940869220930405,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
G04-20240918-36W,G04,campaign_2,G,4,36,252,2.21,2.21,2.053480037337249,0.02822385590897,2,True,-0.1565199626627511,0.1565199626627511,metadata_only,metadata-only,Ridge,metadata-only | Ridge
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,2.0044974957073145,0.0773730142558321,2,True,-0.1555025042926856,0.1555025042926856,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,2.1350758853412786,0.0949913187969011,2,True,-0.0249241146587215,0.0249241146587215,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,2.29894190577362,0.1817718872479033,2,True,0.1389419057736196,0.1389419057736196,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,1.9822244681120873,0.0291356816758753,2,True,-0.1777755318879128,0.1777755318879128,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,2.042912044241607,0.0058278092961899,2,True,-0.117087955758393,0.117087955758393,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,2.0409872099453494,0.090293014828587,2,True,-0.1190127900546507,0.1190127900546507,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
G05-20240918-36W,G05,campaign_2,G,4,36,252,2.16,2.16,2.0033470128558597,0.0061075487349503,2,True,-0.1566529871441404,0.1566529871441404,metadata_only,metadata-only,Ridge,metadata-only | Ridge
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,2.2113476311643616,0.0832853026010723,2,True,0.2413476311643616,0.2413476311643616,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,2.3920076464876603,0.0279136404978378,2,True,0.4220076464876603,0.4220076464876603,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,2.449115306938177,0.0190879747058192,2,True,0.479115306938177,0.479115306938177,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,2.124459148407048,0.0064100916106151,2,True,0.1544591484070478,0.1544591484070478,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,2.0393790543899675,0.0456444473461188,2,True,0.0693790543899675,0.0693790543899675,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,2.1498368775403462,0.0152626328770685,2,True,0.1798368775403462,0.1798368775403462,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
G06-20240918-36W,G06,campaign_2,G,4,36,252,1.97,1.97,1.9997689879943588,0.0192375402259888,2,True,0.0297689879943587,0.0297689879943587,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.0294916333784925,0.0060664573759718,2,True,-0.3505083666215074,0.3505083666215074,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.10556501982355,0.0783987501275554,2,True,-0.2744349801764505,0.2744349801764505,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.212199180671554,0.0156716130188709,2,True,-0.1678008193284457,0.1678008193284457,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.385291930205192,0.0748685515239651,2,True,0.0052919302051921,0.0052919302051921,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.3215790580919307,0.0247098709491494,2,True,-0.0584209419080692,0.0584209419080692,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.45574901709623,0.0869769588024612,2,True,0.0757490170962302,0.0757490170962302,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI01-20221206-28W,S1MI01,campaign_1,S1,7,28,196,2.38,2.38,2.395444910842797,0.0605653969509345,2,True,0.0154449108427972,0.0154449108427972,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.3244521125699027,0.01504105422485,2,True,-0.1055478874300974,0.1055478874300974,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.40381595932437,0.0284107370339019,2,True,-0.0261840406756301,0.0261840406756301,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.389199714079768,0.029624837127988,2,True,-0.0408002859202323,0.0408002859202323,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.2906656021227336,0.0068586888767459,2,True,-0.1393343978772665,0.1393343978772665,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.4821806047790345,5.189261940905734e-05,2,True,0.0521806047790343,0.0521806047790343,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.458982028223565,0.0061979625513607,2,True,0.0289820282235648,0.0289820282235648,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI02-20221206-28W,S1MI02,campaign_1,S1,7,28,196,2.43,2.43,2.3456462587250684,0.0017590480270495,2,True,-0.0843537412749317,0.0843537412749317,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.3948844716490005,0.085715325126219,2,True,-0.1451155283509995,0.1451155283509995,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.292554992973825,0.008050737243006,2,True,-0.2474450070261751,0.2474450070261751,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.278427501895952,0.0348571259102832,2,True,-0.2615724981040479,0.2615724981040479,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.376667319966507,0.1076747355301146,2,True,-0.1633326800334931,0.1633326800334931,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.3916165463739407,0.0525038522959923,2,True,-0.1483834536260593,0.1483834536260593,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.3681667272859324,0.0007081162406032,2,True,-0.1718332727140676,0.1718332727140676,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI03-20221206-28W,S1MI03,campaign_1,S1,7,28,196,2.54,2.54,2.33950641688563,0.0454625382504383,2,True,-0.2004935831143699,0.2004935831143699,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.3005333533132544,0.0152828486355073,2,True,-0.0794666466867455,0.0794666466867455,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.205660054083346,0.035502972260833,2,True,-0.1743399459166532,0.1743399459166532,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.176143422165429,0.0073702740564245,2,True,-0.2038565778345713,0.2038565778345713,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.4379546928775326,0.0240856184757619,2,True,0.0579546928775327,0.0579546928775327,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.245387778180526,0.0063882588011914,2,True,-0.1346122218194745,0.1346122218194745,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.325080420896505,0.0115386293777731,2,True,-0.0549195791034948,0.0549195791034948,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI04-20221206-28W,S1MI04,campaign_1,S1,7,28,196,2.38,2.38,2.405637033434464,0.0029688223069462,2,True,0.0256370334344642,0.0256370334344642,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.299132209876678,0.0365000405296114,2,True,-0.0508677901233221,0.0508677901233221,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.328736201870332,0.0790984734093853,2,True,-0.0212637981296679,0.0212637981296679,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.358689354977928,0.0164403608186729,2,True,0.0086893549779278,0.0086893549779278,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.4206310762478433,0.1097703635080337,2,True,0.0706310762478432,0.0706310762478432,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.4162979821043895,0.0172548037491512,2,True,0.0662979821043894,0.0662979821043894,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.3924252483528097,0.0172176735092414,2,True,0.0424252483528095,0.0424252483528095,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI05-20221206-28W,S1MI05,campaign_1,S1,7,28,196,2.35,2.35,2.3332662517455205,0.0328387011680239,2,True,-0.0167337482544795,0.0167337482544795,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.383234179260918,0.0251035019378072,2,True,0.0532341792609178,0.0532341792609178,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.384565952998018,0.0017285408632934,2,True,0.054565952998018,0.054565952998018,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.427312109953161,0.0461700222065813,2,True,0.0973121099531608,0.0973121099531608,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.4267768696624774,0.0533495418729432,2,True,0.0967768696624773,0.0967768696624773,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.46534269951824,0.0423851134075533,2,True,0.1353426995182398,0.1353426995182398,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.4670743834065574,0.0497140240269636,2,True,0.1370743834065573,0.1370743834065573,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI06-20221206-28W,S1MI06,campaign_1,S1,7,28,196,2.33,2.33,2.3870598566217547,0.0521085529651245,2,True,0.0570598566217546,0.0570598566217546,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.331920793921202,0.0030854489897265,2,True,0.2319207939212018,0.2319207939212018,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.486534393596931,0.0232180437681287,2,True,0.3865343935969307,0.3865343935969307,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.4653604961886444,0.1385903433693991,2,True,0.3653604961886443,0.3653604961886443,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.379863063594691,0.0431823627500084,2,True,0.279863063594691,0.279863063594691,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.431229240426631,0.0703576872609388,2,True,0.331229240426631,0.331229240426631,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.390055706156077,0.0749504491460513,2,True,0.2900557061560769,0.2900557061560769,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S1MI07-20221206-28W,S1MI07,campaign_1,S1,7,28,196,2.1,2.1,2.396076442719559,0.0380928526701115,2,True,0.296076442719559,0.296076442719559,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.4348259512150827,0.0238083447355054,2,True,0.0848259512150826,0.0848259512150826,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.5527385119978097,0.0044786297951745,2,True,0.2027385119978095,0.2027385119978095,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.465244804453061,0.0415550456563695,2,True,0.1152448044530607,0.1152448044530607,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.6275688418169434,0.0308585639594985,2,True,0.2775688418169433,0.2775688418169433,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.6425570803869585,0.0516813935118903,2,True,0.2925570803869584,0.2925570803869584,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.572028044245206,0.0414488993762643,2,True,0.222028044245206,0.222028044245206,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S2SA01-20221206-28W,S2SA01,campaign_1,S2,7,28,196,2.35,2.35,2.5483470703978854,0.0579174345665358,2,True,0.1983470703978853,0.1983470703978853,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.331812747815044,0.0224336157279461,2,True,-0.5381872521849562,0.5381872521849562,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.411971580366058,0.0141869654251894,2,True,-0.4580284196339415,0.4580284196339415,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.4519714250272187,0.0443062886390985,2,True,-0.4180285749727814,0.4180285749727814,rgb_only,RGB-only,CatBoost,RGB-only | CatBoost
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.408124212329218,0.0997086913532592,2,True,-0.4618757876707819,0.4618757876707819,metadata_hsv,metadata+HSV,Ridge,metadata+HSV | Ridge
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.4133608411667167,0.112702387000582,2,True,-0.4566391588332834,0.4566391588332834,metadata_rgb,metadata+RGB,Ridge,metadata+RGB | Ridge
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.3495249233051236,0.0296080736490488,2,True,-0.5204750766948765,0.5204750766948765,metadata_rgb_hsv,metadata+RGB+HSV,CatBoost,metadata+RGB+HSV | CatBoost
S2SA02-20221206-28W,S2SA02,campaign_1,S2,7,28,196,2.87,2.87,2.3929213405103997,0.1009572087476976,2,True,-0.4770786594896004,0.4770786594896004,metadata_only,metadata-only,Ridge,metadata-only | Ridge
S2SA03-20221206-28W,S2SA03,campaign_1,S2,7,28,196,2.25,2.25,2.300649968039795,0.028585380673759,2,True,0.0506499680397949,0.0506499680397949,hsv_only,HSV-only,CatBoost,HSV-only | CatBoost
S2SA03-20221206-28W,S2SA03,campaign_1,S2,7,28,196,2.25,2.25,2.2763121650939206,0.0186598590236546,2,True,0.0263121650939206,0.0263121650939206,rgb_hsv,RGB+HSV,CatBoost,RGB+HSV | CatBoost
