n_steel_mesh,mesh_group_label,corrosion_column,corrosion_label,n_specimens,ultimate_load_mean,ultimate_load_std,corrosion_mean,corrosion_std,pearson_r,pearson_pvalue,spearman_rho,spearman_pvalue
4,4 steel meshes,surface_total_rust_pct,Surface total rust (%),24,1.8675,0.22322244705576816,4.293,6.492437821771204,-0.0010110122110318174,0.9962591279521715,-0.04616724738675959,0.8303815176192035
4,4 steel meshes,peak_rust_pct,Peak rust (%),24,1.8675,0.22322244705576816,10.487541666666667,12.658834746082402,-0.06545208808523807,0.7612368946189745,-0.04657237118814119,0.8289144249124254
7,7 steel meshes,surface_total_rust_pct,Surface total rust (%),24,2.4924999999999997,0.2151490888541771,13.34666666666667,10.97460184745419,-0.383525240299086,0.06430597868564653,-0.40113125792193655,0.05205171276795355
7,7 steel meshes,peak_rust_pct,Peak rust (%),24,2.4924999999999997,0.2151490888541771,25.543291666666665,15.503785432510307,-0.35645734811809143,0.08731430632367299,-0.3328258268007391,0.11202532059601601
