sample_name,specimen_id,campaign_id,split_group_treatment,ageing_days,predicted_wire_area_loss_frac,fitted_wire_area_loss_frac,best_family,residual
D01-20240807-30W,D01,campaign_2,D_NO,210,0.2478929749743116,0.2478929749743117,monotone_isotonic,-1.1102230246251565e-16
D01-20240902-33W,D01,campaign_2,D_NO,231,0.2557661765891192,0.2557661765891192,monotone_isotonic,0.0
D01-20240918-36W,D01,campaign_2,D_NO,252,0.2557661765891192,0.2557661765891192,monotone_isotonic,0.0
D02-20240110-0W,D02,campaign_2,D_NO,0,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240124-2W,D02,campaign_2,D_NO,14,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240207-4W,D02,campaign_2,D_NO,28,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240221-6W,D02,campaign_2,D_NO,42,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240306-8W,D02,campaign_2,D_NO,56,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240320-10W,D02,campaign_2,D_NO,70,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240405-12W,D02,campaign_2,D_NO,84,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240417-14W,D02,campaign_2,D_NO,98,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240508-17W,D02,campaign_2,D_NO,119,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240522-19W,D02,campaign_2,D_NO,133,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240529-20W,D02,campaign_2,D_NO,140,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240619-23W,D02,campaign_2,D_NO,161,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240626-24W,D02,campaign_2,D_NO,168,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240710-26W,D02,campaign_2,D_NO,182,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240724-28W,D02,campaign_2,D_NO,196,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240807-30W,D02,campaign_2,D_NO,210,0.2634115719405007,0.2634115719405007,monotone_isotonic,0.0
D02-20240902-33W,D02,campaign_2,D_NO,231,0.2757875126932942,0.2757875126932942,monotone_isotonic,0.0
D02-20240918-36W,D02,campaign_2,D_NO,252,0.2757875126932942,0.2757875126932942,monotone_isotonic,0.0
D03-20240110-0W,D03,campaign_2,D_NO,0,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240124-2W,D03,campaign_2,D_NO,14,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240207-4W,D03,campaign_2,D_NO,28,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240221-6W,D03,campaign_2,D_NO,42,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240306-8W,D03,campaign_2,D_NO,56,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240320-10W,D03,campaign_2,D_NO,70,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240405-12W,D03,campaign_2,D_NO,84,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240417-14W,D03,campaign_2,D_NO,98,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240508-17W,D03,campaign_2,D_NO,119,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240522-19W,D03,campaign_2,D_NO,133,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240529-20W,D03,campaign_2,D_NO,140,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240619-23W,D03,campaign_2,D_NO,161,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240626-24W,D03,campaign_2,D_NO,168,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240710-26W,D03,campaign_2,D_NO,182,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240724-28W,D03,campaign_2,D_NO,196,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240807-30W,D03,campaign_2,D_NO,210,0.2124306402430568,0.2124306402430568,monotone_isotonic,0.0
D03-20240902-33W,D03,campaign_2,D_NO,231,0.2240136164346308,0.2240136164346308,monotone_isotonic,0.0
D03-20240918-36W,D03,campaign_2,D_NO,252,0.2240136164346308,0.2240136164346308,monotone_isotonic,0.0
D04-20240110-0W,D04,campaign_2,D_NO,0,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240124-2W,D04,campaign_2,D_NO,14,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240207-4W,D04,campaign_2,D_NO,28,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240221-6W,D04,campaign_2,D_NO,42,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240306-8W,D04,campaign_2,D_NO,56,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240320-10W,D04,campaign_2,D_NO,70,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240405-12W,D04,campaign_2,D_NO,84,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240417-14W,D04,campaign_2,D_NO,98,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240508-17W,D04,campaign_2,D_NO,119,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240522-19W,D04,campaign_2,D_NO,133,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240529-20W,D04,campaign_2,D_NO,140,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240619-23W,D04,campaign_2,D_NO,161,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240626-24W,D04,campaign_2,D_NO,168,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240710-26W,D04,campaign_2,D_NO,182,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240724-28W,D04,campaign_2,D_NO,196,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240807-30W,D04,campaign_2,D_NO,210,0.1863786512499232,0.1863786512499232,monotone_isotonic,0.0
D04-20240902-33W,D04,campaign_2,D_NO,231,0.2073673394621461,0.2073673394621461,monotone_isotonic,0.0
D04-20240918-36W,D04,campaign_2,D_NO,252,0.2073673394621461,0.2073673394621461,monotone_isotonic,0.0
D05-20240110-0W,D05,campaign_2,D_NO,0,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240124-2W,D05,campaign_2,D_NO,14,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240207-4W,D05,campaign_2,D_NO,28,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240221-6W,D05,campaign_2,D_NO,42,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240306-8W,D05,campaign_2,D_NO,56,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240320-10W,D05,campaign_2,D_NO,70,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240405-12W,D05,campaign_2,D_NO,84,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240417-14W,D05,campaign_2,D_NO,98,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240508-17W,D05,campaign_2,D_NO,119,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240522-19W,D05,campaign_2,D_NO,133,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240529-20W,D05,campaign_2,D_NO,140,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240619-23W,D05,campaign_2,D_NO,161,0.2303124499005001,0.2303124499005,monotone_isotonic,8.326672684688674e-17
D05-20240626-24W,D05,campaign_2,D_NO,168,0.2303124499005001,0.2303124499005001,monotone_isotonic,0.0
D05-20240710-26W,D05,campaign_2,D_NO,182,0.2303124499005001,0.2303124499005001,monotone_isotonic,0.0
D05-20240724-28W,D05,campaign_2,D_NO,196,0.2303124499005001,0.2303124499005001,monotone_isotonic,0.0
D05-20240807-30W,D05,campaign_2,D_NO,210,0.2303124499005001,0.2303124499005001,monotone_isotonic,0.0
D05-20240902-33W,D05,campaign_2,D_NO,231,0.2417746879339206,0.2417746879339206,monotone_isotonic,0.0
D05-20240918-36W,D05,campaign_2,D_NO,252,0.2417746879339206,0.2417746879339206,monotone_isotonic,0.0
D06-20240110-0W,D06,campaign_2,D_NO,0,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240124-2W,D06,campaign_2,D_NO,14,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240207-4W,D06,campaign_2,D_NO,28,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240221-6W,D06,campaign_2,D_NO,42,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240306-8W,D06,campaign_2,D_NO,56,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240320-10W,D06,campaign_2,D_NO,70,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240405-12W,D06,campaign_2,D_NO,84,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240417-14W,D06,campaign_2,D_NO,98,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240508-17W,D06,campaign_2,D_NO,119,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240522-19W,D06,campaign_2,D_NO,133,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240529-20W,D06,campaign_2,D_NO,140,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240619-23W,D06,campaign_2,D_NO,161,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240626-24W,D06,campaign_2,D_NO,168,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240710-26W,D06,campaign_2,D_NO,182,0.2105627764026495,0.2105627764026494,monotone_isotonic,1.1102230246251565e-16
D06-20240724-28W,D06,campaign_2,D_NO,196,0.2105627764026495,0.2105627764026495,monotone_isotonic,0.0
D06-20240807-30W,D06,campaign_2,D_NO,210,0.2105627764026495,0.2105627764026495,monotone_isotonic,0.0
D06-20240902-33W,D06,campaign_2,D_NO,231,0.2221457525942234,0.2221457525942234,monotone_isotonic,0.0
D06-20240918-36W,D06,campaign_2,D_NO,252,0.2221457525942234,0.2221457525942234,monotone_isotonic,0.0
E01-20240110-0W,E01,campaign_2,E_SA_SPRAY,0,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240124-2W,E01,campaign_2,E_SA_SPRAY,14,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240207-4W,E01,campaign_2,E_SA_SPRAY,28,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240221-6W,E01,campaign_2,E_SA_SPRAY,42,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240306-8W,E01,campaign_2,E_SA_SPRAY,56,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240320-10W,E01,campaign_2,E_SA_SPRAY,70,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240405-12W,E01,campaign_2,E_SA_SPRAY,84,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240417-14W,E01,campaign_2,E_SA_SPRAY,98,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240522-19W,E01,campaign_2,E_SA_SPRAY,133,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240529-20W,E01,campaign_2,E_SA_SPRAY,140,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240619-23W,E01,campaign_2,E_SA_SPRAY,161,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240626-24W,E01,campaign_2,E_SA_SPRAY,168,0.4063222795488329,0.4063222795488329,monotone_isotonic,0.0
E01-20240710-26W,E01,campaign_2,E_SA_SPRAY,182,0.4063222795488329,0.406322279548833,monotone_isotonic,-1.1102230246251565e-16
E01-20240724-28W,E01,campaign_2,E_SA_SPRAY,196,0.4063222795488329,0.406322279548833,monotone_isotonic,-1.1102230246251565e-16
E01-20240807-30W,E01,campaign_2,E_SA_SPRAY,210,0.4063222795488329,0.406322279548833,monotone_isotonic,-1.1102230246251565e-16
E01-20240902-33W,E01,campaign_2,E_SA_SPRAY,231,0.4330490506280732,0.4330490506280732,monotone_isotonic,0.0
E01-20240918-36W,E01,campaign_2,E_SA_SPRAY,252,0.4330490506280732,0.4330490506280732,monotone_isotonic,0.0
E02-20240110-0W,E02,campaign_2,E_SA_SPRAY,0,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240124-2W,E02,campaign_2,E_SA_SPRAY,14,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240207-4W,E02,campaign_2,E_SA_SPRAY,28,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240221-6W,E02,campaign_2,E_SA_SPRAY,42,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240306-8W,E02,campaign_2,E_SA_SPRAY,56,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240320-10W,E02,campaign_2,E_SA_SPRAY,70,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240405-12W,E02,campaign_2,E_SA_SPRAY,84,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240417-14W,E02,campaign_2,E_SA_SPRAY,98,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240508-17W,E02,campaign_2,E_SA_SPRAY,119,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240522-19W,E02,campaign_2,E_SA_SPRAY,133,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240529-20W,E02,campaign_2,E_SA_SPRAY,140,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240619-23W,E02,campaign_2,E_SA_SPRAY,161,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240626-24W,E02,campaign_2,E_SA_SPRAY,168,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240710-26W,E02,campaign_2,E_SA_SPRAY,182,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240724-28W,E02,campaign_2,E_SA_SPRAY,196,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240807-30W,E02,campaign_2,E_SA_SPRAY,210,0.2557548770681015,0.2557548770681016,monotone_isotonic,-1.1102230246251565e-16
E02-20240902-33W,E02,campaign_2,E_SA_SPRAY,231,0.276987119726002,0.276987119726002,monotone_isotonic,0.0
E02-20240918-36W,E02,campaign_2,E_SA_SPRAY,252,0.276987119726002,0.276987119726002,monotone_isotonic,0.0
E03-20240110-0W,E03,campaign_2,E_SA_SPRAY,0,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240124-2W,E03,campaign_2,E_SA_SPRAY,14,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240207-4W,E03,campaign_2,E_SA_SPRAY,28,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240221-6W,E03,campaign_2,E_SA_SPRAY,42,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240306-8W,E03,campaign_2,E_SA_SPRAY,56,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240320-10W,E03,campaign_2,E_SA_SPRAY,70,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240405-12W,E03,campaign_2,E_SA_SPRAY,84,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240417-14W,E03,campaign_2,E_SA_SPRAY,98,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240508-17W,E03,campaign_2,E_SA_SPRAY,119,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240522-19W,E03,campaign_2,E_SA_SPRAY,133,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240529-20W,E03,campaign_2,E_SA_SPRAY,140,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240619-23W,E03,campaign_2,E_SA_SPRAY,161,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240626-24W,E03,campaign_2,E_SA_SPRAY,168,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240710-26W,E03,campaign_2,E_SA_SPRAY,182,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240724-28W,E03,campaign_2,E_SA_SPRAY,196,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240807-30W,E03,campaign_2,E_SA_SPRAY,210,0.2942443029493413,0.2942443029493413,monotone_isotonic,0.0
E03-20240902-33W,E03,campaign_2,E_SA_SPRAY,231,0.3186420126154809,0.3186420126154809,monotone_isotonic,0.0
E03-20240918-36W,E03,campaign_2,E_SA_SPRAY,252,0.3186420126154809,0.3186420126154809,monotone_isotonic,0.0
E04-20240110-0W,E04,campaign_2,E_SA_SPRAY,0,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240124-2W,E04,campaign_2,E_SA_SPRAY,14,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240207-4W,E04,campaign_2,E_SA_SPRAY,28,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240221-6W,E04,campaign_2,E_SA_SPRAY,42,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240306-8W,E04,campaign_2,E_SA_SPRAY,56,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240320-10W,E04,campaign_2,E_SA_SPRAY,70,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240405-12W,E04,campaign_2,E_SA_SPRAY,84,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240417-14W,E04,campaign_2,E_SA_SPRAY,98,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240508-17W,E04,campaign_2,E_SA_SPRAY,119,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240522-19W,E04,campaign_2,E_SA_SPRAY,133,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240529-20W,E04,campaign_2,E_SA_SPRAY,140,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240619-23W,E04,campaign_2,E_SA_SPRAY,161,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240626-24W,E04,campaign_2,E_SA_SPRAY,168,0.4093145716423696,0.4093145716423695,monotone_isotonic,1.1102230246251565e-16
E04-20240710-26W,E04,campaign_2,E_SA_SPRAY,182,0.4093145716423696,0.4093145716423696,monotone_isotonic,0.0
E04-20240724-28W,E04,campaign_2,E_SA_SPRAY,196,0.4093145716423696,0.4093145716423696,monotone_isotonic,0.0
E04-20240807-30W,E04,campaign_2,E_SA_SPRAY,210,0.4093145716423696,0.4093145716423696,monotone_isotonic,0.0
E04-20240902-33W,E04,campaign_2,E_SA_SPRAY,231,0.4360413427216097,0.4360413427216097,monotone_isotonic,0.0
E04-20240918-36W,E04,campaign_2,E_SA_SPRAY,252,0.4360413427216097,0.4360413427216097,monotone_isotonic,0.0
E05-20240110-0W,E05,campaign_2,E_SA_SPRAY,0,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240124-2W,E05,campaign_2,E_SA_SPRAY,14,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240207-4W,E05,campaign_2,E_SA_SPRAY,28,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240221-6W,E05,campaign_2,E_SA_SPRAY,42,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240306-8W,E05,campaign_2,E_SA_SPRAY,56,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240320-10W,E05,campaign_2,E_SA_SPRAY,70,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240405-12W,E05,campaign_2,E_SA_SPRAY,84,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240417-14W,E05,campaign_2,E_SA_SPRAY,98,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240508-17W,E05,campaign_2,E_SA_SPRAY,119,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240522-19W,E05,campaign_2,E_SA_SPRAY,133,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240529-20W,E05,campaign_2,E_SA_SPRAY,140,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240619-23W,E05,campaign_2,E_SA_SPRAY,161,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240626-24W,E05,campaign_2,E_SA_SPRAY,168,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240710-26W,E05,campaign_2,E_SA_SPRAY,182,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240724-28W,E05,campaign_2,E_SA_SPRAY,196,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240807-30W,E05,campaign_2,E_SA_SPRAY,210,0.2633075933423265,0.2633075933423265,monotone_isotonic,0.0
E05-20240902-33W,E05,campaign_2,E_SA_SPRAY,231,0.2845103004151622,0.2845103004151622,monotone_isotonic,0.0
E05-20240918-36W,E05,campaign_2,E_SA_SPRAY,252,0.2845103004151622,0.2845103004151622,monotone_isotonic,0.0
E06-20240110-0W,E06,campaign_2,E_SA_SPRAY,0,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240124-2W,E06,campaign_2,E_SA_SPRAY,14,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240207-4W,E06,campaign_2,E_SA_SPRAY,28,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240221-6W,E06,campaign_2,E_SA_SPRAY,42,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240306-8W,E06,campaign_2,E_SA_SPRAY,56,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240320-10W,E06,campaign_2,E_SA_SPRAY,70,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240405-12W,E06,campaign_2,E_SA_SPRAY,84,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240417-14W,E06,campaign_2,E_SA_SPRAY,98,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240508-17W,E06,campaign_2,E_SA_SPRAY,119,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240522-19W,E06,campaign_2,E_SA_SPRAY,133,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240529-20W,E06,campaign_2,E_SA_SPRAY,140,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240619-23W,E06,campaign_2,E_SA_SPRAY,161,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240626-24W,E06,campaign_2,E_SA_SPRAY,168,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240710-26W,E06,campaign_2,E_SA_SPRAY,182,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240724-28W,E06,campaign_2,E_SA_SPRAY,196,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240807-30W,E06,campaign_2,E_SA_SPRAY,210,0.0541298227919573,0.0541298227919573,monotone_isotonic,0.0
E06-20240902-33W,E06,campaign_2,E_SA_SPRAY,231,0.0572924164927157,0.0572924164927157,monotone_isotonic,0.0
E06-20240918-36W,E06,campaign_2,E_SA_SPRAY,252,0.0572924164927157,0.0572924164927157,monotone_isotonic,0.0
F01-20240110-0W,F01,campaign_2,F_SA_BRUSH,0,0.216748760614112,0.216748760614112,monotone_isotonic,0.0
F01-20240124-2W,F01,campaign_2,F_SA_BRUSH,14,0.216748760614112,0.216748760614112,monotone_isotonic,0.0
F01-20240207-4W,F01,campaign_2,F_SA_BRUSH,28,0.216748760614112,0.216748760614112,monotone_isotonic,0.0
F01-20240221-6W,F01,campaign_2,F_SA_BRUSH,42,0.216748760614112,0.216748760614112,monotone_isotonic,0.0
F01-20240306-8W,F01,campaign_2,F_SA_BRUSH,56,0.216748760614112,0.216748760614112,monotone_isotonic,0.0
F01-20240320-10W,F01,campaign_2,F_SA_BRUSH,70,0.216748760614112,0.216748760614112,monotone_isotonic,0.0
