feature,importance_kind,importance,importance_abs,analysis_name,split_name,feature_set_name,model_name
treatment_coarse,feature_importance,0.008698548914763621,0.008698548914763621,pooled_all_weeks,grouped_cv,metadata_only,GradientBoosting
ageing_days,feature_importance,5.0797586169063116e-17,5.0797586169063116e-17,pooled_all_weeks,grouped_cv,metadata_only,GradientBoosting
week,feature_importance,3.5661829259199003e-17,3.5661829259199003e-17,pooled_all_weeks,grouped_cv,metadata_only,GradientBoosting
series_id,coefficient,0.019635096173821656,0.146759407018276,pooled_all_weeks,grouped_cv,metadata_only,Ridge
split_group_treatment,coefficient,0.01963509617383699,0.1467594070182713,pooled_all_weeks,grouped_cv,metadata_only,Ridge
treatment_protocol,coefficient,0.010490531191432019,0.13174384041187331,pooled_all_weeks,grouped_cv,metadata_only,Ridge
campaign_id,coefficient,1.635913626785168e-14,0.08603471095726273,pooled_all_weeks,grouped_cv,metadata_only,Ridge
treatment_coarse,coefficient,-0.0005157222346435163,0.058069031686865245,pooled_all_weeks,grouped_cv,metadata_only,Ridge
nacl_pct,coefficient,-0.04301735547840643,0.04301735547840643,pooled_all_weeks,grouped_cv,metadata_only,Ridge
n_steel_mesh,coefficient,0.04301735547839879,0.04301735547839879,pooled_all_weeks,grouped_cv,metadata_only,Ridge
treatment_label_coarse,coefficient,-0.0046232056602912115,0.03906243269165431,pooled_all_weeks,grouped_cv,metadata_only,Ridge
cover_mm,coefficient,-0.032179025195575306,0.032179025195575306,pooled_all_weeks,grouped_cv,metadata_only,Ridge
ageing_days,coefficient,-1.3519675099060963e-05,1.3519675099060963e-05,pooled_all_weeks,grouped_cv,metadata_only,Ridge
week,coefficient,-1.3519675098586987e-05,1.3519675098586987e-05,pooled_all_weeks,grouped_cv,metadata_only,Ridge
img_gray_mask_ratio_pct,feature_importance,0.1453004593328074,0.1453004593328074,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_black_mask_ratio_pct,feature_importance,0.11188585629146597,0.11188585629146597,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_glcm_energy,feature_importance,0.09998025896421624,0.09998025896421624,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_0,feature_importance,0.07374790796803732,0.07374790796803732,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_blob_mean_ratio_pct,feature_importance,0.05384256331252435,0.05384256331252435,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_r_std,feature_importance,0.052631340506376745,0.052631340506376745,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_glcm_homogeneity,feature_importance,0.04668301473951683,0.04668301473951683,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_edge_to_center_rust_ratio,feature_importance,0.03592491566868199,0.03592491566868199,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_glcm_contrast,feature_importance,0.027555395158156415,0.027555395158156415,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_center_of_mass_cm,feature_importance,0.024339833771577585,0.024339833771577585,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_lbp_mean,feature_importance,0.023559794231128826,0.023559794231128826,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_blob_largest_ratio_pct,feature_importance,0.021658193173141688,0.021658193173141688,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_1,feature_importance,0.020417122301390533,0.020417122301390533,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_5,feature_importance,0.020044769469172476,0.020044769469172476,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_rust_p90_pct,feature_importance,0.018335843391169577,0.018335843391169577,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_peak_location_cm,feature_importance,0.017818463259036094,0.017818463259036094,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_3,feature_importance,0.01589174937333835,0.01589174937333835,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_6,feature_importance,0.015567183397973161,0.015567183397973161,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_b_mean,feature_importance,0.014687811751266993,0.014687811751266993,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_b_std,feature_importance,0.014181626423870502,0.014181626423870502,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_2,feature_importance,0.01376260362465955,0.01376260362465955,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_r_mean,feature_importance,0.012377560389396736,0.012377560389396736,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_4,feature_importance,0.011764287413793293,0.011764287413793293,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_g_std,feature_importance,0.011672361402840368,0.011672361402840368,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_blob_eccentricity_mean,feature_importance,0.010851962731110863,0.010851962731110863,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_brightness_p10,feature_importance,0.010397274927566801,0.010397274927566801,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_lbp_std,feature_importance,0.010216819071138803,0.010216819071138803,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_blob_count,feature_importance,0.0099403784736922,0.0099403784736922,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_rust_std_pct,feature_importance,0.008085300420002528,0.008085300420002528,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_7,feature_importance,0.008018777593213117,0.008018777593213117,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_rust_max_pct,feature_importance,0.007373427188885238,0.007373427188885238,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_contrast,feature_importance,0.004679256007646548,0.004679256007646548,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_brightness_std,feature_importance,0.004646918328457905,0.004646918328457905,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_high_count,feature_importance,0.004301274895205633,0.004301274895205633,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_rust_mean_pct,feature_importance,0.004019119932059757,0.004019119932059757,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_brightness_p90,feature_importance,0.003693754836200164,0.003693754836200164,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_area_ratio_pct,feature_importance,0.003536622330680676,0.003536622330680676,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_g_mean,feature_importance,0.0031492838142767126,0.0031492838142767126,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_brightness_mean,feature_importance,0.0030908242052973133,0.0030908242052973133,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_rust_blob_eccentricity_max,feature_importance,0.00036808992902668733,0.00036808992902668733,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_strip_count,feature_importance,0.0,0.0,pooled_all_weeks,grouped_cv,rgb_only,RandomForest
img_gray_hist_bin_0,feature_importance,12.484752201265916,12.484752201265916,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_mask_ratio_pct,feature_importance,9.429397158109662,9.429397158109662,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_black_mask_ratio_pct,feature_importance,8.728277484757752,8.728277484757752,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_glcm_homogeneity,feature_importance,4.458094104702195,4.458094104702195,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_edge_to_center_rust_ratio,feature_importance,4.3922329680478995,4.3922329680478995,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_r_std,feature_importance,4.305895278814107,4.305895278814107,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_glcm_energy,feature_importance,3.6357771761708273,3.6357771761708273,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_peak_location_cm,feature_importance,3.442864717828313,3.442864717828313,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_center_of_mass_cm,feature_importance,3.3955952873900537,3.3955952873900537,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_blob_mean_ratio_pct,feature_importance,3.2688029224547654,3.2688029224547654,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_lbp_mean,feature_importance,3.081606315400758,3.081606315400758,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_glcm_contrast,feature_importance,2.777301368124195,2.777301368124195,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_2,feature_importance,2.578383663920488,2.578383663920488,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_1,feature_importance,2.5136290845849913,2.5136290845849913,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_blob_largest_ratio_pct,feature_importance,2.3906453279972153,2.3906453279972153,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_rust_p90_pct,feature_importance,2.0454724388533494,2.0454724388533494,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_3,feature_importance,1.7193809899968602,1.7193809899968602,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_5,feature_importance,1.6082225077069494,1.6082225077069494,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_b_std,feature_importance,1.5382353201344041,1.5382353201344041,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_g_std,feature_importance,1.5055442361852094,1.5055442361852094,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_rust_max_pct,feature_importance,1.4959687885240138,1.4959687885240138,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_r_mean,feature_importance,1.4809018624440173,1.4809018624440173,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_b_mean,feature_importance,1.391851560475224,1.391851560475224,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_blob_count,feature_importance,1.3876119117644696,1.3876119117644696,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_rust_mean_pct,feature_importance,1.3094022303567305,1.3094022303567305,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_rust_std_pct,feature_importance,1.2616491862300545,1.2616491862300545,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_6,feature_importance,1.2200391388775067,1.2200391388775067,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_high_count,feature_importance,1.1643281035020394,1.1643281035020394,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_7,feature_importance,1.1238035404824438,1.1238035404824438,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_lbp_std,feature_importance,1.0817074467458283,1.0817074467458283,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_brightness_std,feature_importance,1.0749765990210889,1.0749765990210889,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_blob_eccentricity_mean,feature_importance,1.0664359513217931,1.0664359513217931,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_4,feature_importance,1.0100611886547768,1.0100611886547768,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_contrast,feature_importance,1.0081608829336544,1.0081608829336544,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_brightness_mean,feature_importance,0.992774128469861,0.992774128469861,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_area_ratio_pct,feature_importance,0.8796651411661687,0.8796651411661687,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_brightness_p10,feature_importance,0.6959995110167069,0.6959995110167069,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_g_mean,feature_importance,0.5217494463567779,0.5217494463567779,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_brightness_p90,feature_importance,0.44242240190943727,0.44242240190943727,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_rust_blob_eccentricity_max,feature_importance,0.09038042730149944,0.09038042730149944,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_strip_count,feature_importance,0.0,0.0,pooled_all_weeks,grouped_cv,rgb_only,CatBoost
img_gray_hist_bin_0,feature_importance,0.11949596256017685,0.11949596256017685,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_black_mask_ratio_pct,feature_importance,0.11014726534485816,0.11014726534485816,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_glcm_energy,feature_importance,0.0932583324611187,0.0932583324611187,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_r_std,feature_importance,0.049920096062123775,0.049920096062123775,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_mask_ratio_pct,feature_importance,0.0452202808111906,0.0452202808111906,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_blob_mean_ratio_pct,feature_importance,0.04225011905655265,0.04225011905655265,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_rust_p90_pct,feature_importance,0.04105471502989531,0.04105471502989531,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_glcm_homogeneity,feature_importance,0.03433461282402277,0.03433461282402277,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_blob_count,feature_importance,0.026579990051686764,0.026579990051686764,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_lbp_mean,feature_importance,0.02549696983769536,0.02549696983769536,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_r_mean,feature_importance,0.024014842789620162,0.024014842789620162,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_2,feature_importance,0.02382893031463027,0.02382893031463027,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_rust_mean_pct,feature_importance,0.023347360407933594,0.023347360407933594,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_blob_largest_ratio_pct,feature_importance,0.02138241268694401,0.02138241268694401,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_glcm_contrast,feature_importance,0.021179419569671155,0.021179419569671155,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_brightness_p10,feature_importance,0.019971775822341442,0.019971775822341442,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_b_mean,feature_importance,0.019643908273428677,0.019643908273428677,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_edge_to_center_rust_ratio,feature_importance,0.019430797593668104,0.019430797593668104,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_rust_std_pct,feature_importance,0.01879939711652696,0.01879939711652696,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_g_std,feature_importance,0.017909334693104028,0.017909334693104028,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_1,feature_importance,0.016650733165442945,0.016650733165442945,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_peak_location_cm,feature_importance,0.016376712545752525,0.016376712545752525,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_high_count,feature_importance,0.015554223209619522,0.015554223209619522,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_b_std,feature_importance,0.015006190817803144,0.015006190817803144,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_rust_max_pct,feature_importance,0.014442330878227948,0.014442330878227948,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_3,feature_importance,0.013868335634469986,0.013868335634469986,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_center_of_mass_cm,feature_importance,0.013138293195515871,0.013138293195515871,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_7,feature_importance,0.01027623973786831,0.01027623973786831,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_4,feature_importance,0.010127449594438075,0.010127449594438075,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_brightness_std,feature_importance,0.00920107988640666,0.00920107988640666,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_5,feature_importance,0.008779809065163135,0.008779809065163135,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_lbp_std,feature_importance,0.008465720247477293,0.008465720247477293,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_hist_bin_6,feature_importance,0.0076531618367880585,0.0076531618367880585,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_blob_eccentricity_mean,feature_importance,0.007585930498316884,0.007585930498316884,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_g_mean,feature_importance,0.007206396339461208,0.007206396339461208,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_brightness_p90,feature_importance,0.006600426556542516,0.006600426556542516,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_brightness_mean,feature_importance,0.0062084780540317295,0.0062084780540317295,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_contrast,feature_importance,0.006090016663074493,0.006090016663074493,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_blob_eccentricity_max,feature_importance,0.004965386481489986,0.004965386481489986,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_rust_area_ratio_pct,feature_importance,0.004536547930911183,0.004536547930911183,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_strip_count,feature_importance,0.0,0.0,pooled_all_weeks,grouped_cv,rgb_only,XGBoost
img_gray_mask_ratio_pct,feature_importance,0.17914202927188647,0.17914202927188647,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_black_mask_ratio_pct,feature_importance,0.12404588641945716,0.12404588641945716,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_glcm_energy,feature_importance,0.08791234063246375,0.08791234063246375,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_0,feature_importance,0.06120268190743735,0.06120268190743735,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_glcm_homogeneity,feature_importance,0.056624025508354506,0.056624025508354506,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_r_std,feature_importance,0.04768257032371655,0.04768257032371655,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_edge_to_center_rust_ratio,feature_importance,0.03975672089395059,0.03975672089395059,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_blob_mean_ratio_pct,feature_importance,0.03672934711661316,0.03672934711661316,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_glcm_contrast,feature_importance,0.02693520064688893,0.02693520064688893,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_lbp_mean,feature_importance,0.025319959849379754,0.025319959849379754,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_blob_largest_ratio_pct,feature_importance,0.024900910383706072,0.024900910383706072,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_1,feature_importance,0.02481730591949421,0.02481730591949421,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_center_of_mass_cm,feature_importance,0.023958677034748157,0.023958677034748157,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_strip_rust_p90_pct,feature_importance,0.023071377618669092,0.023071377618669092,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_3,feature_importance,0.020561003714122866,0.020561003714122866,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_5,feature_importance,0.018954740571521158,0.018954740571521158,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_strip_peak_location_cm,feature_importance,0.018403878166769305,0.018403878166769305,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_2,feature_importance,0.0180385217829016,0.0180385217829016,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_b_std,feature_importance,0.017359395446272737,0.017359395446272737,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_b_mean,feature_importance,0.014751405864104538,0.014751405864104538,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_6,feature_importance,0.012987276520399684,0.012987276520399684,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_g_std,feature_importance,0.01245079689007993,0.01245079689007993,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_r_mean,feature_importance,0.0111492456857779,0.0111492456857779,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_4,feature_importance,0.009437597477493152,0.009437597477493152,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_strip_rust_max_pct,feature_importance,0.007259833072601725,0.007259833072601725,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_blob_count,feature_importance,0.007203218556141079,0.007203218556141079,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_brightness_p10,feature_importance,0.006943140298145125,0.006943140298145125,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_lbp_std,feature_importance,0.006520431090147714,0.006520431090147714,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_gray_hist_bin_7,feature_importance,0.005923546507332443,0.005923546507332443,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_blob_eccentricity_mean,feature_importance,0.0057954475742904,0.0057954475742904,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_strip_high_count,feature_importance,0.003887872560963651,0.003887872560963651,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_g_mean,feature_importance,0.0036515377455055057,0.0036515377455055057,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_contrast,feature_importance,0.0029216679352970796,0.0029216679352970796,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_brightness_mean,feature_importance,0.0028428465136277068,0.0028428465136277068,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_brightness_p90,feature_importance,0.0025196420777246703,0.0025196420777246703,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_brightness_std,feature_importance,0.0023924327063024942,0.0023924327063024942,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_strip_rust_std_pct,feature_importance,0.0022265886044227656,0.0022265886044227656,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_strip_rust_mean_pct,feature_importance,0.0018567940179825108,0.0018567940179825108,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_area_ratio_pct,feature_importance,0.0015309887207738105,0.0015309887207738105,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
img_rust_blob_eccentricity_max,feature_importance,0.0003311163725326905,0.0003311163725326905,pooled_all_weeks,grouped_cv,rgb_only,GradientBoosting
