feature,importance,importance_abs,importance_kind,direction,n_steel_mesh,split_name,repeat_id,fold_id,split_id
peak_rust_pct_max,12.310396486178789,12.310396486178789,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_v_mean_mean,11.316561549392024,11.316561549392024,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_v_mean_slope,8.310387150056998,8.310387150056998,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
peak_rust_pct_terminal,7.239533151684488,7.239533151684488,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_s_mean_max,4.547295835570003,4.547295835570003,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
n_rows_post_onset,4.376671950075582,4.376671950075582,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_strip_rust_max_pct_slope,4.1464132300771155,4.1464132300771155,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
visible_corrosion_onset_week,4.1007042082091845,4.1007042082091845,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_strip_rust_max_pct_mean,3.6163505849434787,3.6163505849434787,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_s_mean_terminal,3.5225144133919306,3.5225144133919306,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
peak_rust_pct_slope,3.46796584579997,3.46796584579997,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_s_mean_mean,3.268366044777749,3.268366044777749,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_v_mean_max,3.2417396673831407,3.2417396673831407,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
surface_total_rust_pct_max,2.582986417133471,2.582986417133471,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
weeks_after_onset_at_terminal,2.527046079246733,2.527046079246733,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_v_mean_terminal,2.390584717176658,2.390584717176658,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
surface_total_rust_pct_mean,2.2252686000914506,2.2252686000914506,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_strip_rust_max_pct_terminal,2.1807561658307937,2.1807561658307937,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_rust_area_ratio_pct_mean,2.172180001420113,2.172180001420113,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_rust_area_ratio_pct_slope,2.0484786509488706,2.0484786509488706,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
surface_total_rust_pct_slope,1.9784200179616713,1.9784200179616713,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
peak_rust_pct_mean,1.6829820391842056,1.6829820391842056,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_rust_area_ratio_pct_terminal,1.5985029570845,1.5985029570845,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_rust_area_ratio_pct_max,1.450806832487622,1.450806832487622,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_s_mean_slope,1.4445115662680665,1.4445115662680665,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_strip_rust_max_pct_max,1.320660316171755,1.320660316171755,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
surface_total_rust_pct_terminal,0.9319155214536565,0.9319155214536565,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
has_visible_corrosion_onset,0.0,0.0,feature_importance,positive,7,grouped_cv,0,0,grouped_cv_repeat0_fold0
img_hsv_v_mean_slope,9.903778159927052,9.903778159927052,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_mean,9.535273589343584,9.535273589343584,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_terminal,8.552344191840607,8.552344191840607,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_slope,7.0197964397569,7.0197964397569,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_max,6.08279259892216,6.08279259892216,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_terminal,5.940232236510542,5.940232236510542,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_max,4.742009406078354,4.742009406078354,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_mean,4.704048657962748,4.704048657962748,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_mean,4.271225231445313,4.271225231445313,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_terminal,4.172027818898979,4.172027818898979,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_terminal,4.164284583434386,4.164284583434386,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_max,2.6755141316200493,2.6755141316200493,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_mean,2.5236951360207014,2.5236951360207014,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_terminal,2.5187797767909794,2.5187797767909794,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_slope,2.4382695634767626,2.4382695634767626,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_slope,2.3746212615370035,2.3746212615370035,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
visible_corrosion_onset_week,2.286871953011814,2.286871953011814,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
weeks_after_onset_at_terminal,2.116211124052663,2.116211124052663,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_mean,1.9496812363266094,1.9496812363266094,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_max,1.9188276628825713,1.9188276628825713,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_max,1.8672798353685824,1.8672798353685824,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_slope,1.6580666984623942,1.6580666984623942,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
has_visible_corrosion_onset,1.3957443248533452,1.3957443248533452,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_max,1.2638371526954861,1.2638371526954861,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_mean,1.160867704344275,1.160867704344275,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
n_rows_post_onset,1.0631668989989635,1.0631668989989635,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_slope,1.0253417825222544,1.0253417825222544,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_terminal,0.6754108429149134,0.6754108429149134,feature_importance,positive,4,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_slope,10.486153657646907,10.486153657646907,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_mean,8.871450409743856,8.871450409743856,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_slope,6.444734532073296,6.444734532073296,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_max,5.438564378024336,5.438564378024336,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_max,5.276357774770914,5.276357774770914,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_slope,5.196533853419808,5.196533853419808,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_terminal,4.6828387513012695,4.6828387513012695,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
visible_corrosion_onset_week,4.515038092892502,4.515038092892502,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_terminal,4.10550013878267,4.10550013878267,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_mean,3.8662153460298456,3.8662153460298456,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
weeks_after_onset_at_terminal,3.716154825887055,3.716154825887055,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_slope,3.647382729562792,3.647382729562792,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_terminal,3.612166516545039,3.612166516545039,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_slope,3.5602313396637575,3.5602313396637575,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
n_rows_post_onset,3.5023632689430646,3.5023632689430646,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_slope,3.0421949104825554,3.0421949104825554,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_max,2.6453555083546227,2.6453555083546227,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_mean,2.382273896063123,2.382273896063123,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_terminal,2.377603923650801,2.377603923650801,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_max,2.1816363484034813,2.1816363484034813,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
peak_rust_pct_terminal,2.006761277615255,2.006761277615255,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_strip_rust_max_pct_mean,1.8648791961104745,1.8648791961104745,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_s_mean_max,1.7616935373193827,1.7616935373193827,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_mean,1.6181331506614953,1.6181331506614953,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_max,1.429581674069135,1.429581674069135,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_rust_area_ratio_pct_terminal,1.3600767360930486,1.3600767360930486,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
surface_total_rust_pct_mean,0.408124225889519,0.408124225889519,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
has_visible_corrosion_onset,0.0,0.0,feature_importance,positive,7,grouped_cv,0,1,grouped_cv_repeat0_fold1
img_hsv_v_mean_mean,14.203772036787182,14.203772036787182,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_terminal,12.650924085911523,12.650924085911523,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_mean,7.704932763264994,7.704932763264994,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_slope,6.596365274063698,6.596365274063698,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_mean,6.064139448405845,6.064139448405845,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_slope,4.711696397925956,4.711696397925956,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_terminal,4.078186568774806,4.078186568774806,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_max,3.9247685065473847,3.9247685065473847,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_max,3.479482761873103,3.479482761873103,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_max,3.449942209093231,3.449942209093231,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_slope,3.4106231442061294,3.4106231442061294,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_terminal,3.146583007435715,3.146583007435715,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_mean,3.073863228495785,3.073863228495785,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_max,3.0183317729878523,3.0183317729878523,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_mean,2.6237968111457373,2.6237968111457373,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_terminal,2.5297300628256894,2.5297300628256894,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_max,2.071739525359068,2.071739525359068,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_slope,1.894076707200375,1.894076707200375,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_slope,1.8841107140955322,1.8841107140955322,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_max,1.7948656492862747,1.7948656492862747,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_mean,1.790160682564058,1.790160682564058,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_terminal,1.7680125150272596,1.7680125150272596,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_slope,1.4440304373838002,1.4440304373838002,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_terminal,1.0232395597298134,1.0232395597298134,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
visible_corrosion_onset_week,0.7433052467860075,0.7433052467860075,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
weeks_after_onset_at_terminal,0.6211188502021878,0.6211188502021878,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
n_rows_post_onset,0.2077915132148078,0.2077915132148078,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
has_visible_corrosion_onset,0.09041051940615928,0.09041051940615928,feature_importance,positive,4,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_terminal,12.094872711651137,12.094872711651137,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_slope,7.979498763568346,7.979498763568346,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_max,7.142506254691806,7.142506254691806,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_slope,5.6904477103724345,5.6904477103724345,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_mean,5.639600176773788,5.639600176773788,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_max,4.923552358708678,4.923552358708678,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_terminal,4.426078691809497,4.426078691809497,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_slope,4.201825548378794,4.201825548378794,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_terminal,4.186880057633263,4.186880057633263,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_max,3.798165973584362,3.798165973584362,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_mean,3.579476776454939,3.579476776454939,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_strip_rust_max_pct_mean,3.5440624924920177,3.5440624924920177,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_mean,3.316635983847315,3.316635983847315,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_terminal,3.30762849981535,3.30762849981535,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_slope,3.1607867510178123,3.1607867510178123,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
n_rows_post_onset,2.7552705414132674,2.7552705414132674,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
weeks_after_onset_at_terminal,2.3955441738781675,2.3955441738781675,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_max,2.338839765594282,2.338839765594282,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_max,2.289062315632748,2.289062315632748,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_max,2.215834332935403,2.215834332935403,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_slope,2.120572246626749,2.120572246626749,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_rust_area_ratio_pct_slope,1.6478102922462758,1.6478102922462758,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_terminal,1.523479606655789,1.523479606655789,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_s_mean_terminal,1.4757262315151431,1.4757262315151431,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
visible_corrosion_onset_week,1.447326646704377,1.447326646704377,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
surface_total_rust_pct_mean,1.4167853801842591,1.4167853801842591,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
peak_rust_pct_mean,1.3817297158140185,1.3817297158140185,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
has_visible_corrosion_onset,0.0,0.0,feature_importance,positive,7,grouped_cv,0,2,grouped_cv_repeat0_fold2
img_hsv_v_mean_mean,17.34068224528031,17.34068224528031,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_v_mean_max,11.107073927012983,11.107073927012983,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_terminal,5.720366916008772,5.720366916008772,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
surface_total_rust_pct_mean,4.893251566181496,4.893251566181496,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
surface_total_rust_pct_max,4.2484033886338,4.2484033886338,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
n_rows_post_onset,3.8923828590021725,3.8923828590021725,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_mean,3.8647256265018877,3.8647256265018877,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_max,3.8080508239768944,3.8080508239768944,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_v_mean_terminal,3.799234758620714,3.799234758620714,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_rust_area_ratio_pct_mean,3.6133332994096694,3.6133332994096694,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_rust_area_ratio_pct_terminal,3.6127629070344893,3.6127629070344893,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
peak_rust_pct_max,3.5264321597858865,3.5264321597858865,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_s_mean_slope,3.406784556410689,3.406784556410689,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
peak_rust_pct_terminal,3.0742052871772234,3.0742052871772234,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_rust_area_ratio_pct_max,3.0062009191939922,3.0062009191939922,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
peak_rust_pct_slope,2.8742222469630145,2.8742222469630145,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_v_mean_slope,2.8454739569764564,2.8454739569764564,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
peak_rust_pct_mean,2.751270348814607,2.751270348814607,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_rust_area_ratio_pct_slope,2.251681259201965,2.251681259201965,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_s_mean_max,1.7831997947635128,1.7831997947635128,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
surface_total_rust_pct_terminal,1.6952149870872093,1.6952149870872093,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
has_visible_corrosion_onset,1.4371186011687584,1.4371186011687584,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
weeks_after_onset_at_terminal,1.2883059431815287,1.2883059431815287,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
surface_total_rust_pct_slope,1.0818524533009912,1.0818524533009912,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_s_mean_terminal,0.8471159634776149,0.8471159634776149,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_s_mean_mean,0.8213280744871807,0.8213280744871807,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_slope,0.7406047960861831,0.7406047960861831,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
visible_corrosion_onset_week,0.6687203342599796,0.6687203342599796,feature_importance,positive,4,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_terminal,14.005411293102677,14.005411293102677,feature_importance,positive,7,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_slope,9.625901218558209,9.625901218558209,feature_importance,positive,7,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_v_mean_mean,8.060854587929532,8.060854587929532,feature_importance,positive,7,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_hsv_v_mean_slope,6.4499301265716245,6.4499301265716245,feature_importance,positive,7,grouped_cv,0,3,grouped_cv_repeat0_fold3
img_strip_rust_max_pct_max,5.530701155890391,5.530701155890391,feature_importance,positive,7,grouped_cv,0,3,grouped_cv_repeat0_fold3
