mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,baseline_mae_mean,baseline_rmse_mean,baseline_spearman_mean,delta_mae_vs_baseline_mean,delta_rmse_vs_baseline_mean,delta_spearman_vs_baseline_mean,n_splits,n_terminal_specimens,analysis_name,split_name,feature_set_name,feature_set_label,model_name,n_features,pipeline_name,stage1_model_name,stage2_model_name
0.19924482767954,0.03894839822674949,0.2343312654395965,0.053339181395699396,0.5759217102892806,0.18763340211577137,0.756374987982307,0.16029159967741358,0.17260179853785462,0.21385001256724495,0.7494695104205708,0.026643029141685353,0.02048125287235156,0.006905477561736056,10,48,specimen_summary_residual_refinement,grouped_cv,mesh_residual_summary,metadata baseline + mesh residual summaries,CatBoost,28,metadata_baseline_plus_mesh_residual_CatBoost,Ridge,CatBoost
