specimen_id,family,criterion,rmse,fit_succeeded,params
S1MI01,monotone_isotonic,-397.24893771525143,2.6814433536895166e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.20919335112642906, 0.2091933511264291]}"
S1MI02,linear,-408.0811385196602,3.925231146709438e-17,True,"{""coeffs"": [6.365889182180376e-19, 0.20663748542311774]}"
S1MI02,log_time,-408.0811385196602,6.329245045284192e-17,True,"{""coeffs"": [4.1825750110986943e-17, 0.2066374854231176]}"
S1MI02,logistic,-405.3730877233735,2.0572853589553102e-10,True,"{""params"": [0.4132749697905459, 3.3215866293169056e-11, -88.18345722871324]}"
S1MI02,gompertz,-405.3730880594165,1.3574918569487898e-10,True,"{""params"": [0.20663748558300316, 2.353081457229705e-09, 0.022287931594531053]}"
S1MI02,monotone_isotonic,-397.24893771525143,5.551115123125783e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786, 0.20663748542311786]}"
S1MI03,linear,-408.0811385196602,6.684427777288334e-17,True,"{""coeffs"": [9.92849141641114e-19, 0.20532935867085694]}"
S1MI03,log_time,-408.0811385196602,7.202201966678632e-17,True,"{""coeffs"": [4.664923746051579e-17, 0.20532935867085683]}"
S1MI03,logistic,-405.3730882053579,8.972061283034952e-11,True,"{""params"": [0.41065871806669224, -1.4729566468066953e-11, -165.5087561999698]}"
S1MI03,gompertz,-405.3730850422271,4.826837002922532e-10,True,"{""params"": [0.20532935805677816, -8.422406343244814e-09, 0.020993270165438175]}"
S1MI03,monotone_isotonic,-397.24893771525143,2.7755575615628914e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703, 0.20532935867085703]}"
S1MI04,linear,-408.0811385196602,6.684427777288334e-17,True,"{""coeffs"": [1.1189967757198226e-18, 0.22307226620568335]}"
S1MI04,log_time,-408.0811385196602,7.166458808248762e-17,True,"{""coeffs"": [2.6886462245814764e-17, 0.22307226620568327]}"
S1MI04,logistic,-405.37308791074184,1.702946192563381e-10,True,"{""params"": [0.4461445310748717, 2.538919010951643e-11, -171.58750609550842]}"
S1MI04,gompertz,-405.3730874320497,2.5107885726409094e-10,True,"{""params"": [0.22307226654689546, 4.015099681827732e-09, 0.021035987515364434]}"
S1MI04,monotone_isotonic,-397.24893771525143,0.0,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343, 0.22307226620568343]}"
S1MI05,linear,-408.0811385196602,1.0235750533041807e-16,True,"{""coeffs"": [1.3925347230696878e-18, 0.32261245223341006]}"
S1MI05,log_time,-408.0811385196602,9.930136612989092e-17,True,"{""coeffs"": [3.4777781693492135e-17, 0.32261245223341]}"
S1MI05,logistic,-405.3730850987893,4.784990619866324e-10,True,"{""params"": [0.6452249021620883, 4.996678558028794e-11, -70.85673271351546]}"
S1MI05,gompertz,-405.37308646639025,3.6291833232986016e-10,True,"{""params"": [0.3226124517717176, -4.030450492484869e-09, 0.021015679499943114]}"
S1MI05,monotone_isotonic,-397.24893771525143,0.0,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023, 0.32261245223341023]}"
S1MI06,linear,-408.0811385196602,5.0165211657741337e-17,True,"{""coeffs"": [8.05019210151873e-19, 0.20639609276243262]}"
S1MI06,log_time,-408.0811385196602,1.4332917616497526e-17,True,"{""coeffs"": [8.276271901554261e-18, 0.20639609276243265]}"
S1MI06,logistic,-405.37308788979425,1.7461348343410723e-10,True,"{""params"": [0.4127921841356249, 2.8427803277206264e-11, -167.31367958212527]}"
S1MI06,gompertz,-405.37308801285786,1.4744040737828778e-10,True,"{""params"": [0.20639609256995653, -2.557962138619378e-09, 0.021007891760465486]}"
S1MI06,monotone_isotonic,-397.24893771525143,0.0,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268, 0.20639609276243268]}"
S1MI07,linear,-408.0811385196602,6.038565526160304e-17,True,"{""coeffs"": [1.0480799950301458e-18, 0.24106523077291445]}"
S1MI07,log_time,-408.0811385196602,5.4105577489465885e-17,True,"{""coeffs"": [4.086038343111758e-17, 0.24106523077291436]}"
S1MI07,logistic,-405.3730860501893,4.016294733290187e-10,True,"{""params"": [0.482130458379025, 5.612273901726585e-11, -162.08055995459034]}"
S1MI07,gompertz,-405.37308783571126,1.8529912899197963e-10,True,"{""params"": [0.24106523053354084, -2.753416766360832e-09, 0.021035328188990093]}"
S1MI07,monotone_isotonic,-397.24893771525143,2.7755575615628914e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145, 0.2410652307729145]}"
S2SA01,linear,-408.0811385196602,9.149522114079612e-17,True,"{""coeffs"": [1.5463570899528296e-18, 0.2422011198196399]}"
S2SA01,log_time,-408.0811385196602,3.7238012298709096e-17,True,"{""coeffs"": [2.5685895690570963e-17, 0.24220111981963993]}"
S2SA01,logistic,-405.3730878712962,1.7834036027240588e-10,True,"{""params"": [0.48440223815193084, 2.475879899029772e-11, -169.61765294231714]}"
S2SA01,gompertz,-405.3730881367096,1.13716496860533e-10,True,"{""params"": [0.24220111996946356, 1.67707335326593e-09, 0.021782493598891978]}"
S2SA01,monotone_isotonic,-397.24893771525143,5.551115123125783e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007, 0.24220111981964007]}"
S2SA02,linear,-408.0811385196602,2.2662332591841973e-17,True,"{""coeffs"": [1.9788059122551e-19, 0.12635686481458316]}"
S2SA02,log_time,-408.0811385196602,2.5839034696641467e-17,True,"{""coeffs"": [1.7781131464320728e-17, 0.12635686481458314]}"
S2SA02,logistic,-405.3730879889423,1.5309911171106038e-10,True,"{""params"": [0.2527137287192166, 3.98096552930995e-11, -93.08755424083174]}"
S2SA02,gompertz,-405.3730883180822,5.817126595606184e-12,True,"{""params"": [0.1263568648219809, 1.649438631435207e-10, 0.02102628065977399]}"
S2SA02,monotone_isotonic,-397.24893771525143,0.0,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832, 0.1263568648145832]}"
S2SA03,linear,-408.0811385196602,5.0165211657741337e-17,True,"{""coeffs"": [7.827814476227908e-19, 0.14033785384337433]}"
S2SA03,log_time,-408.0811385196602,3.7238012298709096e-17,True,"{""coeffs"": [2.2963542270455452e-17, 0.14033785384337427]}"
S2SA03,logistic,-405.37308809613427,1.2576485316682107e-10,True,"{""params"": [0.2806757069825935, 2.958739984802191e-11, -107.60813174145461]}"
S2SA03,gompertz,-405.37308818147966,9.873092498130478e-11,True,"{""params"": [0.14033785397017057, 2.5205855741685533e-09, 0.020734679668449087]}"
S2SA03,monotone_isotonic,-397.24893771525143,0.0,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438, 0.14033785384337438]}"
S2SA04,linear,-408.0811385196602,5.1178752665209035e-17,True,"{""coeffs"": [6.893564493422449e-19, 0.1977385396857111]}"
S2SA04,log_time,-408.0811385196602,1.7554167342883506e-17,True,"{""coeffs"": [1.2645939347194271e-17, 0.19773853968571112]}"
S2SA04,logistic,-405.37308635921534,3.73270738417908e-10,True,"{""params"": [0.39547707762334544, 6.232380224628264e-11, -55.4213165456678]}"
S2SA04,gompertz,-405.3730881894503,9.581750776730915e-11,True,"{""params"": [0.19773853981789752, 1.7403339227227316e-09, 0.01723602503189425]}"
S2SA04,monotone_isotonic,-397.24893771525143,2.5839034696641467e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571115, 0.19773853968571117, 0.19773853968571117]}"
S2SA05,linear,-408.0811385196602,7.413042633079154e-17,True,"{""coeffs"": [1.2353069059866478e-18, 0.20606206252939538]}"
S2SA05,log_time,-408.0811385196602,5.822058658345462e-17,True,"{""coeffs"": [3.316084578046723e-17, 0.2060620625293953]}"
S2SA05,logistic,-405.37308801280824,1.4745238874963724e-10,True,"{""params"": [0.4121241242046134, 2.4110001168295132e-11, -95.90560410901068]}"
S2SA05,gompertz,-405.3730879078777,1.7089159007919724e-10,True,"{""params"": [0.20606206274628897, 2.9713520122190205e-09, 0.021112260191172988]}"
S2SA05,monotone_isotonic,-397.24893771525143,2.7755575615628914e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.20606206252939543, 0.2060620625293955, 0.2060620625293955, 0.2060620625293955]}"
S2SA06,linear,-408.0811385196602,5.99588961666477e-17,True,"{""coeffs"": [8.274498948550517e-19, 0.1516879578718363]}"
S2SA06,log_time,-408.0811385196602,6.568167990716596e-17,True,"{""coeffs"": [4.025974797817595e-17, 0.15168795787183614]}"
S2SA06,logistic,-405.3730873191636,2.665859132303155e-10,True,"{""params"": [0.3033759140906223, 5.923121836378606e-11, -110.954362857976]}"
S2SA06,gompertz,-405.37308809851214,1.2509078559676629e-10,True,"{""params"": [0.15168795770373256, -2.9577427468516234e-09, 0.018606991452299094]}"
S2SA06,monotone_isotonic,-397.24893771525143,2.7755575615628914e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637, 0.15168795787183637]}"
S2SA07,linear,-408.0811385196602,6.164820968141853e-17,True,"{""coeffs"": [9.259479792673351e-19, 0.22227136299270564]}"
S2SA07,log_time,-408.0811385196602,3.990115396025678e-17,True,"{""coeffs"": [2.1745018575838515e-17, 0.22227136299270564]}"
S2SA07,logistic,-405.3730876514553,2.1780362984420035e-10,True,"{""params"": [0.44454272432259356, 3.295438330312615e-11, -156.87708919817115]}"
S2SA07,gompertz,-405.3730877223155,2.0591130310523707e-10,True,"{""params"": [0.22227136272526796, -3.314766228708503e-09, 0.018704149922887436]}"
S2SA07,monotone_isotonic,-397.24893771525143,5.551115123125783e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575, 0.22227136299270575]}"
S3PA01,linear,-408.0811385196602,2.2943863045830897e-17,True,"{""coeffs"": [2.3810310004035547e-19, 0.08421936589221951]}"
S3PA01,log_time,-408.0811385196602,2.911029329172731e-17,True,"{""coeffs"": [1.6524412782791127e-17, 0.08421936589221943]}"
S3PA01,logistic,-405.3730882057305,8.957282490790749e-11,True,"{""params"": [0.1684387310056762, 3.570999048091217e-11, -179.44652482619506]}"
S3PA01,gompertz,-405.37308827842406,5.34225616267461e-11,True,"{""params"": [0.0842193659589473, 2.273031325592697e-09, 0.021570632083411544]}"
S3PA01,monotone_isotonic,-397.24893771525143,1.1331166295920986e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.0842193658922195, 0.08421936589221951, 0.08421936589221951, 0.08421936589221951, 0.08421936589221951, 0.08421936589221951]}"
S3PA02,linear,-408.0811385196602,2.9979448083323847e-17,True,"{""coeffs"": [4.232460768709203e-19, 0.09698114153309796]}"
S3PA02,log_time,-408.0811385196602,2.2943863045830897e-17,True,"{""coeffs"": [1.452019178994945e-17, 0.0969811415330979]}"
S3PA02,logistic,-405.3730882698098,5.887734093234122e-11,True,"{""params"": [0.1939622825325436, 2.046309892012173e-11, -193.91755238807727]}"
S3PA02,gompertz,-405.37308819712183,9.292719381086483e-11,True,"{""params"": [0.09698114164719569, 3.4295137735469593e-09, 0.02096204671742689]}"
S3PA02,monotone_isotonic,-397.24893771525143,1.3877787807814457e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796, 0.09698114153309796]}"
S3PA03,linear,-408.0811385196602,1.962615573354719e-17,True,"{""coeffs"": [3.1094071834877263e-19, 0.09078762822191591]}"
S3PA03,log_time,-408.0811385196602,1.1884227471249333e-17,True,"{""coeffs"": [8.554772475675514e-18, 0.09078762822191591]}"
S3PA03,logistic,-405.3730881875561,9.651784923432955e-11,True,"{""params"": [0.18157525604970953, 3.5798788024544795e-11, -44.32871038120575]}"
S3PA03,gompertz,-405.3730881257627,1.170892287635787e-10,True,"{""params"": [0.09078762807143802, -4.6205326617659605e-09, 0.02094132277638656]}"
S3PA03,monotone_isotonic,-397.24893771525143,1.3407216768447581e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191593, 0.09078762822191594]}"
S3PA04,linear,-408.0811385196602,2.5337258102033824e-17,True,"{""coeffs"": [3.6751360536236116e-19, 0.06437160867523319]}"
S3PA04,log_time,-408.0811385196602,2.5589376332604517e-17,True,"{""coeffs"": [1.9044644025719464e-17, 0.06437160867523312]}"
S3PA04,logistic,-405.37308830919153,2.5808159111007415e-11,True,"{""params"": [0.12874321704338387, 1.3506420821539677e-11, -281.09702730752895]}"
S3PA04,gompertz,-405.3730883160085,1.3464874943176515e-11,True,"{""params"": [0.0643716086580877, -7.494324448502766e-10, 0.020987918521628644]}"
S3PA04,monotone_isotonic,-397.24893771525143,1.2412670766236365e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.06437160867523319, 0.0643716086752332, 0.0643716086752332, 0.0643716086752332]}"
S4SAVF01,linear,-408.0811385196602,5.314788097156787e-17,True,"{""coeffs"": [8.694801662958565e-19, 0.2034402764272321]}"
S4SAVF01,log_time,-408.0811385196602,7.27316133506167e-17,True,"{""coeffs"": [2.6037286090511907e-17, 0.203440276427232]}"
S4SAVF01,logistic,-405.3730877720234,1.9714128387365718e-10,True,"{""params"": [0.4068805514923092, 3.2639336867292676e-11, -133.31547732442502]}"
S4SAVF01,gompertz,-405.3730881846297,9.758990112906132e-11,True,"{""params"": [0.20344027653945104, 1.70726267182063e-09, 0.020987253024125845]}"
S4SAVF01,monotone_isotonic,-397.24893771525143,8.326672684688674e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225, 0.20344027642723225]}"
S4SAVF02,linear,-408.0811385196602,4.116817157781929e-17,True,"{""coeffs"": [6.001260868959867e-19, 0.13089434735964514]}"
S4SAVF02,log_time,-408.0811385196602,2.0269806481627057e-17,True,"{""coeffs"": [3.4645493523175314e-18, 0.13089434735964517]}"
S4SAVF02,logistic,-405.3730878213142,1.880413858045025e-10,True,"{""params"": [0.2617886938255266, 4.842606503004926e-11, -66.61383835868725]}"
S4SAVF02,gompertz,-405.37308803037536,1.4315372953464268e-10,True,"{""params"": [0.1308943471674564, -3.92099538443492e-09, 0.019464980512948076]}"
S4SAVF02,monotone_isotonic,-397.24893771525143,2.482534153247273e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964514, 0.13089434735964517, 0.13089434735964517, 0.13089434735964517]}"
S4SAVF03,linear,-408.0811385196602,2.9979448083323847e-17,True,"{""coeffs"": [4.094274583171947e-19, 0.06697909451750288]}"
S4SAVF03,log_time,-408.0811385196602,1.2412670766236365e-17,True,"{""coeffs"": [6.072069922508132e-18, 0.06697909451750288]}"
S4SAVF03,logistic,-405.3730882249734,8.157762100068052e-11,True,"{""params"": [0.13395818852838598, 4.1013557179883505e-11, -112.93479454145945]}"
S4SAVF03,gompertz,-405.3730881464326,1.1063464406424804e-10,True,"{""params"": [0.06697909440456597, -5.7709819216679755e-09, 0.020973073768112433]}"
S4SAVF03,monotone_isotonic,-397.24893771525143,1.1331166295920986e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750288, 0.06697909451750289, 0.06697909451750289, 0.06697909451750289, 0.06697909451750289, 0.06697909451750289]}"
S5VF01,linear,-408.0811385196602,1.80944215311192e-17,True,"{""coeffs"": [2.3604259465460495e-19, 0.044646443408396824]}"
S5VF01,log_time,-408.0811385196602,1.7184564531560762e-17,True,"{""coeffs"": [6.94782889311562e-18, 0.04464644340839681]}"
S5VF01,logistic,-405.3730882984314,3.7831507675151166e-11,True,"{""params"": [0.08929288697050627, -2.852757657491328e-11, -49.47596104661325]}"
S5VF01,gompertz,-405.3730882805566,5.198386980073087e-11,True,"{""params"": [0.044646443342393906, -4.1716786351803275e-09, 0.021074220578254938]}"
S5VF01,monotone_isotonic,-397.24893771525143,0.0,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685, 0.04464644340839685]}"
S5VF02,linear,-408.0811385196602,1.2077131052320608e-16,True,"{""coeffs"": [2.050964176113418e-18, 0.4357615119423486]}"
S5VF02,log_time,-408.0811385196602,5.551115123125783e-17,True,"{""coeffs"": [4.5229891900712735e-17, 0.4357615119423485]}"
S5VF02,logistic,-405.3730857968261,4.2346566693457317e-10,True,"{""params"": [0.871523020141054, 3.275791893859583e-11, -187.8869874731937]}"
S5VF02,gompertz,-405.3730840499862,5.5094730185644e-10,True,"{""params"": [0.43576151255639956, 4.482890330020126e-09, 0.021033471515359167]}"
S5VF02,monotone_isotonic,-397.24893771525143,5.551115123125783e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863, 0.43576151194234863]}"
S5VF03,linear,-408.0811385196602,7.584267115045818e-17,True,"{""coeffs"": [1.1413235503062594e-18, 0.25097166763732587]}"
S5VF03,log_time,-408.0811385196602,4.965068306494546e-17,True,"{""coeffs"": [2.4727499873944853e-17, 0.2509716676373259]}"
S5VF03,logistic,-405.3730877732678,1.969167199538352e-10,True,"{""params"": [0.5019433340215832, 2.6443329622239126e-11, -113.40234987758936]}"
S5VF03,gompertz,-405.3730872354973,2.7752054726684787e-10,True,"{""params"": [0.250971667265362, -3.951736557061101e-09, 0.021014782751543174]}"
S5VF03,monotone_isotonic,-397.24893771525143,5.551115123125783e-17,True,"{""x"": [0.0, 14.0, 21.0, 28.0, 35.0, 42.0, 49.0, 56.0, 63.0, 70.0, 91.0, 105.0, 168.0, 175.0, 196.0], ""y"": [0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603, 0.25097166763732603]}"
