target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
wire_area_loss_frac,CatBoost,0.14176502469007357,0.024803895971110518,0.17786986215495165,0.03088466157848306,-0.8291466670752745,0.04842066341432781,-0.09347826086956519,0.40274342754538134
