feature,importance
campaign_id_campaign_2,24.16429889531184
ageing_days,11.807581365434531
campaign_id_campaign_1,11.231378266127793
img_gray_hist_bin_0,4.742190010814851
img_b_std,3.923034220142739
img_rust_area_ratio_pct,3.6364176672448503
img_rust_blob_largest_ratio_pct,2.7248900505958398
img_rust_blob_eccentricity_mean,2.3516466598957124
img_glcm_energy,2.0889509350827726
cover_mm,1.7656312377679826
img_gray_hist_bin_5,1.7034524241606601
img_strip_rust_std_pct,1.6654566601031753
img_strip_peak_location_cm,1.6600070257445794
img_lbp_std,1.640336696310043
img_rust_center_of_mass_cm,1.631488133102217
img_r_mean,1.378633444746798
img_strip_rust_p90_pct,1.3434709437089778
img_glcm_homogeneity,1.2991221579134493
img_gray_hist_bin_1,1.2325845368220925
img_gray_mask_ratio_pct,1.18767643004173
img_gray_hist_bin_7,1.1131142268845753
img_lbp_mean,1.0726420641014607
treatment_label_coarse_G,0.957266722965251
img_r_std,0.9555442378752311
img_rust_blob_mean_ratio_pct,0.9399036283238228
img_gray_hist_bin_6,0.8859719639310678
img_b_mean,0.8298710332085548
img_rust_blob_count,0.7990702346142
img_glcm_contrast,0.7906643982912989
img_brightness_p90,0.7651954435311161
img_strip_rust_max_pct,0.7565706189442916
img_gray_hist_bin_4,0.6420823973500348
img_brightness_std,0.6377282604395794
img_black_mask_ratio_pct,0.6193054026720244
img_strip_high_count,0.5795437200706715
img_gray_hist_bin_2,0.5500983583070255
treatment_coarse_MI,0.4858529482902598
img_brightness_p10,0.43326830806192274
series_id_D,0.3629996929519784
img_gray_hist_bin_3,0.2967031871182993
split_group_treatment_G_PAINT,0.2228949361866907
split_group_treatment_S3_PA_SA,0.22279411137890187
treatment_coarse_SA_VF,0.21117034691816156
series_id_S3,0.1956220198005269
series_id_S2,0.19465831091429603
img_brightness_mean,0.1871918716284893
treatment_protocol_paint_campaign2,0.1521666901447513
treatment_label_coarse_D,0.13943927117251434
split_group_treatment_S2_SA,0.13145601178802446
split_group_treatment_D_NO,0.08355130261539143
split_group_treatment_E_SA_SPRAY,0.07690391860201322
treatment_protocol_surface_inhibitor_spray_campaign2,0.07533582745927384
treatment_protocol_surface_applied_inhibitor_campaign1,0.07289864222000964
treatment_coarse_PA,0.07026765732235853
series_id_E,0.0685689899231094
split_group_treatment_S1_MI,0.0661553802037024
split_group_treatment_S5_VF,0.05488909830820352
treatment_coarse_SA,0.0386014275474754
series_id_S1,0.032524681184492
series_id_S5,0.019821476259044575
treatment_protocol_mixed_in_inhibitor,0.01418328711455326
treatment_label_coarse_SA,0.01115692282109013
treatment_label_coarse_MI,0.005564181493360735
treatment_coarse_False,0.0002612916914651908
treatment_protocol_no_treatment_control,0.0002155823165606831
treatment_coarse_SA_PA,6.21539802140856e-05
series_id_G,0.0
split_group_treatment_F_SA_BRUSH,0.0
treatment_coarse_VF,0.0
series_id_S4,0.0
treatment_protocol_glass_based_compound,0.0
series_id_F,0.0
treatment_protocol_paint_only,0.0
treatment_protocol_paint_plus_surface_inhibitor,0.0
split_group_treatment_S4_SA_VF,0.0
treatment_protocol_surface_inhibitor_brush_campaign2,0.0
treatment_protocol_surface_inhibitor_plus_glass_compound,0.0
treatment_label_coarse_VF,0.0
