target,model_name,target_transform,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
wire_area_loss_frac,CatBoost,none,0.09630993945544294,0.025097806226113184,0.12379524601857202,0.03228836248297211,-0.4532642469928911,0.5382400716016794,0.14909090909090908,0.16913326286115513
wire_area_loss_frac,RandomForest,none,0.099729764699038,0.03525145064205402,0.1272700350744182,0.041192138887858776,-0.44374165796528875,0.40163986212367364,0.14909090909090908,0.2068434328019543
wire_area_loss_frac,GradientBoosting,none,0.10170475355434258,0.03660454641838245,0.13569105047769575,0.048027129413271606,-0.6335204245927288,0.4000259774065666,-0.0012121212121212089,0.25506440606182085
wire_area_loss_frac,XGBoost,none,0.10316171306257249,0.035770572195839394,0.13554952162978845,0.0483226342813567,-0.6128066333545827,0.33768922136796115,0.03757575757575757,0.22928002455564842
