model,epoch,train_loss,val_loss,val_mae
multimodal_mlp,4,0.08068330679088831,0.14381199205915132,5.856231212615967
multimodal_mlp,5,0.06492821639403701,0.15030890703201294,5.504876136779785
multimodal_mlp,6,0.05743995797820389,0.1270670729378859,5.621115684509277
multimodal_mlp,7,0.04250158742070198,0.11832612132032712,5.327240943908691
multimodal_mlp,8,0.060845204163342714,0.13788430392742157,5.369211673736572
multimodal_mlp,9,0.05205695750191808,0.10567083799590667,5.138872146606445
multimodal_mlp,10,0.053228992968797684,0.12790596733490625,5.190362453460693
multimodal_mlp,11,0.03292431682348251,0.10809416448076566,4.9809346199035645
multimodal_mlp,12,0.0493452507071197,0.1622169092297554,4.658968448638916
multimodal_mlp,13,0.040136510506272316,0.11296843116482098,4.7576117515563965
multimodal_mlp,14,0.029075109865516424,0.17839904874563217,4.741502285003662
multimodal_mlp,15,0.03579378640279174,0.12157872536530097,5.4083356857299805
multimodal_mlp,16,0.033770815236493945,0.2707567860682805,4.558794975280762
multimodal_mlp,17,0.03409281838685274,0.11569391470402479,5.157135009765625
multimodal_mlp,18,0.04657409340143204,0.19294342398643494,5.032528400421143
multimodal_mlp,19,0.037395325023680925,0.1209808849393994,5.516131401062012
multimodal_mlp,20,0.0370666841045022,0.14481119811534882,5.181692123413086
multimodal_mlp,21,0.032922938000410795,0.11280163028277457,5.288910865783691
multimodal_mlp,22,0.03525609988719225,0.1176520325243473,4.9599151611328125
multimodal_mlp,23,0.03237169538624585,0.10664819305141766,4.7559428215026855
multimodal_mlp,24,0.03145821415819228,0.1090146576364835,5.0959930419921875
multimodal_mlp,25,0.027313494822010398,0.13334413121143976,5.083995342254639
multimodal_mlp,26,0.023236729204654694,0.1714366152882576,4.5367751121521
multimodal_mlp,27,0.02546445350162685,0.12024174258112907,5.079150676727295
multimodal_mlp,28,0.026427614502608776,0.18934840460618338,4.585524082183838
multimodal_mlp,29,0.02405548794195056,0.11531980832417806,4.416715621948242
multimodal_mlp,30,0.029739701421931386,0.22170940538247427,4.539659023284912
multimodal_mlp,31,0.0196396125247702,0.09587651638624568,4.69124174118042
multimodal_mlp,32,0.033469237154349685,0.13144208987553915,4.470889091491699
multimodal_mlp,33,0.030846640933305025,0.14491619914770126,4.41195011138916
multimodal_mlp,34,0.02726870949845761,0.0934757380676956,4.563033103942871
multimodal_mlp,35,0.020030159619636834,0.13202665249506632,4.2090654373168945
multimodal_mlp,36,0.02082275098655373,0.11430572718381882,5.0153913497924805
multimodal_mlp,37,0.02425402496010065,0.16224542632699013,4.535608768463135
multimodal_mlp,38,0.022164373309351504,0.11291634974380334,5.162095069885254
multimodal_mlp,39,0.015584019594825804,0.2675682256619136,4.700479030609131
multimodal_mlp,40,0.018139827996492386,0.11285172899564107,4.594996452331543
multimodal_mlp,41,0.02268975554034114,0.11667785048484802,4.496323585510254
multimodal_mlp,42,0.03149466193281114,0.10309068610270818,4.386749744415283
multimodal_mlp,43,0.02080069773364812,0.1109098270535469,4.479107856750488
multimodal_mlp,44,0.021408137516118586,0.09497193867961566,4.183253288269043
multimodal_mlp,45,0.025119659956544638,0.11890232563018799,4.016062259674072
multimodal_mlp,46,0.02190318622160703,0.11764614035685857,4.239744186401367
multimodal_mlp,47,0.017067304346710443,0.10722629229227702,4.318717956542969
multimodal_mlp,48,0.021783354342915118,0.09511713979009073,4.647433757781982
multimodal_mlp,49,0.014638724154792726,0.1888961394627889,4.489953517913818
multimodal_mlp,50,0.023335421923547983,0.09871604324628909,4.61323881149292
multimodal_mlp,51,0.01977953955065459,0.11686944961547852,4.262539386749268
multimodal_mlp,52,0.026409867801703513,0.09315846822573803,4.530665874481201
multimodal_mlp,53,0.02332471765112132,0.09564395900815725,4.522480010986328
multimodal_mlp,54,0.014856317720841616,0.1021144837141037,4.804714202880859
multimodal_mlp,55,0.017741155461408198,0.09623291157186031,4.564337730407715
multimodal_mlp,56,0.022523325867950916,0.13384253283341727,4.504631519317627
multimodal_mlp,57,0.01725013938266784,0.12328480929136276,4.342731952667236
multimodal_mlp,58,0.015288185677491128,0.09537856169238997,4.606461524963379
multimodal_mlp,59,0.018464975990355015,0.13274221618970236,4.46392297744751
multimodal_mlp,60,0.017926101805642247,0.1045774444937706,4.458853721618652
multimodal_mlp,61,0.016468585352413356,0.1342695653438568,4.257824420928955
multimodal_mlp,62,0.017460055416449904,0.0946841190258662,4.360095977783203
multimodal_mlp,63,0.016002451651729643,0.08834607526659966,4.287106990814209
