split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,341,90,19,5,19,5,0.03999111641342458,0.17792839009546055,0.04969412352981242,0.18427271514201615,0.9561105328454796,-1.4007659463949849,0.9346205375386523,0.6668859288553503
grouped_cv,0,1,grouped_cv_repeat0_fold1,341,90,19,5,19,5,0.028123581584414595,0.24943075945820814,0.03527311824319574,0.2844473196532868,0.9732481044047477,-0.7446583935211994,0.9824268247682448,-0.7
grouped_cv,0,2,grouped_cv_repeat0_fold2,341,90,19,5,19,5,0.03976888559213109,0.24284306588544885,0.047254109060939124,0.2554424631089804,0.9591544424604428,-2.1699792051682305,0.9517123948940078,-0.3
grouped_cv,0,3,grouped_cv_repeat0_fold3,341,90,19,5,19,5,0.030878383509229154,0.15900138029373304,0.03438109160394541,0.24094257701405938,0.9760122172432556,-0.4159347662969737,0.9846297522658961,0.7
grouped_cv,0,4,grouped_cv_repeat0_fold4,360,71,20,4,20,4,0.039518592990107584,0.2944993198201789,0.046047765294300165,0.36741007152131444,0.933102073176459,-0.24386234190552725,0.9544605255974814,0.6000000000000001
grouped_cv,1,0,grouped_cv_repeat1_fold0,342,89,19,5,19,5,0.03747300979685757,0.20638417405920334,0.04477661329251633,0.2350544310061821,0.9593999517389682,-2.397109292648797,0.9890214995998207,0.39999999999999997
grouped_cv,1,1,grouped_cv_repeat1_fold1,341,90,19,5,19,5,0.041273430407552845,0.12407374021151121,0.04874980177464247,0.1287468798453476,0.9595787905903865,-2.5909356737245286,0.9482005410383105,0.19999999999999998
grouped_cv,1,2,grouped_cv_repeat1_fold2,341,90,19,5,19,5,0.04251476521297572,0.17012888167642298,0.05100617212924383,0.1805058834575092,0.9510329361889793,-0.19893928329319532,0.9604920295332514,0.6
grouped_cv,1,3,grouped_cv_repeat1_fold3,341,90,19,5,19,5,0.021917756037747437,0.37383689408040516,0.025652824197158187,0.39514992068816407,0.9725995008611534,-0.428106568923889,0.9929766776984529,-0.7
grouped_cv,1,4,grouped_cv_repeat1_fold4,359,72,20,4,20,4,0.04192946504304772,0.14286422730027426,0.05046080911617732,0.16841174431289355,0.9491960643124644,0.09167283835031337,0.9740314827469566,0.39999999999999997
