feature,feature_value,feature_value_label,prediction_mean,feature_kind
img_gray_mask_ratio_pct,0.0033862433862433864,0.003386,2.0691385692513884,numeric
img_gray_mask_ratio_pct,0.026350369207512044,0.02635,2.0851144248176188,numeric
img_gray_mask_ratio_pct,0.09511715797430081,0.09512,2.282408136810109,numeric
img_gray_mask_ratio_pct,0.21101071767738427,0.211,2.2820077472205247,numeric
img_gray_mask_ratio_pct,0.3487660135279183,0.3488,2.2782636358886372,numeric
img_gray_mask_ratio_pct,0.6093858170048646,0.6094,2.2737879538948063,numeric
img_gray_mask_ratio_pct,1.0932573599240267,1.093,2.269541362410258,numeric
img_gray_mask_ratio_pct,3.0306118572785223,3.031,2.2612069998167974,numeric
img_black_mask_ratio_pct,0.00019536019536019536,0.0001954,2.3231200221753134,numeric
img_black_mask_ratio_pct,0.0006977149834292691,0.0006977,2.3318037321473075,numeric
img_black_mask_ratio_pct,0.0012062716824621583,0.001206,2.333728505959251,numeric
img_black_mask_ratio_pct,0.0019396476539333678,0.00194,2.334697257276901,numeric
img_black_mask_ratio_pct,0.0031893327131422363,0.003189,2.334701201651111,numeric
img_black_mask_ratio_pct,0.00659418183227707,0.006594,2.335208077602707,numeric
img_black_mask_ratio_pct,0.009295114057018817,0.009295,2.3358769076234216,numeric
img_black_mask_ratio_pct,0.01868945868945868,0.01869,2.3370322523140072,numeric
img_glcm_energy,0.08843700147320441,0.08844,2.076024085161268,numeric
img_glcm_energy,0.10537602630908291,0.1054,2.083436423302785,numeric
img_glcm_energy,0.12176478017146802,0.1218,2.1273532996350655,numeric
img_glcm_energy,0.14161295686130315,0.1416,2.162572091548914,numeric
img_glcm_energy,0.16849951979771577,0.1685,2.1764436039430595,numeric
img_glcm_energy,0.212052099686901,0.2121,2.1788571946991806,numeric
img_glcm_energy,0.3677741321065869,0.3678,2.1959161082982015,numeric
img_glcm_energy,0.9196883244325844,0.9197,2.1963860101047725,numeric
img_gray_hist_bin_0,4.315900149233483e-07,4.316e-07,2.126246392922668,numeric
img_gray_hist_bin_0,1.9023635095063663e-06,1.902e-06,2.137361470423953,numeric
img_gray_hist_bin_0,4.000595964881679e-06,4.001e-06,2.176211284843049,numeric
img_gray_hist_bin_0,6.974484950675426e-06,6.974e-06,2.1813320980365734,numeric
img_gray_hist_bin_0,1.2003604860747714e-05,1.2e-05,2.1876126856658793,numeric
img_gray_hist_bin_0,2.11935771459581e-05,2.119e-05,2.1909713871921808,numeric
img_gray_hist_bin_0,3.9902998236331566e-05,3.99e-05,2.191739917539793,numeric
img_gray_hist_bin_0,0.00011482013112304091,0.0001148,2.1925754705834497,numeric
img_glcm_homogeneity,0.36362532927367375,0.3636,2.116635058870284,numeric
img_glcm_homogeneity,0.41574293131292456,0.4157,2.1183547727851075,numeric
img_glcm_homogeneity,0.4520989685255147,0.4521,2.1236700320279454,numeric
img_glcm_homogeneity,0.49034988491778764,0.4903,2.141846360563554,numeric
img_glcm_homogeneity,0.5312206109757422,0.5312,2.1528896179303576,numeric
img_glcm_homogeneity,0.5910961054464148,0.5911,2.1697694891639303,numeric
img_glcm_homogeneity,0.7427860702347068,0.7428,2.213252877058262,numeric
img_glcm_homogeneity,0.9663967144858705,0.9664,2.222784665721522,numeric
img_rust_blob_mean_ratio_pct,0.000505090662168878,0.0005051,2.171531404382917,numeric
img_rust_blob_mean_ratio_pct,0.0009222044717131641,0.0009222,2.1765264871980485,numeric
img_rust_blob_mean_ratio_pct,0.001308831578303708,0.001309,2.171400427316852,numeric
img_rust_blob_mean_ratio_pct,0.0020934499237220323,0.002093,2.162726804523612,numeric
img_rust_blob_mean_ratio_pct,0.004249380005076269,0.004249,2.1484371477328925,numeric
img_rust_blob_mean_ratio_pct,0.007310006949462731,0.00731,2.1233016537646323,numeric
img_rust_blob_mean_ratio_pct,0.01220114729902433,0.0122,2.1124035829443937,numeric
img_rust_blob_mean_ratio_pct,0.029011511474449456,0.02901,2.1062961649465386,numeric
