feature,feature_value,feature_value_label,prediction_mean,feature_kind
cover_mm,2.343,2.343,2.1794697501448397,numeric
cover_mm,3.5439285714285713,3.544,2.2695429971753316,numeric
cover_mm,3.766142857142857,3.766,2.2507307257658082,numeric
cover_mm,4.344785714285714,4.345,2.194070227407342,numeric
cover_mm,4.585214285714286,4.585,2.158990928084618,numeric
cover_mm,5.694642857142857,5.695,2.0725182950244223,numeric
cover_mm,6.394285714285714,6.394,1.9547409885615807,numeric
cover_mm,7.257499999999999,7.257,2.037325770171067,numeric
campaign_id,campaign_1,campaign_1,2.2660059880480774,categorical
campaign_id,campaign_2,campaign_2,2.037650053531649,categorical
n_steel_mesh,4.0,4,2.0872365432419597,numeric
n_steel_mesh,7.0,7,2.230943944080349,numeric
treatment_label_coarse,D,D,2.123474956665524,categorical
treatment_label_coarse,G,G,2.23067502172216,categorical
treatment_label_coarse,MI,MI,2.1329282092153696,categorical
treatment_label_coarse,SA,SA,2.136818046490313,categorical
treatment_label_coarse,VF,VF,2.1365886313680513,categorical
nacl_pct,3.5,3.5,2.18670362138514,numeric
nacl_pct,5.0,5,2.1173019732037814,numeric
