index,fraction,n_train_specimens_mean,n_train_specimens_std,n_train_rows_mean,n_train_rows_std,train_mae_mean,train_mae_std,test_mae_mean,test_mae_std,train_rmse_mean,train_rmse_std,test_rmse_mean,test_rmse_std,train_spearman_mean,train_spearman_std,test_spearman_mean,test_spearman_std
0,0.2,8.0,0.0,132.2,3.0110906108363205,1.7127064114913492e-06,9.272225515262014e-07,0.23203385568947957,0.07537708513209732,2.0284646087116433e-06,1.1688089501508074e-06,0.28278826206434665,0.08693344650570506,1.0,0.0,0.7145406032057368,0.233224517724322
1,0.4,15.4,0.5163977794943222,254.1,9.870832453918633,0.000631116098674267,0.0005457397417838587,0.23628745222407024,0.056048172297923415,0.0007365504312729272,0.000615454286985901,0.2910466092601576,0.05705369809034783,0.9990958872917556,0.000872612695080732,0.6241887367014308,0.18454837078238123
2,0.6,23.0,0.0,377.7,4.1912607490666405,0.0037148110131543545,0.0008734916717940207,0.24174900159214952,0.05366576726308311,0.004552499182498315,0.0010737061819942177,0.2951241519073425,0.0491164118372416,0.9994563018139561,0.0004003368460094233,0.7318066751422493,0.17001252370777892
3,0.8,30.4,0.5163977794943224,500.4,9.845472732852064,0.007992325332022675,0.002209102104645737,0.21242769133063777,0.06153425651341689,0.009853591672690818,0.0025803309927793436,0.26096936635646517,0.0725525138743789,0.9978620393828855,0.0015763783100805518,0.7296844546649965,0.15978190005201767
4,1.0,38.4,0.5163977794943211,632.8,8.416914187779538,0.012999774076447534,0.0025547235684477646,0.202812221522722,0.07570589901125369,0.01645947352929183,0.0033503323251728397,0.25934873730608143,0.09168590873422297,0.9969828739896396,0.0013261489703004963,0.7230628755525517,0.17142280948784264
