img_rust_area_ratio_pct,img_black_mask_ratio_pct,img_gray_mask_ratio_pct,img_brightness_mean,img_brightness_std,img_brightness_p10,img_brightness_p90,img_contrast,img_r_mean,img_g_mean,img_b_mean,img_r_std,img_g_std,img_b_std,img_gray_hist_bin_0,img_gray_hist_bin_1,img_gray_hist_bin_2,img_gray_hist_bin_3,img_gray_hist_bin_4,img_gray_hist_bin_5,img_gray_hist_bin_6,img_gray_hist_bin_7,img_glcm_contrast,img_glcm_homogeneity,img_glcm_energy,img_lbp_mean,img_lbp_std,img_rust_blob_count,img_rust_blob_largest_ratio_pct,img_rust_blob_mean_ratio_pct,img_rust_blob_eccentricity_mean,img_rust_blob_eccentricity_max,img_strip_count,img_strip_rust_mean_pct,img_strip_rust_std_pct,img_strip_rust_max_pct,img_strip_rust_p90_pct,img_strip_high_count,img_strip_peak_location_cm,img_rust_center_of_mass_cm,img_edge_to_center_rust_ratio,sample_name,specimen_id,image_path
0.0032017365350698684,0.0,0.008357075023741691,233.71117568850903,12.50049924924305,218.0,248.0,12.50049924924305,243.55421136887804,233.60938597205265,212.18413783747118,11.11153527621811,13.015855425169303,14.369385943524886,0.0,4.917921584588251e-07,2.0010853344186678e-06,3.306878306878307e-06,5.2570885904219236e-06,0.00017219508886175553,0.00543462555962556,0.025632122507122507,1.961147710376347,0.6456280800636451,0.24612241529297083,5.154853894277778,3.117202235262287,6.0,0.0017365350698684032,0.0005336227558449781,0.6051375110430725,1.0,47.0,0.003273322422258592,0.009123979087476367,0.041720990873533245,0.00651890482398957,0.0,13.985185185185186,14.407174244462379,0.08888339205013127,D01-20240110-0W,D01,Data/Images_dataset/D01-20240110-0W.png
0.0,0.0,0.0011396011396011395,240.03829439696108,17.799417334767412,215.0,255.0,17.799417334767412,245.0441161307828,239.575429656763,233.12424148690815,15.996818306957595,18.461179382018035,19.994845345893708,0.0,0.0,0.0,3.0864197530864196e-06,5.935422602089269e-05,0.0007144552977886311,0.004252475919142586,0.026220628137294803,4.980659580635212,0.6027331326573362,0.36749096049221597,5.209298502167574,2.849721466903005,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.49947089947089945,0.0,1.0,D01-20240124-2W,D01,Data/Images_dataset/D01-20240124-2W.png
0.006240672907339574,0.0,0.012806946140279473,218.4446571699905,21.5390204504669,186.0,242.0,21.5390204504669,227.38393759327093,217.50512169312168,203.88926387193055,20.199753578808647,21.91313155407704,23.724429424345576,0.0,5.935422602089269e-07,3.4255867589200924e-06,8.530050196716863e-06,0.0003574820241486908,0.003697954822954823,0.011479616062949395,0.015702397910731244,6.203513733205565,0.45025341764875204,0.1452433539366187,4.977225332491109,3.1371267526311546,8.0,0.0019536019536019536,0.0007800841134174468,0.7205873991326758,1.0,47.0,0.006380204721351495,0.014313151698701053,0.0651890482398957,0.01955671447196871,0.0,14.484656084656084,12.233687600644126,0.323228327107063,D01-20240207-4W,D01,Data/Images_dataset/D01-20240207-4W.png
0.0004884004884004884,0.0,0.003798670465337132,242.25319006919008,18.687862669760996,213.0,255.0,18.687862669760996,245.31290462623795,242.07949694749695,237.78620431420433,16.2159225834651,19.246761433294452,22.305633281177798,0.0,0.0,6.444173110839777e-07,3.6460453127119794e-06,4.181929181929182e-05,0.0006622405372405372,0.004534815493148827,0.02600683421516755,4.403870408506027,0.6568336641555304,0.49000058878070907,5.655844661538328,2.558764316070447,1.0,0.0004884004884004884,0.0004884004884004884,0.786283935618104,0.786283935618104,47.0,0.0004993203694970734,0.0023684844745914236,0.011734028683181226,0.0,0.0,20.977777777777778,21.1856554967666,978.8357235984355,D01-20240221-6W,D01,Data/Images_dataset/D01-20240221-6W.png
0.08107448107448108,0.0,0.0021164021164021165,242.7251455704789,18.18931078250294,221.0,255.0,18.18931078250294,247.25058038258038,243.06299118165785,232.9183774250441,13.72358987819546,19.581328631413964,26.120586472364874,0.0,0.0,7.970424637091304e-07,6.885090218423551e-05,0.0002033984533984534,0.0004247049247049247,0.002825888617555284,0.027726360059693395,3.888252360005785,0.6414626631633569,0.44741879564530973,5.515475871139685,3.284776847804797,38.0,0.02941256274589608,0.002133538975644239,0.8041515705552937,1.0,47.0,0.08288718133651418,0.24593290009245952,1.2099087353324642,0.20182529335071675,0.0,21.477248677248678,18.09922724407329,1.571251403905168,D01-20240306-8W,D01,Data/Images_dataset/D01-20240306-8W.png
0.5650250983584317,0.0,0.0030389363722697054,231.42258363858363,25.514709251763644,197.0,254.0,25.514709251763644,238.58370750237418,231.68833428300096,215.48242083842084,20.364980535406495,27.136388839568337,34.848985307836884,0.0,2.2045855379188713e-07,2.942273775607109e-05,0.00020372066205399537,0.0002970763804097137,0.001847934472934473,0.006867453534120201,0.022004171754171756,5.675884548657392,0.5222825778050884,0.2659304420822268,5.2837920859761,3.301474403447357,26.0,0.3933794600461267,0.021731734552247372,0.5886081818524125,1.0,47.0,0.5776581874670588,1.5909279680531903,7.8956975228161665,2.400521512385919,2.0,12.486772486772487,14.736777873312638,0.3024921429156835,D01-20240320-10W,D01,Data/Images_dataset/D01-20240320-10W.png
0.19373219373219375,0.0,0.00520960520960521,239.60357889024556,22.606720911284793,208.0,255.0,22.606720911284793,241.20349803283136,240.4278551078551,234.2659991859992,19.492084128488045,23.495405892610304,29.896835644226936,0.0,6.952923619590287e-07,3.340795007461674e-06,9.6001221001221e-05,0.00024033374033374032,0.0009437321937321938,0.005017229683896351,0.024948667073667073,5.780012964431986,0.6111229068159421,0.4452229257835384,5.890842541555981,2.9913330184585485,33.0,0.14809388142721477,0.005870672537339204,0.6929570936722906,1.0,47.0,0.19806374656717246,0.6554031042430237,3.524119947848761,0.2983050847457627,0.0,12.486772486772487,12.931610570153985,0.04851139668586195,D01-20240405-12W,D01,Data/Images_dataset/D01-20240405-12W.png
0.675674942341609,0.0,0.02306335639668973,212.42501044634378,26.14086417409683,179.0,240.0,26.14086417409683,223.61607271740604,212.73313254646587,186.16325274725276,23.93859748445725,27.19327189598251,29.113275539805635,2.1537104870438202e-06,6.919006919006919e-06,0.00010363247863247864,0.00022530864197530865,0.0009143264143264144,0.00438144417311084,0.013297195088861756,0.012319020485687152,7.049644564340188,0.4317102874347477,0.12487525890334844,4.983135324097709,3.117956346000459,52.0,0.4372269705603039,0.012993748891184789,0.7242743933147321,1.0,47.0,0.6906710310965631,1.708902132903772,8.07561929595828,2.2784876140808343,2.0,12.986243386243386,14.853657618286963,0.3249083168025017,D01-20240417-14W,D01,Data/Images_dataset/D01-20240417-14W.png
0.9595984262650928,0.0,0.32348392348392346,197.38746764346763,39.41714493762046,147.0,252.0,39.41714493762046,204.98149667616335,198.4419943019943,177.0893029439696,38.230041183473304,40.02954946571171,41.70736276843234,3.832587165920499e-06,1.9078144078144078e-05,0.0001882716049382716,0.0009687627187627188,0.004195054945054945,0.009369946411613077,0.006524369149369149,0.009980684439017772,9.628729698245433,0.408587709285813,0.11116863846012348,5.1434925194908585,3.327416817802046,160.0,0.5483652150318817,0.005997490164156831,0.6699667180623357,1.0,47.0,0.9788621043579573,2.213141355524753,9.36245110821382,4.427640156453716,4.0,12.986243386243386,15.100330781335135,0.39547262358250723,D01-20240508-17W,D01,Data/Images_dataset/D01-20240508-17W.png
0.8930674264007596,0.0,0.029683896350563017,207.62064631664632,24.399855295249335,178.0,232.0,24.399855295249335,215.0817501017501,209.61228001628,182.19265499932166,22.86701160291319,25.6234848982113,28.441458916745773,1.3227513227513228e-06,7.749966083299416e-06,0.00013398792565459233,0.00032568511735178403,0.0009785646452313119,0.0043235653235653235,0.01740340523673857,0.008075719034052367,5.245869836454815,0.5040173787559822,0.1564118448764303,5.024237022679484,3.1107282284912783,83.0,0.5167819834486501,0.010759848510852528,0.6930902775698279,1.0,47.0,0.9054065300008322,1.9806685404671962,8.658409387222948,3.468839634941329,2.0,12.486772486772487,11.622485148887288,0.42203082653519514,D01-20240522-19W,D01,Data/Images_dataset/D01-20240522-19W.png
