strategy,split_id,train_rows,test_rows,train_specimens,test_specimens,leakage_detected
group_shuffle,gss_0,38,10,38,10,False
group_shuffle,gss_1,38,10,38,10,False
group_shuffle,gss_2,38,10,38,10,False
group_shuffle,gss_3,38,10,38,10,False
group_shuffle,gss_4,38,10,38,10,False
