feature,importance,importance_abs,importance_kind,direction
split_group_treatment,0.022904379325855415,0.14954743838027526,coefficient,positive
series_id,0.022904379325895428,0.14954743838024256,coefficient,positive
treatment_protocol,0.011412092180512048,0.14716174700123133,coefficient,positive
campaign_id,1.6237011735142914e-15,0.08718465395010053,coefficient,positive
treatment_coarse,-0.0035743565565152895,0.05993102853492986,coefficient,negative
n_steel_mesh,0.04359232697549105,0.04359232697549105,coefficient,positive
nacl_pct,-0.043592326975330595,0.043592326975330595,coefficient,negative
treatment_label_coarse,-0.006524861585455939,0.03867497137922966,coefficient,negative
cover_mm,-0.0314691879352258,0.0314691879352258,coefficient,negative
week,-1.121027658539431e-05,1.121027658539431e-05,coefficient,negative
ageing_days,-1.1210276476628924e-05,1.1210276476628924e-05,coefficient,negative
