target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
surface_total_rust_pct,GradientBoosting,0.09742886065792579,0.18277857258401964,0.36579742726793574,0.7311185925594634,0.994774413127138,0.012716579691441684,0.989052801035485,0.030629497654508817
