feature,importance,importance_abs,importance_kind,direction
series_id,0.0218531339713494,0.15621689740506267,coefficient,positive
split_group_treatment,0.021853133971311833,0.156216897405033,coefficient,positive
treatment_protocol,0.00834936640037912,0.15227808862597908,coefficient,positive
img_strip_rust_p90_pct,-0.14438336123159556,0.14438336123159556,coefficient,negative
img_hsv_v_std,0.13558811984022207,0.13558811984022207,coefficient,positive
img_strip_rust_std_pct,0.12898207886604954,0.12898207886604954,coefficient,positive
img_strip_high_count,0.11930808391434054,0.11930808391434054,coefficient,positive
img_r_std,0.11842900840661898,0.11842900840661898,coefficient,positive
img_contrast,-0.10814997769546078,0.10814997769546078,coefficient,negative
img_brightness_std,-0.10814997769545402,0.10814997769545402,coefficient,negative
img_rust_blob_largest_ratio_pct,0.10341385346802631,0.10341385346802631,coefficient,positive
img_hsv_v_p10,0.09451531283899486,0.09451531283899486,coefficient,positive
campaign_id,1.8714196858837795e-14,0.09253436030341206,coefficient,positive
img_b_std,0.08908327025790316,0.08908327025790316,coefficient,positive
img_g_std,-0.08756660999376649,0.08756660999376649,coefficient,negative
img_glcm_homogeneity,0.0821032006703074,0.0821032006703074,coefficient,positive
img_gray_hist_bin_2,-0.08113847016596107,0.08113847016596107,coefficient,negative
img_lbp_mean,0.07971941642686539,0.07971941642686539,coefficient,positive
img_g_mean,-0.06970840084848644,0.06970840084848644,coefficient,negative
img_strip_rust_max_pct,-0.06521259695857987,0.06521259695857987,coefficient,negative
treatment_coarse,-0.00909840610236055,0.06434209578373297,coefficient,negative
img_b_mean,-0.06385941017647027,0.06385941017647027,coefficient,negative
img_hsv_v_p90,-0.060367885044480055,0.060367885044480055,coefficient,negative
img_hsv_s_p90,0.05765845961475082,0.05765845961475082,coefficient,positive
img_hsv_v_mean,0.056626777931246514,0.056626777931246514,coefficient,positive
img_gray_hist_bin_4,-0.05639805552415996,0.05639805552415996,coefficient,negative
img_brightness_p90,-0.05497384275704006,0.05497384275704006,coefficient,negative
img_hsv_h_std,-0.051030562751158415,0.051030562751158415,coefficient,negative
img_gray_hist_bin_3,-0.05081296549350835,0.05081296549350835,coefficient,negative
img_hsv_v_hist_bin_0,0.04931531559890516,0.04931531559890516,coefficient,positive
img_hsv_s_hist_bin_5,0.047996894804029556,0.047996894804029556,coefficient,positive
img_rust_area_ratio_pct,-0.0470033305636886,0.0470033305636886,coefficient,negative
n_steel_mesh,0.04626718015211235,0.04626718015211235,coefficient,positive
nacl_pct,-0.04626718015189664,0.04626718015189664,coefficient,negative
img_brightness_mean,-0.046079539755273256,0.046079539755273256,coefficient,negative
img_r_mean,0.04181298778222714,0.04181298778222714,coefficient,positive
img_hsv_h_p90,0.04112498207729295,0.04112498207729295,coefficient,positive
img_hsv_h_p10,-0.04053464848826778,0.04053464848826778,coefficient,negative
img_hsv_s_hist_bin_3,-0.04039656154835757,0.04039656154835757,coefficient,negative
img_gray_mask_ratio_pct,0.03836753990036154,0.03836753990036154,coefficient,positive
img_rust_blob_eccentricity_max,0.03761488853461456,0.03761488853461456,coefficient,positive
img_lbp_std,0.0366145101406663,0.0366145101406663,coefficient,positive
img_rust_blob_count,-0.036525146052914376,0.036525146052914376,coefficient,negative
img_gray_hist_bin_7,0.03617037935254846,0.03617037935254846,coefficient,positive
img_hsv_h_hist_bin_7,0.03405055773237097,0.03405055773237097,coefficient,positive
img_hsv_s_std,0.032648841012205936,0.032648841012205936,coefficient,positive
img_glcm_energy,-0.03154698444270659,0.03154698444270659,coefficient,negative
img_black_mask_ratio_pct,-0.031144135503501244,0.031144135503501244,coefficient,negative
treatment_label_coarse,-0.0074723810718293655,0.029498324334619963,coefficient,negative
img_hsv_h_mean,-0.029315833272787452,0.029315833272787452,coefficient,negative
img_hsv_v_hist_bin_4,0.026298929356774737,0.026298929356774737,coefficient,positive
img_hsv_v_hist_bin_2,-0.023511787059887577,0.023511787059887577,coefficient,negative
img_hsv_v_hist_bin_5,-0.022303477849386747,0.022303477849386747,coefficient,negative
img_hsv_s_hist_bin_2,-0.021787248115249635,0.021787248115249635,coefficient,negative
img_rust_blob_eccentricity_mean,-0.0215598067647715,0.0215598067647715,coefficient,negative
img_hsv_s_hist_bin_0,0.021001902193650133,0.021001902193650133,coefficient,positive
img_rust_center_of_mass_cm,0.020949398920331756,0.020949398920331756,coefficient,positive
img_hsv_h_hist_bin_3,0.020590757294178506,0.020590757294178506,coefficient,positive
img_rust_blob_mean_ratio_pct,-0.02044277602860781,0.02044277602860781,coefficient,negative
img_hsv_s_hist_bin_6,-0.019245187339253223,0.019245187339253223,coefficient,negative
img_gray_hist_bin_0,0.01826645832503373,0.01826645832503373,coefficient,positive
img_strip_peak_location_cm,-0.017499312992658306,0.017499312992658306,coefficient,negative
img_hsv_s_p10,-0.017199117275353885,0.017199117275353885,coefficient,negative
img_brightness_p10,-0.012176382573903384,0.012176382573903384,coefficient,negative
img_hsv_v_hist_bin_6,-0.011724005616666386,0.011724005616666386,coefficient,negative
img_hsv_v_hist_bin_7,0.010811004838077747,0.010811004838077747,coefficient,positive
img_gray_hist_bin_6,0.010782702245848026,0.010782702245848026,coefficient,positive
cover_mm,-0.010305953445359324,0.010305953445359324,coefficient,negative
img_hsv_s_mean,0.009825409242623621,0.009825409242623621,coefficient,positive
img_hsv_h_hist_bin_0,-0.008761735340293331,0.008761735340293331,coefficient,negative
img_hsv_v_hist_bin_1,-0.008262141323528377,0.008262141323528377,coefficient,negative
img_glcm_contrast,-0.007921563315654858,0.007921563315654858,coefficient,negative
img_hsv_h_hist_bin_1,0.0075767519818651175,0.0075767519818651175,coefficient,positive
img_hsv_s_hist_bin_1,-0.007086062238734208,0.007086062238734208,coefficient,negative
img_hsv_h_hist_bin_4,-0.006793331122271181,0.006793331122271181,coefficient,negative
img_hsv_h_hist_bin_6,-0.006345450469832804,0.006345450469832804,coefficient,negative
img_strip_rust_mean_pct,-0.006138026703393585,0.006138026703393585,coefficient,negative
img_gray_hist_bin_5,-0.0060405187183405155,0.0060405187183405155,coefficient,negative
img_hsv_h_hist_bin_5,0.005077146980423175,0.005077146980423175,coefficient,positive
img_hsv_s_hist_bin_7,-0.004415681254053781,0.004415681254053781,coefficient,negative
img_hsv_v_hist_bin_3,-0.004158138398811692,0.004158138398811692,coefficient,negative
img_hsv_h_hist_bin_2,0.0022287245004954655,0.0022287245004954655,coefficient,positive
img_edge_to_center_rust_ratio,0.00212019530977966,0.00212019530977966,coefficient,positive
week,-0.0017877705709036023,0.0017877705709036023,coefficient,negative
ageing_days,-0.0017877705708405941,0.0017877705708405941,coefficient,negative
img_hsv_s_hist_bin_4,-0.0004185357203028487,0.0004185357203028487,coefficient,negative
img_gray_hist_bin_1,0.0001458505526532658,0.0001458505526532658,coefficient,positive
img_strip_count,0.0,0.0,coefficient,positive
