specimen_id,family,criterion,rmse,fit_succeeded,params
E06,monotone_isotonic,-479.042939556472,1.7308642421063434e-17,True,"{""x"": [0.0, 14.0, 28.0, 42.0, 56.0, 70.0, 84.0, 98.0, 119.0, 133.0, 140.0, 161.0, 168.0, 182.0, 196.0, 210.0, 231.0, 252.0], ""y"": [0.22131911825017708, 0.22131911825017708, 0.22395099344478533, 0.22670444976956539, 0.22670444976956539, 0.22670444976956539, 0.23268165498815835, 0.23268165498815835, 0.23268165498815835, 0.23268165498815835, 0.23268165498815835, 0.23268165498815835, 0.23268165498815835, 0.23268165498815838, 0.23268165498815838, 0.23268165498815838, 0.24825505151560312, 0.24825505151560312]}"
F01,linear,-131.66017193523786,0.021976024659794886,True,"{""coeffs"": [0.0004680143282660843, 0.26628170293373843]}"
F01,log_time,-121.55342368816176,0.029098745935504742,True,"{""coeffs"": [0.02259848392096209, 0.22406560542391538]}"
F01,logistic,-132.88877182652462,0.019600129855424333,True,"{""params"": [0.38464374081489033, 0.010189434491155253, -59.80831143945186]}"
F01,gompertz,-132.48910071514888,0.019818942392101798,True,"{""params"": [0.3918252767964938, 0.4509767307419155, 0.008199029949971999]}"
F01,monotone_isotonic,-479.042939556472,3.204937810639273e-17,True,"{""x"": [0.0, 14.0, 28.0, 42.0, 56.0, 70.0, 84.0, 98.0, 119.0, 133.0, 140.0, 161.0, 168.0, 182.0, 196.0, 210.0, 231.0, 252.0], ""y"": [0.27128303252011127, 0.27128303252011127, 0.27128303252011127, 0.27128303252011127, 0.27128303252011127, 0.27128303252011127, 0.27128303252011127, 0.35602115619087643, 0.35602115619087643, 0.35602115619087643, 0.35602115619087643, 0.35602115619087643, 0.35602115619087643, 0.3560211561908765, 0.3560211561908765, 0.3560211561908765, 0.3560211561908765, 0.3560211561908765]}"
F02,linear,-114.28697055360266,0.03560695553108521,True,"{""coeffs"": [0.0008229242195597867, 0.14740176390729715]}"
F02,log_time,-102.85978214671634,0.048909071926691895,True,"{""coeffs"": [0.03973937376545008, 0.07315543770291306]}"
F02,logistic,-113.53955925514606,0.033549243656025414,True,"{""params"": [10343.062344281754, 0.00345032927775794, 3215.3976619228492]}"
F02,gompertz,,,False,"{""error"": ""Optimal parameters not found: Number of calls to function has reached maxfev = 20000.""}"
F02,monotone_isotonic,-479.042939556472,0.0,True,"{""x"": [0.0, 14.0, 28.0, 42.0, 56.0, 70.0, 84.0, 98.0, 119.0, 133.0, 140.0, 161.0, 168.0, 182.0, 196.0, 210.0, 231.0, 252.0], ""y"": [0.13047190660667868, 0.1651722754137107, 0.1651722754137107, 0.17199175870530858, 0.23841498940759154, 0.23841498940759154, 0.23841498940759154, 0.23841498940759154, 0.23979576872295424, 0.23979576872295424, 0.23979576872295424, 0.23979576872295424, 0.2816788433227131, 0.2816788433227131, 0.2816788433227131, 0.2816788433227131, 0.3095699741449965, 0.4685616497524818]}"
F03,linear,-131.14121047945247,0.0222951165777809,True,"{""coeffs"": [0.0006650183143894029, 0.2345091930696568]}"
F03,log_time,-124.83315417216008,0.02656491748036551,True,"{""coeffs"": [0.03665373216255605, 0.1546215231510937]}"
F03,logistic,-131.9327334270018,0.020127616228180614,True,"{""params"": [0.38872913031651574, 0.012539977345657498, -15.348317475982936]}"
F03,gompertz,-132.57908546671067,0.019769465292309548,True,"{""params"": [0.3951580872969903, 0.6308307423891669, 0.01022537656054649]}"
F03,monotone_isotonic,-479.042939556472,0.0,True,"{""x"": [0.0, 14.0, 28.0, 42.0, 56.0, 70.0, 84.0, 98.0, 119.0, 133.0, 140.0, 161.0, 168.0, 182.0, 196.0, 210.0, 231.0, 252.0], ""y"": [0.2000199240545081, 0.2000199240545081, 0.2810342617241914, 0.2810342617241914, 0.2810342617241914, 0.2810342617241914, 0.2810342617241914, 0.3387385357835803, 0.3387385357835803, 0.3387385357835803, 0.3387385357835803, 0.3387385357835803, 0.3387385357835803, 0.3387385357835803, 0.3579729834664629, 0.3579729834664629, 0.3579729834664629, 0.42326561626585496]}"
F04,linear,-170.69619273269157,0.007430685766260854,True,"{""coeffs"": [0.0002686901335294549, 0.25857153591310045]}"
F04,log_time,-159.73296421324056,0.010075958918419418,True,"{""coeffs"": [0.01456154446069764, 0.22737984652950288]}"
F04,logistic,-173.39911904582908,0.0063614017694271175,True,"{""params"": [0.3309747513246872, 0.008180714146313089, -138.74494503664954]}"
F04,gompertz,-173.63413871660705,0.00632000773913651,True,"{""params"": [0.3328626184523971, 0.2860221718489303, 0.007289125215939225]}"
