split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,626,165,38,10,38,10,0.005596217983647389,0.2559850664138794,0.00854922158356178,0.3095820991089384,0.9993885946593389,0.5827844987345394,0.9992338542228065,0.6383008208640678
grouped_cv,0,1,grouped_cv_repeat0_fold1,626,165,38,10,38,10,0.007226769924163834,0.14113776397705075,0.010213957068396964,0.20513050240695732,0.9993251525543161,0.5833850851206351,0.998905482926644,0.9483326481409007
grouped_cv,0,2,grouped_cv_repeat0_fold2,627,164,38,10,38,10,0.0074312120989749215,0.1984505395889282,0.009906834137747327,0.24813099386299384,0.9992890375515678,0.6265852941488886,0.998029826136877,0.7939393939393938
grouped_cv,0,3,grouped_cv_repeat0_fold3,641,150,39,9,39,9,0.009884610909682049,0.10693642086452908,0.013415101437077383,0.12212942780786924,0.9988049395510795,0.8650790244041184,0.9986838569408018,0.9
grouped_cv,0,4,grouped_cv_repeat0_fold4,644,147,39,9,39,9,0.007737033550555874,0.2491338019900852,0.01040650439275342,0.30216035451161677,0.9993002132596299,0.04720924696263018,0.9987851022628761,0.6945667492672501
grouped_cv,1,0,grouped_cv_repeat1_fold0,626,165,38,10,38,10,0.009043573329323215,0.14031670331954957,0.01289984287715711,0.17405032748952412,0.9987275164937506,0.8374253150265618,0.9986317847456708,0.9515151515151514
grouped_cv,1,1,grouped_cv_repeat1_fold1,627,164,38,10,38,10,0.00676835951052212,0.28843833637237554,0.010154953467503176,0.34541248857764606,0.9993212531546001,-0.13429596959045487,0.9991791541349472,0.4146418546569908
grouped_cv,1,2,grouped_cv_repeat1_fold2,626,165,38,10,38,10,0.00774612627531354,0.14609515476226806,0.01049547607638816,0.20216720460638457,0.9992340979195897,0.7075190629925379,0.9993433532610808,0.7212121212121211
grouped_cv,1,3,grouped_cv_repeat1_fold3,641,150,39,9,39,9,0.00695714094699957,0.17925807529025606,0.009877957828073743,0.20576503421284326,0.9993226807445087,0.702162542018514,0.9989370099761379,0.8666666666666667
grouped_cv,1,4,grouped_cv_repeat1_fold4,644,147,39,9,39,9,0.006791261159456701,0.1410465452406141,0.00844315470356925,0.15827274701960334,0.9995139466815901,0.7994196067240372,0.9985825039384719,0.9
