sample_name,specimen_id,n_steel_mesh_raw,treatment_raw,treatment_label_raw,ageing_days,surface_total_rust_pct,surface_total_rust_category,peak_rust_pct,peak_rust_category,peak_rust_location_cm,cover_mm_raw,wire_area_loss_raw,ultimate_load_kn,specimen_id_from_name,date,week,calendar_date,campaign_id,series_id,split_group_treatment,treatment_protocol,treatment_coarse,treatment_label_coarse,n_steel_mesh,nacl_pct,terminal_week,terminal_days,image_filename,image_path,image_readable,image_width,image_height,image_error,observation_id,wire_area_loss_frac,wire_area_loss_pct,cover_mm,has_structural_label,is_terminal_structural_row,img_rust_area_ratio_pct,img_black_mask_ratio_pct,img_gray_mask_ratio_pct,img_brightness_mean,img_brightness_std,img_brightness_p10,img_brightness_p90,img_contrast,img_r_mean,img_g_mean,img_b_mean,img_r_std,img_g_std,img_b_std,img_gray_hist_bin_0,img_gray_hist_bin_1,img_gray_hist_bin_2,img_gray_hist_bin_3,img_gray_hist_bin_4,img_gray_hist_bin_5,img_gray_hist_bin_6,img_gray_hist_bin_7,img_glcm_contrast,img_glcm_homogeneity,img_glcm_energy,img_lbp_mean,img_lbp_std,img_rust_blob_count,img_rust_blob_largest_ratio_pct,img_rust_blob_mean_ratio_pct,img_rust_blob_eccentricity_mean,img_rust_blob_eccentricity_max,img_strip_count,img_strip_rust_mean_pct,img_strip_rust_std_pct,img_strip_rust_max_pct,img_strip_rust_p90_pct,img_strip_high_count,img_strip_peak_location_cm,img_rust_center_of_mass_cm,img_edge_to_center_rust_ratio
D01-20240110-0W,D01,4,NO,D,0,0.003,1,0.02,1,13.99,7.16,,,D01,20240110,0,2024-01-10,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240110-0W.png,Data/Images_dataset/D01-20240110-0W.png,True,2835.0,650.0,,D01-20240110-0W,,,7.16,False,False,0.0032017365350698,0.0,0.0083570750237416,233.71117568850903,12.50049924924305,218.0,248.0,12.50049924924305,243.55421136887804,233.60938597205265,212.1841378374712,11.11153527621811,13.015855425169304,14.369385943524886,0.0,4.917921584588251e-07,2.001085334418668e-06,3.306878306878307e-06,5.2570885904219236e-06,0.0001721950888617,0.0054346255596255,0.0256321225071225,1.961147710376347,0.6456280800636451,0.2461224152929708,5.154853894277778,3.117202235262287,6.0,0.0017365350698684,0.0005336227558449,0.6051375110430725,1.0,47.0,0.0032733224222585,0.0091239790874763,0.0417209908735332,0.0065189048239895,0.0,13.985185185185186,14.40717424446238,0.0888833920501312
D01-20240124-2W,D01,4,NO,D,14,0.0,1,0.0,1,1.51,7.16,,,D01,20240124,2,2024-01-24,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240124-2W.png,Data/Images_dataset/D01-20240124-2W.png,True,2835.0,650.0,,D01-20240124-2W,,,7.16,False,False,0.0,0.0,0.0011396011396011,240.03829439696108,17.799417334767412,215.0,255.0,17.799417334767412,245.0441161307828,239.575429656763,233.12424148690815,15.996818306957596,18.461179382018035,19.994845345893708,0.0,0.0,0.0,3.0864197530864196e-06,5.935422602089269e-05,0.0007144552977886,0.0042524759191425,0.0262206281372948,4.980659580635212,0.6027331326573362,0.3674909604922159,5.209298502167574,2.849721466903005,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.4994708994708994,0.0,1.0
D01-20240207-4W,D01,4,NO,D,28,0.006,1,0.022,1,13.99,7.16,,,D01,20240207,4,2024-02-07,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240207-4W.png,Data/Images_dataset/D01-20240207-4W.png,True,2835.0,650.0,,D01-20240207-4W,,,7.16,False,False,0.0062406729073395,0.0,0.0128069461402794,218.4446571699905,21.5390204504669,186.0,242.0,21.5390204504669,227.38393759327093,217.50512169312168,203.88926387193055,20.199753578808647,21.91313155407704,23.724429424345576,0.0,5.935422602089269e-07,3.4255867589200924e-06,8.530050196716863e-06,0.0003574820241486,0.0036979548229548,0.0114796160629493,0.0157023979107312,6.203513733205565,0.450253417648752,0.1452433539366187,4.977225332491109,3.1371267526311546,8.0,0.0019536019536019,0.0007800841134174,0.7205873991326758,1.0,47.0,0.0063802047213514,0.014313151698701,0.0651890482398957,0.0195567144719687,0.0,14.484656084656084,12.233687600644126,0.323228327107063
D01-20240221-6W,D01,4,NO,D,42,0.0,1,0.004,1,21.49,7.16,,,D01,20240221,6,2024-02-21,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240221-6W.png,Data/Images_dataset/D01-20240221-6W.png,True,2835.0,650.0,,D01-20240221-6W,,,7.16,False,False,0.0004884004884004,0.0,0.0037986704653371,242.25319006919008,18.687862669760996,213.0,255.0,18.687862669760996,245.31290462623795,242.07949694749695,237.78620431420433,16.2159225834651,19.246761433294452,22.3056332811778,0.0,0.0,6.444173110839777e-07,3.646045312711979e-06,4.181929181929182e-05,0.0006622405372405,0.0045348154931488,0.0260068342151675,4.403870408506027,0.6568336641555304,0.490000588780709,5.655844661538328,2.558764316070447,1.0,0.0004884004884004,0.0004884004884004,0.786283935618104,0.786283935618104,47.0,0.000499320369497,0.0023684844745914,0.0117340286831812,0.0,0.0,20.977777777777774,21.1856554967666,978.8357235984356
D01-20240306-8W,D01,4,NO,D,56,0.081,1,0.403,1,21.49,7.16,,,D01,20240306,8,2024-03-06,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240306-8W.png,Data/Images_dataset/D01-20240306-8W.png,True,2835.0,650.0,,D01-20240306-8W,,,7.16,False,False,0.081074481074481,0.0,0.0021164021164021,242.7251455704789,18.18931078250294,221.0,255.0,18.18931078250294,247.2505803825804,243.06299118165785,232.9183774250441,13.72358987819546,19.581328631413964,26.120586472364874,0.0,0.0,7.970424637091304e-07,6.885090218423551e-05,0.0002033984533984,0.0004247049247049,0.0028258886175552,0.0277263600596933,3.888252360005785,0.6414626631633569,0.4474187956453097,5.515475871139685,3.284776847804797,38.0,0.029412562745896,0.0021335389756442,0.8041515705552937,1.0,47.0,0.0828871813365141,0.2459329000924595,1.2099087353324642,0.2018252933507167,0.0,21.47724867724868,18.09922724407329,1.571251403905168
D01-20240320-10W,D01,4,NO,D,70,0.565,1,2.658,1,11.5,7.16,,,D01,20240320,10,2024-03-20,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240320-10W.png,Data/Images_dataset/D01-20240320-10W.png,True,2835.0,650.0,,D01-20240320-10W,,,7.16,False,False,0.5650250983584317,0.0,0.0030389363722697,231.42258363858363,25.514709251763644,197.0,254.0,25.514709251763644,238.58370750237415,231.68833428300096,215.48242083842084,20.364980535406495,27.136388839568337,34.848985307836884,0.0,2.2045855379188713e-07,2.942273775607109e-05,0.0002037206620539,0.0002970763804097,0.0018479344729344,0.0068674535341202,0.0220041717541717,5.675884548657392,0.5222825778050884,0.2659304420822268,5.2837920859761,3.301474403447357,26.0,0.3933794600461267,0.0217317345522473,0.5886081818524125,1.0,47.0,0.5776581874670588,1.5909279680531905,7.8956975228161665,2.400521512385919,2.0,12.486772486772487,14.736777873312638,0.3024921429156835
D01-20240405-12W,D01,4,NO,D,84,0.194,1,1.274,1,11.5,7.16,,,D01,20240405,12,2024-04-05,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240405-12W.png,Data/Images_dataset/D01-20240405-12W.png,True,2835.0,650.0,,D01-20240405-12W,,,7.16,False,False,0.1937321937321937,0.0,0.0052096052096052,239.60357889024556,22.606720911284793,208.0,255.0,22.606720911284793,241.20349803283136,240.4278551078551,234.2659991859992,19.492084128488045,23.495405892610304,29.896835644226936,0.0,6.952923619590287e-07,3.340795007461674e-06,9.6001221001221e-05,0.0002403337403337,0.0009437321937321,0.0050172296838963,0.024948667073667,5.780012964431986,0.6111229068159421,0.4452229257835384,5.890842541555981,2.9913330184585485,33.0,0.1480938814272147,0.0058706725373392,0.6929570936722906,1.0,47.0,0.1980637465671724,0.6554031042430237,3.524119947848761,0.2983050847457627,0.0,12.486772486772487,12.931610570153984,0.0485113966858619
D01-20240417-14W,D01,4,NO,D,98,0.676,1,3.268,1,13.99,7.16,,,D01,20240417,14,2024-04-17,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240417-14W.png,Data/Images_dataset/D01-20240417-14W.png,True,2835.0,650.0,,D01-20240417-14W,,,7.16,False,False,0.675674942341609,0.0,0.0230633563966897,212.42501044634375,26.14086417409683,179.0,240.0,26.14086417409683,223.61607271740604,212.73313254646587,186.16325274725276,23.93859748445725,27.19327189598251,29.113275539805635,2.15371048704382e-06,6.919006919006919e-06,0.0001036324786324,0.0002253086419753,0.0009143264143264,0.0043814441731108,0.0132971950888617,0.0123190204856871,7.049644564340188,0.4317102874347477,0.1248752589033484,4.983135324097709,3.117956346000459,52.0,0.4372269705603039,0.0129937488911847,0.7242743933147321,1.0,47.0,0.6906710310965631,1.708902132903772,8.07561929595828,2.2784876140808343,2.0,12.986243386243386,14.853657618286965,0.3249083168025017
D01-20240508-17W,D01,4,NO,D,119,0.96,1,3.822,1,13.99,7.16,,,D01,20240508,17,2024-05-08,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240508-17W.png,Data/Images_dataset/D01-20240508-17W.png,True,2835.0,650.0,,D01-20240508-17W,,,7.16,False,False,0.9595984262650928,0.0,0.3234839234839234,197.38746764346763,39.41714493762046,147.0,252.0,39.41714493762046,204.98149667616337,198.4419943019943,177.0893029439696,38.230041183473304,40.02954946571171,41.70736276843234,3.832587165920499e-06,1.907814407814408e-05,0.0001882716049382,0.0009687627187627,0.0041950549450549,0.009369946411613,0.0065243691493691,0.0099806844390177,9.628729698245431,0.408587709285813,0.1111686384601234,5.1434925194908585,3.327416817802046,160.0,0.5483652150318817,0.0059974901641568,0.6699667180623357,1.0,47.0,0.9788621043579572,2.213141355524753,9.36245110821382,4.427640156453716,4.0,12.986243386243386,15.100330781335137,0.3954726235825072
D01-20240522-19W,D01,4,NO,D,133,0.893,1,3.254,1,11.5,7.16,,,D01,20240522,19,2024-05-22,campaign_2,D,D_NO,no_treatment_control,False,D,4,5.0,36,252,D01-20240522-19W.png,Data/Images_dataset/D01-20240522-19W.png,True,2835.0,650.0,,D01-20240522-19W,,,7.16,False,False,0.8930674264007596,0.0,0.029683896350563,207.62064631664632,24.399855295249335,178.0,232.0,24.399855295249335,215.0817501017501,209.61228001628,182.1926549993217,22.86701160291319,25.6234848982113,28.441458916745773,1.3227513227513228e-06,7.749966083299416e-06,0.0001339879256545,0.0003256851173517,0.0009785646452313,0.0043235653235653,0.0174034052367385,0.0080757190340523,5.245869836454815,0.5040173787559822,0.1564118448764303,5.024237022679484,3.1107282284912783,83.0,0.5167819834486501,0.0107598485108525,0.6930902775698279,1.0,47.0,0.9054065300008322,1.980668540467196,8.658409387222948,3.468839634941329,2.0,12.486772486772487,11.622485148887288,0.4220308265351951
