split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,305,87,34,9,34,9,0.035616436392957376,0.21661277550368913,0.04421858635936718,0.26785355658077503,0.9874693284981779,0.2247968746350868,0.9764634416132912,0.5666666666666667
grouped_cv,0,1,grouped_cv_repeat0_fold1,314,78,34,9,34,9,0.03514717219102428,0.269949400589817,0.04429151894092234,0.3114674809608023,0.9851905191451635,0.43700321496973027,0.9802843190652135,0.619252282479235
grouped_cv,0,2,grouped_cv_repeat0_fold2,301,91,34,9,34,9,0.031137982364727507,0.1960122062443928,0.0358715581324317,0.23865620892381822,0.9903001904262505,0.6867233665144009,0.9939635013201661,0.8954053273686235
grouped_cv,0,3,grouped_cv_repeat0_fold3,321,71,35,8,35,8,0.039476875092632376,0.14547107104792625,0.046210803555307066,0.174853555598046,0.9862764918395718,0.6512270256603296,0.9854301311443255,0.8333333333333335
grouped_cv,0,4,grouped_cv_repeat0_fold4,327,65,35,8,35,8,0.03836683996553965,0.3225794002860026,0.043476906926124194,0.35886461819173315,0.9862609381719902,0.22657444535799087,0.987460656019377,0.3571428571428572
grouped_cv,1,0,grouped_cv_repeat1_fold0,312,80,34,9,34,9,0.028580892757035986,0.2168841129264812,0.035355343667696805,0.2584466023627863,0.9922525445870218,0.08008869519122586,0.990448562739237,0.41666666666666663
grouped_cv,1,1,grouped_cv_repeat1_fold1,310,82,34,9,34,9,0.03742862123038086,0.19437248530139042,0.04445215074229832,0.2328305383578516,0.9863721645155717,0.5863542752084172,0.9887675051570534,0.8166666666666667
grouped_cv,1,2,grouped_cv_repeat1_fold2,314,78,34,9,34,9,0.0378454601942413,0.3040497519667531,0.0465726589260607,0.34428236979225135,0.9852227943696188,0.0213888406520113,0.9893015898517504,0.5499999999999999
grouped_cv,1,3,grouped_cv_repeat1_fold3,320,72,35,8,35,8,0.03704537885077807,0.23185801137705242,0.04473529534937065,0.2528380025679994,0.9848250950084964,0.6661091480209865,0.9848697500632085,0.7619047619047621
grouped_cv,1,4,grouped_cv_repeat1_fold4,312,80,35,8,35,8,0.03651175029139792,0.23818846588190043,0.043329024525185424,0.32258663755625633,0.9855748775730624,0.4739022308905385,0.9745027000625431,0.7857142857142858
