target,model_name,target_transform,split_id,mae,rmse,r2,spearman
wire_area_loss_frac,RandomForest,none,gss_0,0.08373599974904726,0.09848232132650568,-1.680313317551314,0.06666666666666665
wire_area_loss_frac,RandomForest,none,gss_1,0.09530248205868212,0.11358189205792801,-0.591124248800186,0.406060606060606
wire_area_loss_frac,RandomForest,none,gss_2,0.0641994788280423,0.0908071240056051,0.12420112367944547,0.5878787878787878
wire_area_loss_frac,RandomForest,none,gss_3,0.1522675479490139,0.1666369780806143,-0.2539472982902504,0.18787878787878787
wire_area_loss_frac,RandomForest,none,gss_4,0.1296815123333333,0.15033642651626578,-0.08831267559094802,0.15197638592001614
wire_area_loss_frac,GradientBoosting,none,gss_0,0.1234397242553253,0.14627028526511018,-4.912637144543345,0.17575757575757575
wire_area_loss_frac,GradientBoosting,none,gss_1,0.09895280267973025,0.1137759262774266,-0.596565191069087,0.3939393939393939
wire_area_loss_frac,GradientBoosting,none,gss_2,0.0953674004287964,0.11852644016742367,-0.49209001211140624,0.5106406566912542
wire_area_loss_frac,GradientBoosting,none,gss_3,0.1791006197824699,0.21157256164200824,-1.0214137262436034,0.3939393939393939
wire_area_loss_frac,GradientBoosting,none,gss_4,0.1550330033813673,0.1937083402266162,-0.8068490907369275,-0.03039527718400323
wire_area_loss_frac,XGBoost,none,gss_0,0.12170331860657783,0.14177582174921752,-4.554863059256158,0.23636363636363633
wire_area_loss_frac,XGBoost,none,gss_1,0.10132947935187815,0.1300547147921108,-1.08611429297705,0.406060606060606
wire_area_loss_frac,XGBoost,none,gss_2,0.08228660083055497,0.11138086906095941,-0.3176065518921838,0.4787878787878787
wire_area_loss_frac,XGBoost,none,gss_3,0.17379650514096023,0.20417917296741728,-0.8826058436457709,0.4666666666666666
wire_area_loss_frac,XGBoost,none,gss_4,0.17411966354846953,0.2186079879109535,-1.3012155265862435,-0.03048837166595521
wire_area_loss_frac,CatBoost,none,gss_0,0.10662549047933134,0.12876733043666844,-3.5822670399940995,0.2606060606060606
wire_area_loss_frac,CatBoost,none,gss_1,0.09383693669363814,0.11066963488349556,-0.5105769409832572,0.2606060606060606
wire_area_loss_frac,CatBoost,none,gss_2,0.08761830754993626,0.11151896127334784,-0.3208757667708315,0.46200821319684915
wire_area_loss_frac,CatBoost,none,gss_3,0.17510764969572173,0.20876774470396617,-0.9681732318717504,0.41818181818181815
wire_area_loss_frac,CatBoost,none,gss_4,0.15579903482933313,0.19029561822441085,-0.7437443691038064,0.04255338805760452
