split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,341,90,19,5,19,5,0.13779451059602707,0.2574346423677747,0.1842967370359301,0.29598956902730256,0.3963495481122298,-5.194133552953082,0.5967530192735057,0.30779350562554625
grouped_cv,0,1,grouped_cv_repeat0_fold1,341,90,19,5,19,5,0.15467134434534496,0.16940995159423058,0.2025509960242342,0.18311898429684195,0.11786385247190079,0.27694146951209564,0.3822501509608108,0.7999999999999999
grouped_cv,0,2,grouped_cv_repeat0_fold2,341,90,19,5,19,5,0.16334074432298537,0.13404491747957584,0.20566592660667088,0.1532277150244709,0.22626834866229018,-0.14063022986885376,0.4345919146425589,0.39999999999999997
grouped_cv,0,3,grouped_cv_repeat0_fold3,341,90,19,5,19,5,0.14501881752368515,0.19145582662770075,0.18253471224032838,0.26316828056533736,0.32385208197501447,-0.6892083877003927,0.5305230779380922,0.49999999999999994
grouped_cv,0,4,grouped_cv_repeat0_fold4,360,71,20,4,20,4,0.12817644307241252,0.3135515647612478,0.15169008569262182,0.36833593303331047,0.27404460823337473,-0.2501392265700926,0.5013175946750179,-0.39999999999999997
grouped_cv,1,0,grouped_cv_repeat1_fold0,342,89,19,5,19,5,0.16163471454705772,0.15139025473179518,0.2048515304048709,0.1608496537773129,0.15022785558990726,-0.5907901574201568,0.4286345397910413,0.7
grouped_cv,1,1,grouped_cv_repeat1_fold1,341,90,19,5,19,5,0.162359605902464,0.1364558736123232,0.2050937835533479,0.1817883353712015,0.28456762471947306,-6.159228526220219,0.4495172935292731,0.49999999999999994
grouped_cv,1,2,grouped_cv_repeat1_fold2,341,90,19,5,19,5,0.175380449339865,0.07749232440109108,0.2125755390397504,0.09246729965113344,0.1494787337282273,0.6853767476901496,0.34152778746657664,0.9999999999999999
grouped_cv,1,3,grouped_cv_repeat1_fold3,341,90,19,5,19,5,0.10988126128278053,0.3276591347403443,0.12666073603243708,0.36488368129820514,0.33200668040684966,-0.21771512473229415,0.5496051284166503,-0.19999999999999998
grouped_cv,1,4,grouped_cv_repeat1_fold4,359,72,20,4,20,4,0.1376272393633231,0.32226782258033604,0.1745483809347397,0.3298854207453584,0.3921161754401634,-2.4851686411638836,0.718103581561512,-0.6000000000000001
