target,model_name,target_transform,split_id,mae,rmse,r2,spearman
wire_area_loss_frac,RandomForest,none,gss_0,0.05339169357936505,0.07756767291482855,-0.6627637031563884,0.2121212121212121
wire_area_loss_frac,RandomForest,none,gss_1,0.08677420775132275,0.12334820031153752,-0.8765128009166681,0.06666666666666665
wire_area_loss_frac,RandomForest,none,gss_2,0.07726181759042812,0.09699857594139472,0.0007014482417750934,0.5030303030303029
wire_area_loss_frac,RandomForest,none,gss_3,0.1400736416346802,0.1657302268268035,-0.24033777693818492,-0.006060606060606061
wire_area_loss_frac,RandomForest,none,gss_4,0.1328630019372295,0.15740913545078408,-0.19312270095452977,-0.1515151515151515
wire_area_loss_frac,GradientBoosting,none,gss_0,0.09150785729864204,0.11395808584807558,-2.588883016058792,-0.24848484848484845
wire_area_loss_frac,GradientBoosting,none,gss_1,0.0777114829644671,0.1085421358706049,-0.45305690698258516,0.29696969696969694
wire_area_loss_frac,GradientBoosting,none,gss_2,0.07772007468855528,0.10297640146810198,-0.12626338102011725,0.41818181818181815
wire_area_loss_frac,GradientBoosting,none,gss_3,0.1442894144303287,0.18854116681658456,-0.6052730054855631,-0.06666666666666665
wire_area_loss_frac,GradientBoosting,none,gss_4,0.12498676050930099,0.15020834162493074,-0.08645900603183931,0.13939393939393938
wire_area_loss_frac,XGBoost,none,gss_0,0.08916118300676346,0.10591571802471406,-2.100200914923959,-0.01818181818181818
wire_area_loss_frac,XGBoost,none,gss_1,0.07111457950377463,0.10180544813643658,-0.27828571760858045,0.2121212121212121
wire_area_loss_frac,XGBoost,none,gss_2,0.06657857749462129,0.08619980173623881,0.2108181743165296,0.41818181818181815
wire_area_loss_frac,XGBoost,none,gss_3,0.15053845235824587,0.1872595191484739,-0.5835228311730773,-0.0303030303030303
wire_area_loss_frac,XGBoost,none,gss_4,0.14413518463373184,0.17134582228466755,-0.4137489054731529,-0.19999999999999998
wire_area_loss_frac,CatBoost,none,gss_0,0.06142211070577408,0.08430993264150209,-0.9643844846998693,-0.0303030303030303
wire_area_loss_frac,CatBoost,none,gss_1,0.08631576386577106,0.1196507419665508,-0.765699071860338,-0.12727272727272726
wire_area_loss_frac,CatBoost,none,gss_2,0.07571176343545152,0.09486042275217771,0.04427124480963407,0.2121212121212121
wire_area_loss_frac,CatBoost,none,gss_3,0.11691521491414478,0.15394346299205414,-0.07018540895843217,0.17575757575757575
wire_area_loss_frac,CatBoost,none,gss_4,0.13457121215409654,0.1510235387148457,-0.09828366965145752,-0.11515151515151514
