feature,feature_value,feature_value_label,prediction_mean,feature_kind
img_hsv_v_hist_bin_0,6.446886446886447e-05,6.447e-05,2.152447280503978,numeric
img_hsv_v_hist_bin_0,0.0002519526329050138,0.000252,2.1657235319087116,numeric
img_hsv_v_hist_bin_0,0.000506479058860011,0.0005065,2.1762864304179965,numeric
img_hsv_v_hist_bin_0,0.0008500959358102215,0.0008501,2.183172086998143,numeric
img_hsv_v_hist_bin_0,0.0015575789290075003,0.001558,2.1915111600550436,numeric
img_hsv_v_hist_bin_0,0.0026038723181580317,0.002604,2.2125368577430478,numeric
img_hsv_v_hist_bin_0,0.005047890381223713,0.005048,2.216673248810402,numeric
img_hsv_v_hist_bin_0,0.014355284221950886,0.01436,2.216673248810402,numeric
img_black_mask_ratio_pct,0.00019536019536019536,0.0001954,2.209837843010199,numeric
img_black_mask_ratio_pct,0.0006977149834292691,0.0006977,2.236392280926562,numeric
img_black_mask_ratio_pct,0.0012062716824621583,0.001206,2.2425122688120807,numeric
img_black_mask_ratio_pct,0.0019396476539333678,0.00194,2.2425122688120807,numeric
img_black_mask_ratio_pct,0.0031893327131422363,0.003189,2.2425122688120807,numeric
img_black_mask_ratio_pct,0.00659418183227707,0.006594,2.2426622173403947,numeric
img_black_mask_ratio_pct,0.009295114057018817,0.009295,2.2426622173403947,numeric
img_black_mask_ratio_pct,0.01868945868945868,0.01869,2.2426622173403947,numeric
img_gray_hist_bin_0,4.315900149233483e-07,4.316e-07,2.1655581006737603,numeric
img_gray_hist_bin_0,1.9023635095063663e-06,1.902e-06,2.1655581006737603,numeric
img_gray_hist_bin_0,4.000595964881679e-06,4.001e-06,2.179073680496874,numeric
img_gray_hist_bin_0,6.974484950675426e-06,6.974e-06,2.1812407879973095,numeric
img_gray_hist_bin_0,1.2003604860747714e-05,1.2e-05,2.1828784733554145,numeric
img_gray_hist_bin_0,2.11935771459581e-05,2.119e-05,2.184592689716523,numeric
img_gray_hist_bin_0,3.9902998236331566e-05,3.99e-05,2.184592689716523,numeric
img_gray_hist_bin_0,0.00011482013112304091,0.0001148,2.184592689716523,numeric
img_gray_mask_ratio_pct,0.0033862433862433864,0.003386,2.1231552564267164,numeric
img_gray_mask_ratio_pct,0.026350369207512044,0.02635,2.1231552564267164,numeric
img_gray_mask_ratio_pct,0.09511715797430081,0.09512,2.19387450465976,numeric
img_gray_mask_ratio_pct,0.21101071767738427,0.211,2.1896877831495067,numeric
img_gray_mask_ratio_pct,0.3487660135279183,0.3488,2.1795132617694506,numeric
img_gray_mask_ratio_pct,0.6093858170048646,0.6094,2.1755523394038536,numeric
img_gray_mask_ratio_pct,1.0932573599240267,1.093,2.1755523394038536,numeric
img_gray_mask_ratio_pct,3.0306118572785223,3.031,2.1654468244321126,numeric
img_hsv_v_hist_bin_3,0.0004884004884004884,0.0004884,2.1268313159554,numeric
img_hsv_v_hist_bin_3,0.004021784212260402,0.004022,2.1470276780952906,numeric
img_hsv_v_hist_bin_3,0.016130085082466022,0.01613,2.182943943746738,numeric
img_hsv_v_hist_bin_3,0.035121731883636646,0.03512,2.1798295089456015,numeric
img_hsv_v_hist_bin_3,0.07253444967730682,0.07253,2.1798295089456015,numeric
img_hsv_v_hist_bin_3,0.13758520844235128,0.1376,2.1798295089456015,numeric
img_hsv_v_hist_bin_3,0.2727017462255556,0.2727,2.1734604519012555,numeric
img_hsv_v_hist_bin_3,0.7653029439696106,0.7653,2.1734604519012555,numeric
img_glcm_homogeneity,0.36362532927367375,0.3636,2.1089598257836975,numeric
img_glcm_homogeneity,0.41574293131292456,0.4157,2.1101550466166703,numeric
img_glcm_homogeneity,0.4520989685255147,0.4521,2.11934647463985,numeric
img_glcm_homogeneity,0.49034988491778764,0.4903,2.1424164815650486,numeric
img_glcm_homogeneity,0.5312206109757422,0.5312,2.173894933462086,numeric
img_glcm_homogeneity,0.5910961054464148,0.5911,2.1847034088142347,numeric
img_glcm_homogeneity,0.7427860702347068,0.7428,2.197099715261429,numeric
img_glcm_homogeneity,0.9663967144858705,0.9664,2.20520585407023,numeric
