target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
wire_area_loss_frac,CatBoost,0.12082011566311476,0.04581327479634945,0.14311682061715525,0.05078366074461548,-2.5093677752571266,4.7181324916368395,0.0753968253968254,0.6583171874365551
