strategy,split_id,train_rows,test_rows,train_specimens,test_specimens,leakage_detected
leave_one_treatment_out,leave_one_treatment_out_0,683,108,42,6,False
leave_one_treatment_out,leave_one_treatment_out_1,684,107,42,6,False
leave_one_treatment_out,leave_one_treatment_out_2,683,108,42,6,False
leave_one_treatment_out,leave_one_treatment_out_3,683,108,42,6,False
leave_one_treatment_out,leave_one_treatment_out_4,686,105,41,7,False
leave_one_treatment_out,leave_one_treatment_out_5,686,105,41,7,False
leave_one_treatment_out,leave_one_treatment_out_6,731,60,44,4,False
leave_one_treatment_out,leave_one_treatment_out_7,746,45,45,3,False
leave_one_treatment_out,leave_one_treatment_out_8,746,45,45,3,False
