target,model_name,split_id,mae,rmse,r2,spearman
peak_rust_pct,RandomForest,gss_0,0.6109978454502044,1.1492211585796774,0.9883991539630943,0.9975100315454414
peak_rust_pct,RandomForest,gss_1,0.6012356169264792,1.507153243616041,0.9336730132727952,0.9927854871410537
peak_rust_pct,RandomForest,gss_2,2.2620635968165845,6.952485585947952,0.8475205464567406,0.9909529444619266
peak_rust_pct,RandomForest,gss_3,0.9000393732025856,2.183733317193955,0.9531804111412099,0.9878904094447406
peak_rust_pct,RandomForest,gss_4,1.1095572602594803,2.2312992931078965,0.960569305897933,0.9925944761709471
peak_rust_pct,GradientBoosting,gss_0,0.6728202132369807,1.2453032844243939,0.9863782563337644,0.9892522075888099
peak_rust_pct,GradientBoosting,gss_1,0.6317095652654215,1.511567879823736,0.9332838844886565,0.9857130879670222
peak_rust_pct,GradientBoosting,gss_2,2.098456922498832,6.404477353162868,0.8706106529818358,0.9869654812366471
peak_rust_pct,GradientBoosting,gss_3,0.9281235008091583,2.1255334078519907,0.9556427854956272,0.9749387462769051
peak_rust_pct,GradientBoosting,gss_4,1.18144893785256,2.25305408317104,0.9597966724741867,0.9912568079751601
peak_rust_pct,XGBoost,gss_0,0.6325476217649045,1.1633632550518356,0.9881118816137001,0.9939670597348523
peak_rust_pct,XGBoost,gss_1,0.6813994354324209,1.6636316587848639,0.9191854060589041,0.9895690374916106
peak_rust_pct,XGBoost,gss_2,2.2227943502262835,6.87437146940128,0.8509276405766079,0.9903268707865502
peak_rust_pct,XGBoost,gss_3,1.0506751726067003,2.6210975581537745,0.93254800999456,0.979042154564008
peak_rust_pct,XGBoost,gss_4,1.2614825513761736,2.676660875478003,0.9432578917144204,0.9929500696812249
peak_rust_pct,CatBoost,gss_0,1.0349522707302825,1.933251541862098,0.9671708856359335,0.97028610771517
peak_rust_pct,CatBoost,gss_1,0.7017506964065253,1.4786248561821498,0.9361602103260975,0.9366591599039775
peak_rust_pct,CatBoost,gss_2,2.6288598553582965,7.81601265664257,0.8072911585277733,0.9732869573590881
peak_rust_pct,CatBoost,gss_3,1.321175417420361,3.245936672697351,0.8965552437661979,0.9662839792697119
peak_rust_pct,CatBoost,gss_4,1.5462621847953075,3.3793954066240937,0.9095524546148968,0.9846334128129617
