target,model_name,target_transform,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,strategy,feature_set_name,feature_set_description,n_features,selection_candidate
wire_area_loss_frac,GradientBoosting,none,0.12929263141666414,0.05205619037964075,0.15704016716081448,0.05323353095918975,-2.780304855399633,3.5072115522723677,-0.11830606667216334,0.5638307319544453,leave_one_treatment_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,CatBoost,none,0.14418621735253206,0.023722530313047996,0.1799139885979536,0.03240632009647133,-0.8696579583299117,0.07411391906457843,-0.19804796932842575,0.22165625268678757,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,RandomForest,none,0.14956362611386687,0.02262139965410444,0.18391674243310419,0.027763701364292456,-0.9627788822738675,0.03824851173600888,-0.15893114957167165,0.01078592646613664,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,XGBoost,none,0.1626081540354093,0.021870845779328563,0.1985279958032659,0.03522435048061189,-1.2774270216402388,0.07781853276047673,-0.08739130434782608,0.05718341795682515,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,GradientBoosting,none,0.17413194807289512,0.03876642907133767,0.21127966056882735,0.04823342838314544,-1.5637677062852673,0.3528188200992582,0.02260869565217391,0.04919003695210764,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,CatBoost,sqrt,0.09192592395350262,0.03264118296651841,0.12094402855836836,0.04077717003714011,-0.27916407659251685,0.3400665865985364,0.05939393939393939,0.27913022458579906,group_shuffle,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,XGBoost,sqrt,0.09634098832100942,0.03070194467060244,0.1297845173154802,0.04981552826731969,-0.484281936522119,0.47066946370874885,0.20484848484848484,0.3420459159700233,group_shuffle,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,RandomForest,sqrt,0.09658640836403316,0.041180606788640994,0.12831794822140621,0.04811262781211208,-0.4150493514383711,0.395653812203877,0.12969696969696967,0.22860618914485922,group_shuffle,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,GradientBoosting,sqrt,0.10084696111811735,0.02629894485189832,0.13194106505623576,0.04021100458466289,-0.6035279827543247,0.5695614019685339,0.08848484848484847,0.23431905132640987,group_shuffle,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,RandomForest,sqrt,0.12230324326418095,0.041704096912193005,0.14417883083454663,0.04676772720599225,-2.4283933907054513,4.437385493625452,-0.06616260080326991,0.5809351626235666,leave_one_treatment_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,CatBoost,sqrt,0.1223300545050517,0.03549688760626362,0.1472231037730426,0.04494308331329806,-2.5004341993970627,4.087841057050491,-0.08973463810073477,0.4587586117867169,leave_one_treatment_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,XGBoost,sqrt,0.12843849135103777,0.03706543374904763,0.14977254748822302,0.03847344497098325,-3.0856188548402734,4.721489330058821,0.20951230673435137,0.43726925593572774,leave_one_treatment_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,GradientBoosting,sqrt,0.13239221000513635,0.04794046054367805,0.155851120733385,0.05435420241625987,-2.2678202027523806,2.375730669980842,-0.029139095642478532,0.6927466120305283,leave_one_treatment_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,CatBoost,sqrt,0.14535663905109256,0.0401325108679855,0.18185774236485208,0.048261729038878924,-0.8942567003509885,0.4033600804463799,-0.30999999999999994,0.10268420213752469,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
wire_area_loss_frac,RandomForest,sqrt,0.1545610690784037,0.04452552971340973,0.18972553797449404,0.05312816360187303,-1.06029768386481,0.4997643676976804,-0.09891611631395719,0.09991291691305193,leave_one_campaign_out,image_only,Image features only; diagnostic ablation for shortcut dependence.,34,False
