sample_name,specimen_id,n_steel_mesh_raw,treatment_raw,treatment_label_raw,ageing_days,surface_total_rust_pct,surface_total_rust_category,peak_rust_pct,peak_rust_category,peak_rust_location_cm,cover_mm_raw,wire_area_loss_raw,ultimate_load_kn,specimen_id_from_name,date,week,calendar_date,campaign_id,series_id,split_group_treatment,treatment_protocol,treatment_coarse,treatment_label_coarse,n_steel_mesh,nacl_pct,terminal_week,terminal_days,image_filename,image_path,image_readable,image_width,image_height,image_error,observation_id,wire_area_loss_frac,wire_area_loss_pct,cover_mm,has_structural_label,is_terminal_structural_row,img_rust_area_ratio_pct,img_black_mask_ratio_pct,img_gray_mask_ratio_pct,img_brightness_mean,img_brightness_std,img_brightness_p10,img_brightness_p90,img_contrast,img_r_mean,img_g_mean,img_b_mean,img_r_std,img_g_std,img_b_std,img_gray_hist_bin_0,img_gray_hist_bin_1,img_gray_hist_bin_2,img_gray_hist_bin_3,img_gray_hist_bin_4,img_gray_hist_bin_5,img_gray_hist_bin_6,img_gray_hist_bin_7,img_glcm_contrast,img_glcm_homogeneity,img_glcm_energy,img_lbp_mean,img_lbp_std,img_rust_blob_count,img_rust_blob_largest_ratio_pct,img_rust_blob_mean_ratio_pct,img_rust_blob_eccentricity_mean,img_rust_blob_eccentricity_max,img_strip_count,img_strip_rust_mean_pct,img_strip_rust_std_pct,img_strip_rust_max_pct,img_strip_rust_p90_pct,img_strip_high_count,img_strip_peak_location_cm,img_rust_center_of_mass_cm,img_edge_to_center_rust_ratio
S1MI01-20221206-28W,S1MI01,7,NO,D,196,5.111,2,10.873,2,1.51,3.74,0.2125,2.38,S1MI01,20221206,28,2022-12-06,campaign_1,S1,S1_MI,no_treatment_control,False,D,7,3.5,28,196,S1MI01-20221206-28W.png,Data/Images_dataset/S1MI01-20221206-28W.png,True,2835.0,630.0,,S1MI01-20221206-28W,0.2125,21.25,3.74,True,True,5.111391058481005,0.0074466000391926,1.0396685423140448,166.97186025027295,35.772860503829946,122.0,207.0,35.772860503829946,182.55826432630664,166.72483581086755,131.79193751574704,32.07058108145129,38.06903962198576,37.70341311977314,0.0001175079085131,0.000277672797514,0.0010502575515803,0.0023555296604238,0.0073197838806304,0.0123384528708602,0.0070238795106519,0.0007669158198258,15.453624636066523,0.3448644771602248,0.0859933317755993,5.10622913356305,3.3162074053809394,1491.0,0.477310265670054,0.0034281630170898,0.6189876983423179,1.0,47.0,5.048626494713764,3.5063840029147015,14.56147430723702,10.199354317998385,18.0,2.996825396825397,9.047940639107445,1.3076963187126196
S1MI02-20221206-28W,S1MI02,7,MI,MI,196,8.318,2,14.741,3,6.5,3.54,0.1878,2.43,S1MI02,20221206,28,2022-12-06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,28,196,S1MI02-20221206-28W.png,Data/Images_dataset/S1MI02-20221206-28W.png,True,2835.0,650.0,,S1MI02-20221206-28W,0.1878,18.78,3.54,True,True,8.317785917785917,0.0006512006512006,0.4974087640754308,149.2905065798399,33.38118222885649,114.0,190.0,33.38118222885649,169.7267448107448,147.42937240537242,109.76205562338896,29.042796371221463,36.476206009920176,36.06528819579758,8.143399810066477e-05,0.0008026895943562,0.0011639024555691,0.0033931963098629,0.0142826109076109,0.0086224901641568,0.0027886311219644,0.0001150454483787,5.763580251095721,0.5337211332914369,0.1286288106880634,4.976801336021529,2.983432530379798,697.0,1.8809388142721477,0.0119336957213571,0.5917046404682558,1.0,47.0,8.150156731115981,6.089077149392409,21.972620599739244,16.996610169491525,30.0,8.49100529100529,9.16552958173042,0.8090580945017439
S1MI03-20221206-28W,S1MI03,7,MI,MI,196,12.772,2,26.097,4,6.5,3.8,0.166,2.54,S1MI03,20221206,28,2022-12-06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,28,196,S1MI03-20221206-28W.png,Data/Images_dataset/S1MI03-20221206-28W.png,True,2835.0,650.0,,S1MI03-20221206-28W,0.166,16.6,3.8,True,True,12.771998371998372,0.0151404151404151,1.245746845746846,142.82298684032017,34.931216485714494,91.0,178.0,34.931216485714494,164.1492144892145,140.61307936507936,102.80403581603582,29.533159693752065,38.735198515677155,36.700712589693815,0.0002800841134174,0.000959249084249,0.0021783340116673,0.0039286901370234,0.0132889194139194,0.0094703737620404,0.0011028184778184,4.15309998643332e-05,9.925886217876483,0.4663824594453591,0.1162883743222396,5.054851298381026,3.1698090161148333,1800.0,1.7099986433319767,0.0070955546511102,0.5963051975730544,1.0,47.0,12.692168992205051,8.928079207123167,28.27249022164277,26.25475880052151,34.0,7.492063492063492,8.464893178596673,0.7920761972488933
S1MI04-20221206-28W,S1MI04,7,MI,MI,196,32.041,4,44.239,4,18.99,1.63,0.2399,2.38,S1MI04,20221206,28,2022-12-06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,28,196,S1MI04-20221206-28W.png,Data/Images_dataset/S1MI04-20221206-28W.png,True,2835.0,650.0,,S1MI04-20221206-28W,0.2399,23.99,1.63,True,True,32.041296974630306,0.0028218694885361,0.5196038529371863,131.56288156288156,42.72671991642855,71.0,184.0,42.72671991642855,167.53656817256817,124.31550400217068,78.8887619047619,35.95449948203227,48.42816165374921,39.39536745679859,0.0002669583502916,0.0016780457197123,0.0054503289919956,0.0060871320037986,0.0080288631121964,0.007947853072853,0.0017449294532627,4.588929588929589e-05,9.986869492988443,0.4551302562891944,0.0869885740355353,4.8887398651864284,2.959613498924475,1929.0,6.8126984126984125,0.0166103146576621,0.6261857649624761,1.0,47.0,31.962051651918223,14.44935493324414,54.23468057366363,46.49439374185137,45.0,7.991534391534391,14.389019546317227,0.698107395422608
S1MI05-20221206-28W,S1MI05,7,MI,MI,196,34.269,4,48.059,4,18.99,3.71,0.4152,2.35,S1MI05,20221206,28,2022-12-06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,28,196,S1MI05-20221206-28W.png,Data/Images_dataset/S1MI05-20221206-28W.png,True,2835.0,650.0,,S1MI05-20221206-28W,0.4152,41.52,3.71,True,True,34.26943426943427,0.0075973409306742,0.2739926739926739,125.366605345272,37.59692655484981,73.0,170.0,37.59692655484981,162.8473086419753,118.04549504816173,69.17092063492063,32.698185992659184,42.95109374795691,32.4625229053622,0.0002026862026862,0.0015381902048568,0.0054998812915479,0.0075971883055216,0.010954365079365,0.0045587776421109,0.0007973816307149,0.0001015296431963,5.927314504836453,0.5321020182905846,0.1084869042926392,4.997334879334066,3.0381994058278594,1865.0,20.501587301587303,0.0183750317798575,0.6185589723564116,1.0,47.0,33.48608837970541,17.010772328290862,71.76401564537159,55.445110821382,45.0,14.484656084656084,13.584359175055612,1.22459017476082
S1MI06-20221206-28W,S1MI06,7,MI,MI,196,6.321,2,12.355,3,1.51,4.34,0.2005,2.33,S1MI06,20221206,28,2022-12-06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,28,196,S1MI06-20221206-28W.png,Data/Images_dataset/S1MI06-20221206-28W.png,True,2835.0,650.0,,S1MI06-20221206-28W,0.2005,20.05,4.34,True,True,6.321476054809389,0.0051010717677384,0.830660697327364,160.98859530592864,31.360081485796464,124.0,193.0,31.360081485796464,179.160837335504,159.63805616605617,124.69235598968932,27.25137496127759,33.88007468871442,32.98053105537154,0.0001072785239451,0.0003883123049789,0.0011926807760141,0.0016606464523131,0.0086328008411341,0.01585639668973,0.0032453025369692,0.0001665818749152,8.547555057964617,0.4654913876587945,0.1275650040021093,5.051684304342936,3.1562250069007605,841.0,1.1752001085334418,0.0075166183767055,0.6099747947457937,1.0,47.0,5.97974978501484,6.640267828724844,26.813559322033896,14.293089960886569,19.0,0.4994708994708994,11.236361731999947,0.7094676741501965
S1MI07-20221206-28W,S1MI07,7,MI,MI,196,2.019,1,3.683,1,16.49,5.34,0.2505,2.1,S1MI07,20221206,28,2022-12-06,campaign_1,S1,S1_MI,mixed_in_inhibitor,MI,MI,7,3.5,28,196,S1MI07-20221206-28W.png,Data/Images_dataset/S1MI07-20221206-28W.png,True,2835.0,650.0,,S1MI07-20221206-28W,0.2505,25.05,5.34,True,True,2.019047619047619,0.0192104192104192,2.2744810744810744,172.94897463030796,38.15626388071459,125.0,219.0,38.15626388071459,187.74925301858636,172.5556043956044,140.60101370234705,36.88894288392697,38.9828969034011,38.94825441594694,0.0001309862976529,0.0001954619454619,0.000624830416497,0.0025432777099443,0.0072693325193325,0.0095000169583502,0.0087495421245421,0.0022365520282186,22.09866773732341,0.3202958015076395,0.0743881805171816,5.133818477593085,3.365283304257274,1878.0,0.3156695156695157,0.0010751052284598,0.6290618913137086,1.0,47.0,1.8972509639657131,1.741691309137082,8.65580182529335,3.696219035202086,3.0,0.4994708994708994,11.328366620050756,0.8565930810722006
S2SA01-20221206-28W,S2SA01,7,NO,D,196,11.093,2,23.504,4,1.51,4.42,0.2982,2.35,S2SA01,20221206,28,2022-12-06,campaign_1,S2,S2_SA,no_treatment_control,False,D,7,3.5,28,196,S2SA01-20221206-28W.png,Data/Images_dataset/S2SA01-20221206-28W.png,True,2835.0,650.0,,S2SA01-20221206-28W,0.2982,29.82,4.42,True,True,11.093257359924026,0.0008140008140008,0.3705874372541039,151.74877655677656,30.721771058885455,105.0,181.0,30.721771058885455,174.64003744403743,149.34429466829468,108.823279337946,23.226448234425387,35.41204581863228,34.89963074382105,6.637498304164971e-05,0.0003180029846696,0.0019954890788224,0.003000118708452,0.0103101851851851,0.0147826278659612,0.0006609686609686,0.0001162325328991,3.877965465918813,0.5871533867854537,0.1563824138897223,4.985030328727059,2.968547504505614,863.0,2.825885225885226,0.012854295897942,0.6259228791999568,1.0,47.0,10.676773280812228,10.927816388327276,32.95827900912647,25.934289439374183,23.0,23.475132275132275,8.708069230195626,0.9485779854716092
S2SA02-20221206-28W,S2SA02,7,SA,SA,196,3.601,1,13.214,3,1.51,4.39,0.0183,2.87,S2SA02,20221206,28,2022-12-06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,28,196,S2SA02-20221206-28W.png,Data/Images_dataset/S2SA02-20221206-28W.png,True,2835.0,650.0,,S2SA02-20221206-28W,0.0183,1.83,4.39,True,True,3.600868267534934,0.0021164021164021,0.250332383665717,171.6948967575634,30.9564979044245,134.0,208.0,30.9564979044245,190.67203798670465,170.74189987789987,131.50509998643332,26.592456850821858,33.30382962891788,35.693779686766234,4.361687695021028e-05,0.0001733821733821,0.0005618979785646,0.0015374949124949,0.0070397673314339,0.0126407373490706,0.0090773470356803,0.000175756342423,4.591503927623443,0.5193172828057451,0.1234029323758734,5.034352367025189,3.0968480830883443,634.0,1.6049925383258716,0.0056796029456386,0.6142988458620304,1.0,47.0,3.1786457321978414,6.590287242146742,36.67405475880052,7.847196870925684,9.0,0.4994708994708994,8.993187405087038,1.4612443581915084
S2SA03-20221206-28W,S2SA03,7,SA,SA,196,43.177,4,69.24,4,16.49,2.02,0.111,2.25,S2SA03,20221206,28,2022-12-06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,28,196,S2SA03-20221206-28W.png,Data/Images_dataset/S2SA03-20221206-28W.png,True,2835.0,650.0,,S2SA03-20221206-28W,0.111,11.1,2.02,True,True,43.176828110161445,0.007000407000407,0.6448514448514449,115.43670818070818,38.39808278033828,65.0,164.0,38.39808278033828,155.24294125627458,106.30901858635193,62.36540496540496,31.975425461326605,43.93691923249725,34.769055150731965,0.0002352123185456,0.0026371760955094,0.0074709673043006,0.0081420261836928,0.008888549721883,0.0031517941934608,0.0006839472256138,4.032695699362366e-05,9.597281045830549,0.4158039760684918,0.0873572708218759,5.079927661010496,3.1946667044370027,3881.0,30.76266449599783,0.0111251811672665,0.6074826929565137,1.0,47.0,43.34120225248967,16.76847718416941,81.58409387222947,64.18800521512385,47.0,15.483597883597884,13.386843723468406,0.6504819792997599
S2SA04-20221206-28W,S2SA04,7,SA,SA,196,13.995,2,22.182,4,21.49,5.24,0.1833,2.39,S2SA04,20221206,28,2022-12-06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,28,196,S2SA04-20221206-28W.png,Data/Images_dataset/S2SA04-20221206-28W.png,True,2835.0,650.0,,S2SA04-20221206-28W,0.1833,18.33,5.24,True,True,13.995170261836927,0.0073260073260073,6.3693393026726355,125.01455596255596,29.70106389248308,85.0,159.0,29.70106389248308,145.6196336996337,122.8610864197531,86.45853262786596,25.78584366727781,32.32042022758085,30.429689630733648,0.0001501153167819,0.0011241181657848,0.0033054198887532,0.0103605175688509,0.0133304334554334,0.0027196615113281,0.0002535951702618,6.1389228055894725e-06,7.458280114700871,0.4403037896785173,0.1143061670362917,5.108491178277536,3.2029564120652827,4533.0,2.9667616334283,0.0030873969251791,0.512376250334037,1.0,47.0,14.142445005409304,8.3861085411294,34.58539765319426,24.29204693611473,39.0,20.977777777777774,12.584408398578454,1.7326396974155924
S2SA05-20221206-28W,S2SA05,7,SA,SA,196,9.946,2,28.547,4,21.49,4.11,0.2254,2.76,S2SA05,20221206,28,2022-12-06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,28,196,S2SA05-20221206-28W.png,Data/Images_dataset/S2SA05-20221206-28W.png,True,2835.0,650.0,,S2SA05-20221206-28W,0.2254,22.54,4.11,True,True,9.945679012345678,0.0010310676977343,2.5766381766381765,130.98711708045042,25.10375712342354,99.0,155.0,25.10375712342354,148.72936263736264,129.5683711843712,96.18330647130648,21.040285171058304,27.664078369654533,26.249569722348255,5.580993080993081e-05,0.0006382444715778,0.0021541174874508,0.0075115486365486,0.0186033441866775,0.0020255901505901,0.0002556471306471,5.698005698005698e-06,4.034529441735561,0.5439370784149156,0.1652006071510279,5.100824629868388,3.131662216835034,1805.0,4.7620132953466285,0.0055100714749837,0.5301494509123289,1.0,47.0,9.819218286221531,13.338037621870734,49.374185136897005,31.14810951760103,17.0,21.976719576719574,15.423334940202576,1.9513386503475416
S2SA06-20221206-28W,S2SA06,7,SA,SA,196,20.888,3,29.599,4,9.0,2.87,0.1657,2.48,S2SA06,20221206,28,2022-12-06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,28,196,S2SA06-20221206-28W.png,Data/Images_dataset/S2SA06-20221206-28W.png,True,2835.0,650.0,,S2SA06-20221206-28W,0.1657,16.57,2.87,True,True,20.88764075430742,0.0020078686745353,0.7276624609957943,131.51883326549992,28.616426580613957,90.0,164.0,28.616426580613957,161.97100691900692,126.57154307420974,81.3027610907611,22.352191140435067,32.62558994526797,30.454756153663276,3.240740740740741e-05,0.0003858703025369,0.0036254239587572,0.0078923992673992,0.0146855582688916,0.0044007936507936,0.00021686338353,1.0683760683760684e-05,5.023176113023016,0.5104284234320633,0.1234918137519134,5.053423555167132,3.102194978888679,2111.0,4.178157644824312,0.0098946663923768,0.644537454306369,1.0,47.0,20.873366806291433,7.231439900028427,36.50847457627119,29.958539765319426,46.0,16.98201058201058,11.294723575294206,0.752735973720162
S2SA07-20221206-28W,S2SA07,7,SA,SA,196,15.038,3,45.484,4,4.0,4.3,0.3249,2.26,S2SA07,20221206,28,2022-12-06,campaign_1,S2,S2_SA,surface_applied_inhibitor_campaign1,SA,SA,7,3.5,28,196,S2SA07-20221206-28W.png,Data/Images_dataset/S2SA07-20221206-28W.png,True,2835.0,650.0,,S2SA07-20221206-28W,0.3249,32.49,4.3,True,True,15.037525437525437,0.0001085334418667,0.182716049382716,150.42207678741013,33.86082393038316,99.0,190.0,33.86082393038316,176.0003890923891,146.57159408492743,107.73714122914124,24.042010677621885,39.291459703599735,40.49139956135273,8.682675349342016e-06,0.000327211368878,0.0024237891737891,0.0040562338895672,0.0107626678876678,0.0108814441731108,0.0027237484737484,6.622235788902456e-05,3.313359457594121,0.5503500629674335,0.1254247825821871,5.040911332819922,3.0438154297645537,479.0,11.873992673992674,0.0313935812891971,0.6709114544856591,1.0,47.0,14.81389220228023,19.18720539919757,59.327249022164274,45.1457627118644,22.0,3.995767195767195,4.552662137280187,3.1318736571102628
S3PA01-20221206-28W,S3PA01,7,PA,G,196,5.497,2,10.089,2,6.5,2.46,0.085,2.79,S3PA01,20221206,28,2022-12-06,campaign_1,S3,S3_PA_SA,paint_only,PA,G,7,3.5,28,196,S3PA01-20221206-28W.png,Data/Images_dataset/S3PA01-20221206-28W.png,True,2835.0,650.0,,S3PA01-20221206-28W,0.085,8.5,2.46,True,True,5.49667616334283,0.0,0.0494912494912494,216.31865798399133,45.35930969957278,145.0,251.0,45.35930969957278,244.5388717948718,214.44764672364673,156.19154198887531,27.455758085601275,53.59944473907361,66.09176152362811,1.909510242843576e-05,0.0001690238773572,0.0006994132410799,0.0012057047890381,0.0021027167277167,0.0028292294125627,0.0049608092524759,0.0192640075973409,2.7208583433903772,0.747174393121804,0.3170986967163976,5.320731696764647,2.627077378034496,337.0,1.515289648622982,0.0163106117606612,0.6363643001591253,1.0,47.0,5.464256983550168,4.192937896436337,14.332464146023469,11.318383311603649,24.0,5.993650793650794,10.009374643814368,2.185480366501363
S3PA02-20221206-28W,S3PA02,7,SA_PA,G,196,3.8,1,14.279,3,16.49,3.6,0.074,2.84,S3PA02,20221206,28,2022-12-06,campaign_1,S3,S3_PA_SA,paint_plus_surface_inhibitor,SA_PA,G,7,3.5,28,196,S3PA02-20221206-28W.png,Data/Images_dataset/S3PA02-20221206-28W.png,True,2835.0,650.0,,S3PA02-20221206-28W,0.074,7.4,3.6,True,True,3.800407000407,0.0039072039072039,2.0156288156288156,221.09446913580248,44.54875883796561,148.0,248.0,44.54875883796561,237.9430932030932,220.43737457604124,184.83492714692716,36.391288414347784,48.54817873032782,56.75552241936538,8.012820512820513e-05,0.0002461504544837,0.0008508513091846,0.0012448785782119,0.0010688000271333,0.0011151302401302,0.0027516110432777,0.0238924501424501,6.47721873093592,0.6684216828872322,0.276720050856468,5.239982001782516,3.1409973410650043,1019.0,1.6252340252340252,0.0037295456333729,0.7017466827864892,1.0,47.0,3.8384143804266424,5.492395433887419,23.64276401564537,11.925162972620598,13.0,16.48253968253968,16.504286717606345,0.5124469491377186
S3PA03-20221206-28W,S3PA03,7,SA_PA,G,196,8.862,2,30.48,4,1.51,3.16,0.1264,2.66,S3PA03,20221206,28,2022-12-06,campaign_1,S3,S3_PA_SA,paint_plus_surface_inhibitor,SA_PA,G,7,3.5,28,196,S3PA03-20221206-28W.png,Data/Images_dataset/S3PA03-20221206-28W.png,True,2835.0,650.0,,S3PA03-20221206-28W,0.1264,12.64,3.16,True,True,8.86153846153846,0.0,0.9633970967304302,211.204780355447,54.11661032792801,118.0,252.0,54.11661032792801,237.0970223850224,208.6498597205264,160.72715995115996,36.79742108694236,62.958383858122666,73.91407688990161,3.7562745896079226e-05,0.0001877289377289,0.0011921381088047,0.0024674738841405,0.0025984601817935,0.002242792701126,0.0029503120336453,0.0195735314068647,4.676889749944104,0.7074323371624898,0.3755290376464187,5.462060968961728,2.8620741093386273,733.0,6.6726360059693395,0.0120894112708573,0.6254154130224591,1.0,47.0,8.850148409109822,11.758907780706078,35.34550195567145,31.60704041720991,20.0,0.9989417989417988,4.343906064178452,3.3803924374429
S3PA04-20221206-28W,S3PA04,7,SA_PA,G,196,4.997,1,7.815,2,16.49,2.51,0.019,2.85,S3PA04,20221206,28,2022-12-06,campaign_1,S3,S3_PA_SA,paint_plus_surface_inhibitor,SA_PA,G,7,3.5,28,196,S3PA04-20221206-28W.png,Data/Images_dataset/S3PA04-20221206-28W.png,True,2835.0,650.0,,S3PA04-20221206-28W,0.019,1.9,2.51,True,True,4.996879663546331,0.0015737349070682,0.4040700040700041,215.99168253968253,43.22345745301422,149.0,247.0,43.22345745301422,238.53124732058063,214.28553194953196,170.29329643196309,30.338590895810633,48.61278097598544,59.872530120010374,8.411341744675078e-05,0.0002466761633428,0.0007134038800705,0.0010574548907882,0.0016123829873829,0.0019140042056708,0.0044704246370913,0.0211515398182064,5.331887531846487,0.6836404961804883,0.2450805938878291,5.213581731809254,3.061605755744788,819.0,1.0115859449192783,0.0061011961703862,0.669905934148198,1.0,47.0,4.728730339260451,4.426711335267408,16.01173402868318,11.545241199478488,17.0,17.98095238095238,13.070929902224428,1.573174134103521
S4SAVF01-20221206-28W,S4SAVF01,7,NO,D,196,5.602,2,17.893,3,1.51,3.7,0.2041,2.4,S4SAVF01,20221206,28,2022-12-06,campaign_1,S4,S4_SA_VF,no_treatment_control,False,D,7,3.5,28,196,S4SAVF01-20221206-28W.png,Data/Images_dataset/S4SAVF01-20221206-28W.png,True,2835.0,650.0,,S4SAVF01-20221206-28W,0.2041,20.41,3.7,True,True,5.601682268348935,0.0033102699769366,0.5951431284764618,149.82623633156967,28.230225830517977,119.0,181.0,28.230225830517977,166.70056057522723,148.3085464658798,117.5415167548501,25.329787423164188,30.25075169351838,29.630297639341983,4.6092796092796094e-05,0.0003105752272418,0.0008974358974358,0.0034395265228598,0.0161533034866368,0.0084499728666395,0.0017025844525844,0.0002505087505087,5.539150760726963,0.4782475218000883,0.1300096166339251,5.189734093642649,3.270431729500629,913.0,1.580518247184914,0.0061354679828575,0.5771145735221795,1.0,47.0,5.601819745346612,7.367036731833151,26.47196870925684,15.75019556714472,18.0,2.497354497354497,6.091001395472212,1.6581179844990732
S4SAVF02-20221206-28W,S4SAVF02,7,SA_VF,VF,196,5.426,2,17.553,3,4.0,3.91,0.107,2.46,S4SAVF02,20221206,28,2022-12-06,campaign_1,S4,S4_SA_VF,surface_inhibitor_plus_glass_compound,SA_VF,VF,7,3.5,28,196,S4SAVF02-20221206-28W.png,Data/Images_dataset/S4SAVF02-20221206-28W.png,True,2835.0,650.0,,S4SAVF02-20221206-28W,0.107,10.7,3.91,True,True,5.425749559082893,0.0002170668837335,1.7829331162664497,172.75698059964728,48.59346966727873,113.0,235.0,48.59346966727873,186.6667382987383,171.81576882376882,145.46494532627867,43.604504440294654,51.00415660285904,55.76390703137415,2.984669651336318e-06,0.0002984839234839,0.001135819427486,0.0051533543616876,0.0071600529100529,0.0043272961606294,0.0067615316781983,0.0064104768688102,17.960020668369058,0.4117301208630383,0.084051114713371,4.924494016457985,3.0080223263834194,770.0,1.3667073667073668,0.0070464279988089,0.5999598506335354,1.0,47.0,5.459041859690976,6.584073805066867,28.88135593220339,13.112646675358535,17.0,4.495238095238095,10.740945537460943,2.938946273653822
S4SAVF03-20221206-28W,S4SAVF03,7,SA_VF,VF,196,25.28,4,40.878,4,11.5,3.55,0.0545,2.33,S4SAVF03,20221206,28,2022-12-06,campaign_1,S4,S4_SA_VF,surface_inhibitor_plus_glass_compound,SA_VF,VF,7,3.5,28,196,S4SAVF03-20221206-28W.png,Data/Images_dataset/S4SAVF03-20221206-28W.png,True,2835.0,650.0,,S4SAVF03-20221206-28W,0.0545,5.45,3.55,True,True,25.279663546330212,0.0001085334418667,0.1377289377289377,160.36778835978836,56.23378971660584,74.0,228.0,56.23378971660584,198.2402279202279,153.18156613756614,102.46856166056166,47.14875732192069,62.91617328986919,57.33957131724629,2.849002849002849e-05,0.0016826583909917,0.004174535341202,0.0032811355311355,0.0041975817392484,0.0063681318681318,0.0076084656084656,0.0039090014923348,7.155611833604782,0.5002513616248878,0.0862211613725753,4.8260922235586285,2.827504293540089,780.0,6.227486094152761,0.0324098250593977,0.687051462352559,1.0,47.0,24.891203639490698,10.90149829775371,51.35202086049544,39.20730117340286,47.0,10.988359788359787,11.69817881749034,0.933345050081306
S5VF01-20221206-28W,S5VF01,7,NO,D,196,12.535,2,22.584,4,16.49,3.46,0.00326,2.75,S5VF01,20221206,28,2022-12-06,campaign_1,S5,S5_VF,no_treatment_control,False,D,7,3.5,28,196,S5VF01-20221206-28W.png,Data/Images_dataset/S5VF01-20221206-28W.png,True,2835.0,650.0,,S5VF01-20221206-28W,0.00326,0.326,3.46,True,True,12.534907068240402,0.0001085334418667,0.7358567358567358,155.680150318817,39.13402679929328,99.0,203.0,39.13402679929328,182.05894071360737,152.3424544837878,108.23496296296295,33.915811794216424,43.54517211557622,41.04632440087651,1.4889431556098224e-05,0.0005708859042192,0.0022099782933116,0.0040320682404015,0.0086675485008818,0.0094597747931081,0.0061872371455704,0.000107617690951,3.6732593947823906,0.5370109456128525,0.106349329235023,4.960551022350671,2.986514511468203,705.0,2.9696377696377696,0.0177800100258729,0.5927653240451912,1.0,47.0,11.795334128547257,13.325243216420256,44.589308996088654,33.53116036505867,26.0,0.4994708994708994,14.134202353127227,1.294664236530129
S5VF02-20221206-28W,S5VF02,7,VF,VF,196,23.149,3,36.175,4,6.5,4.59,0.4765,2.45,S5VF02,20221206,28,2022-12-06,campaign_1,S5,S5_VF,glass_based_compound,VF,VF,7,3.5,28,196,S5VF02-20221206-28W.png,Data/Images_dataset/S5VF02-20221206-28W.png,True,2835.0,650.0,,S5VF02-20221206-28W,0.4765,47.65,4.59,True,True,23.14860941527608,0.0,0.2048026048026048,146.3964596391263,42.30832517494365,78.0,196.0,42.30832517494365,181.55027486094153,139.47941500474835,94.1171396011396,34.258712938496345,48.42474625369874,42.80424244162492,2.1825396825396824e-05,0.000926977343644,0.0043587539004205,0.0038559557726224,0.0079898928232261,0.0098548704382037,0.0041687525437525,7.297178130511464e-05,5.858307563536128,0.5091837435381453,0.0984263954536927,4.836666176330613,2.831822296089627,948.0,6.993243793243793,0.0244183643621055,0.6525984881672695,1.0,47.0,22.82224194845904,12.559053637841377,43.32855280312907,34.76688396349413,39.0,23.475132275132275,12.589704851853009,1.1964368747029928
S5VF03-20221206-28W,S5VF03,7,VF,VF,196,6.583,2,23.476,4,4.0,4.38,0.225,2.42,S5VF03,20221206,28,2022-12-06,campaign_1,S5,S5_VF,glass_based_compound,VF,VF,7,3.5,28,196,S5VF03-20221206-28W.png,Data/Images_dataset/S5VF03-20221206-28W.png,True,2835.0,650.0,,S5VF03-20221206-28W,0.225,22.5,4.38,True,True,6.5832587165920495,0.001682268348935,0.6707909374576041,167.17395088861755,34.35581763852347,121.0,203.0,34.35581763852347,184.998488671822,165.44581576448243,133.76940550807217,27.729597804124097,37.74767374355358,41.44077981188374,2.0248270248270248e-05,0.0003393874643874,0.0011929181929181,0.0022756071089404,0.0067563593813593,0.012361806403473,0.0081642246642246,0.0001394485144485,9.375508645425748,0.4128718608365929,0.1013373952392014,5.1103515709501846,3.285131947981363,1550.0,3.609062542395875,0.0042472636881239,0.5918547922624888,1.0,47.0,6.309800549252405,9.147469247698051,28.243807040417213,22.702737940026072,16.0,3.4962962962962965,4.774053841309619,5.936850116267913
