sample_name,specimen_id,n_steel_mesh_raw,treatment_raw,treatment_label_raw,ageing_days,surface_total_rust_pct,surface_total_rust_category,peak_rust_pct,peak_rust_category,peak_rust_location_cm,cover_mm_raw,wire_area_loss_raw,ultimate_load_kn,specimen_id_from_name,date,week,calendar_date,campaign_id,series_id,split_group_treatment,treatment_protocol,treatment_coarse,treatment_label_coarse,n_steel_mesh,nacl_pct,terminal_week,terminal_days,image_filename,image_path,image_readable,image_width,image_height,image_error,observation_id,wire_area_loss_frac,wire_area_loss_pct,cover_mm,has_structural_label,is_terminal_structural_row,img_rust_area_ratio_pct,img_black_mask_ratio_pct,img_gray_mask_ratio_pct,img_brightness_mean,img_brightness_std,img_brightness_p10,img_brightness_p90,img_contrast,img_r_mean,img_g_mean,img_b_mean,img_r_std,img_g_std,img_b_std,img_gray_hist_bin_0,img_gray_hist_bin_1,img_gray_hist_bin_2,img_gray_hist_bin_3,img_gray_hist_bin_4,img_gray_hist_bin_5,img_gray_hist_bin_6,img_gray_hist_bin_7,img_glcm_contrast,img_glcm_homogeneity,img_glcm_energy,img_lbp_mean,img_lbp_std,img_rust_blob_count,img_rust_blob_largest_ratio_pct,img_rust_blob_mean_ratio_pct,img_rust_blob_eccentricity_mean,img_rust_blob_eccentricity_max,img_strip_count,img_strip_rust_mean_pct,img_strip_rust_std_pct,img_strip_rust_max_pct,img_strip_rust_p90_pct,img_strip_high_count,img_strip_peak_location_cm,img_rust_center_of_mass_cm,img_edge_to_center_rust_ratio
E05-20240918-36W,E05,4,SA,SA,252,2.385,1,9.393,2,21.49,4.49,0.2336,1.64,E05,20240918,36,2024-09-18,campaign_2,E,E_SA_SPRAY,surface_inhibitor_spray_campaign2,SA,SA,4,5.0,36,252,E05-20240918-36W.png,Data/Images_dataset/E05-20240918-36W.png,True,2835.0,650.0,,E05-20240918-36W,0.2336,23.36,4.49,True,True,2.385293718627052,0.0,1.1075837742504409,180.68021272554608,32.79915954329056,141.0,217.0,32.79915954329056,199.31401546601543,181.7628099308099,131.16836847103514,31.150110357649627,34.40613811087119,30.851224802445813,4.3074209740876405e-06,8.470695970695971e-05,0.0006748066748066,0.001208604666938,0.0054159713743047,0.0097811694478361,0.0132073158323158,0.0008731176231176,6.825782264802359,0.4579305928954056,0.1162753444291627,5.155156748898907,3.27799821595732,667.0,0.8264821598154931,0.0035761525016897,0.6185120395921263,1.0,47.0,2.4367388831867736,3.5558268889117532,16.76140808344198,6.140547588005215,8.0,20.47830687830688,17.66448769454571,1.9805683343269336
E06-20240918-36W,E06,4,SA,SA,252,2.638,1,8.772,2,4.0,9.37,0.0301,1.87,E06,20240918,36,2024-09-18,campaign_2,E,E_SA_SPRAY,surface_inhibitor_spray_campaign2,SA,SA,4,5.0,36,252,E06-20240918-36W.png,Data/Images_dataset/E06-20240918-36W.png,True,2835.0,650.0,,E06-20240918-36W,0.0301,3.01,9.37,True,True,2.6377967711301045,0.0,1.0455569122235788,179.88223524623524,29.566358494199573,145.0,211.0,29.566358494199573,201.4446512006512,180.59640374440377,124.3721047347714,27.865046331995956,31.54053650015275,26.744036633742947,4.1208791208791205e-06,7.052977886311219e-05,0.0007041276624609,0.0008970797720797,0.004739248405915,0.0113695902862569,0.0133913817663817,7.392144892144892e-05,6.344550780247007,0.454434750137541,0.1218501752525744,5.013282338383795,3.1205923501648676,270.0,1.078768145434812,0.0097696176708522,0.6800207097718777,1.0,47.0,2.696690615551055,4.116626762091586,13.869621903520208,9.698044328552802,12.0,4.495238095238095,4.928185488224988,3.221227866695942
F01-20240918-36W,F01,4,SA,SA,252,1.132,1,3.51,1,4.0,7.31,0.2084,1.9,F01,20240918,36,2024-09-18,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,36,252,F01-20240918-36W.png,Data/Images_dataset/F01-20240918-36W.png,True,2835.0,650.0,,F01-20240918-36W,0.2084,20.84,7.31,True,True,1.1320037986704654,0.0,0.1731651064984398,191.5516803690137,27.909168230012412,159.0,224.0,27.909168230012412,209.4577012617013,193.0070514177181,141.93278306878307,24.83135711183523,29.57633740502632,30.081234331877653,7.631257631257631e-07,9.954551621218287e-06,0.0002481515398182,0.0004839404422737,0.0026054131054131,0.0110167887667887,0.0136817765567765,0.0032032119115452,4.508004506989752,0.5217251600375069,0.1278808702669572,5.093928197495825,3.1468804288064125,93.0,0.3678741012074345,0.0121720838566716,0.7629071556457424,1.0,47.0,1.156620155898915,1.9446932311795568,7.370273794002608,3.702477183833115,3.0,13.485714285714286,7.711108473217773,1.155383636208066
F02-20240918-36W,F02,4,SA,SA,252,3.389,1,22.551,4,1.51,7.99,0.4723,1.71,F02,20240918,36,2024-09-18,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,36,252,F02-20240918-36W.png,Data/Images_dataset/F02-20240918-36W.png,True,2835.0,650.0,,F02-20240918-36W,0.4723,47.23,7.99,True,True,3.388576855243522,0.0,2.1736535069868403,190.54935775335775,32.96184659584397,156.0,221.0,32.96184659584397,214.31976990910323,190.61386243386244,132.74284791751458,30.124611273879637,35.526903556947694,32.25027408564842,1.0175010175010177e-07,5.843847510514177e-05,0.0012026862026862,0.0008684201600868,0.0012547313797313,0.0086726529643196,0.0174420872337539,0.0017508818342151,3.18406729388065,0.6009253063546375,0.1620804411164292,5.086426055881004,3.0728670542244627,270.0,2.5688237688237687,0.01255028464905,0.6866430617002723,1.0,47.0,3.333629226885628,7.808950104599188,32.66362451108214,13.57940026075619,7.0,1.9978835978835976,3.5001797957197285,20.940582473509135
F03-20240918-36W,F03,4,SA,SA,252,4.206,1,10.467,2,6.5,6.95,0.4237,2.39,F03,20240918,36,2024-09-18,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,36,252,F03-20240918-36W.png,Data/Images_dataset/F03-20240918-36W.png,True,2835.0,650.0,,F03-20240918-36W,0.4237,42.370000000000005,6.95,True,True,4.205887939221273,0.0,0.2601003934337267,194.51402035002036,33.085097477398946,149.0,227.0,33.085097477398946,218.49671577804912,194.17410283543617,138.20824854158187,26.81634114276932,36.508174934241445,36.88954288828571,2.8829195495862164e-07,4.751729751729752e-05,0.0006382783882783,0.0013769162935829,0.0017671279337946,0.0061383462216795,0.0172015330348663,0.0040799925383258,3.4163469375671767,0.5710349263392233,0.1504636227294757,4.963700710410412,2.952666419088001,201.0,2.679039479039479,0.0209248156180162,0.6957341471613254,1.0,47.0,4.212821437487864,3.950251611447189,12.594524119947849,10.771577574967404,18.0,5.993650793650794,7.1142851681456145,0.7179332708614264
F04-20240918-36W,F04,4,SA,SA,252,7.361,2,12.627,3,21.49,5.76,0.1962,2.01,F04,20240918,36,2024-09-18,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,36,252,F04-20240918-36W.png,Data/Images_dataset/F04-20240918-36W.png,True,2835.0,650.0,,F04-20240918-36W,0.1962,19.62,5.76,True,True,7.360955094288428,0.0,1.4148419481752816,171.6234584181251,36.46274266164261,115.0,210.0,36.46274266164261,198.73587030253697,169.617080993081,115.5410061050061,32.859469339295096,39.913952075604726,37.12636181352062,1.5601682268348935e-06,0.0001531508614841,0.0015464150047483,0.0025369861619861,0.0048081162664496,0.0110107855107855,0.0108993013159679,0.0002936847103513,5.924493671843108,0.4731445092118544,0.1127221054476835,5.073749426739467,3.2007331941510717,1171.0,2.2370913037579703,0.0062860419250968,0.6710106129730834,1.0,47.0,7.175816250104025,7.102330159686875,25.534550195567142,17.532985658409384,24.0,23.475132275132275,16.53764408826778,0.8582955514179044
F05-20240918-36W,F05,4,SA,SA,252,3.594,1,7.186,2,13.99,6.41,0.172,1.6,F05,20240918,36,2024-09-18,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,36,252,F05-20240918-36W.png,Data/Images_dataset/F05-20240918-36W.png,True,2835.0,650.0,,F05-20240918-36W,0.172,17.2,6.41,True,True,3.593705060371727,0.0,2.498059964726631,180.1782129968797,34.4659807932692,132.0,211.0,34.4659807932692,199.99366544566544,180.73691439424772,130.16525139058473,32.917027208788795,36.47085587271827,31.27682637687344,1.1870845204178537e-07,0.0001281372948039,0.0013998948582281,0.0013054538054538,0.0032737586487586,0.0094444105277438,0.0155373422873422,0.0001608838692172,5.555238768045607,0.5040346688322324,0.144579929481154,5.012771812022463,3.0935625803241273,992.0,0.4059693393026726,0.003622686552794,0.5992983477332745,1.0,47.0,3.5608754750478515,2.3739043556139805,9.39895697522816,6.853715775749674,15.0,14.984126984126984,12.965687283794288,0.746099242291605
F06-20240918-36W,F06,4,SA,SA,252,5.557,2,17.059,3,1.51,6.37,0.5698,1.68,F06,20240918,36,2024-09-18,campaign_2,F,F_SA_BRUSH,surface_inhibitor_brush_campaign2,SA,SA,4,5.0,36,252,F06-20240918-36W.png,Data/Images_dataset/F06-20240918-36W.png,True,2835.0,650.0,,F06-20240918-36W,0.5698,56.98,6.37,True,True,5.55658662325329,0.0,2.217989417989418,163.7024995251662,34.79665591452589,117.0,206.0,34.79665591452589,185.69416524216524,163.4844135124135,111.92216035816035,31.993476590241215,37.17818603969938,32.97783112462415,5.867589200922534e-06,0.0001982091982091,0.0015468389635056,0.0023474935558268,0.0089507529507529,0.0110565900149233,0.0067897503730837,0.0003544973544973,7.011004842404599,0.4332969942248074,0.0958025149025516,4.947805169295733,3.027354529449841,485.0,1.0111518111518112,0.0114568796355737,0.6868162605117835,1.0,47.0,5.414380426641515,6.402868910198549,24.7470664928292,13.862581486310294,18.0,0.9989417989417988,8.235036258428254,7.113572209776002
G01-20240918-36W,G01,4,PA,G,252,0.0,1,0.0,1,1.51,5.94,0.0188,1.91,G01,20240918,36,2024-09-18,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,36,252,G01-20240918-36W.png,Data/Images_dataset/G01-20240918-36W.png,True,2835.0,650.0,,G01-20240918-36W,0.0188,1.88,5.94,True,True,0.0,0.0,0.0,245.2265809252476,3.9643974666314006,240.0,248.0,3.9643974666314006,254.9159126305793,252.24738515805183,187.73725356125357,1.0564104227891606,5.13810453178601,8.223454037030795,0.0,0.0,0.0,3.391670058336725e-08,5.257088590421924e-07,2.747252747252747e-06,4.8331298331298334e-05,0.0311983618233618,0.1388919041204477,0.941477517678259,0.6388678233700609,6.743014874488392,2.4489788779772317,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.4994708994708994,0.0,1.0
G02-20240918-36W,G02,4,PA,G,252,2.513,1,7.1,2,21.49,6.66,0.1463,2.25,G02,20240918,36,2024-09-18,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,36,252,G02-20240918-36W.png,Data/Images_dataset/G02-20240918-36W.png,True,2835.0,650.0,,G02-20240918-36W,0.1463,14.63,6.66,True,True,2.5129833129833132,0.0,0.4317460317460317,229.34182281915616,37.46319280680655,172.0,249.0,37.46319280680655,246.47307827974495,233.26231121964457,168.50130999864334,26.201174764424763,43.443422386177225,43.22113408197819,4.714421381088048e-06,4.817867317867318e-05,0.0003899403066069,0.001058201058201,0.0011830484330484,0.0011058031474698,0.0018054538054538,0.0256546601546601,0.8960130382703828,0.8767390882711366,0.4503091677496968,6.2022982339249095,2.731758835395027,192.0,1.0648215981549314,0.0130884547551214,0.7520298263863459,1.0,47.0,2.5676440400565896,3.4354898563177763,13.685788787483702,7.040938722294653,12.0,19.978835978835978,17.378589823921082,1.066324077801598
G03-20240918-36W,G03,4,PA,G,252,0.0,1,0.0,1,1.51,6.83,0.0,1.6,G03,20240918,36,2024-09-18,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,36,252,G03-20240918-36W.png,Data/Images_dataset/G03-20240918-36W.png,True,2835.0,650.0,,G03-20240918-36W,0.0,0.0,6.83,True,True,0.0,0.0,0.0,239.5509412562746,11.548532982632535,230.0,248.0,11.548532982632535,253.0435083435083,244.68328856328856,181.79937647537648,6.368866697752002,13.803698388436274,15.70163443518778,0.0,0.0,0.0,7.0885904219237556e-06,0.0001622405372405,0.0001811321394654,0.0011557624474291,0.0297437762854429,0.4157132725403736,0.844424494359225,0.4301751600267784,5.673920755925134,2.841731341488132,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.4994708994708994,0.0,1.0
G04-20240918-36W,G04,4,PA,G,252,0.0,1,0.002,1,11.5,4.58,0.2543,2.21,G04,20240918,36,2024-09-18,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,36,252,G04-20240918-36W.png,Data/Images_dataset/G04-20240918-36W.png,True,2835.0,650.0,,G04-20240918-36W,0.2543,25.430000000000003,4.58,True,True,0.0002713336046669,0.0,0.0001628001628001,242.5782965676299,7.104251147541549,234.0,248.0,7.104251147541549,254.1243082349749,248.85011965811967,184.02319468186136,3.6502812068920822,8.68683724747141,10.885830290148096,0.0,0.0,5.0875050875050885e-08,3.052503052503053e-07,1.7975851309184643e-06,1.0090218423551756e-05,0.0009286392619725,0.0303091168091168,0.2687345419265126,0.9057007648004672,0.5586181555066989,6.094352193965405,2.698669280877969,2.0,0.0001628001628001,0.0001356668023334,0.908248290463863,1.0,47.0,0.0002774002052761,0.001139031050384,0.0065189048239895,0.0,0.0,11.987301587301587,11.85015873015873,0.0017609934314875
G05-20240918-36W,G05,4,PA,G,252,0.052,1,0.252,1,6.5,5.23,0.168,2.16,G05,20240918,36,2024-09-18,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,36,252,G05-20240918-36W.png,Data/Images_dataset/G05-20240918-36W.png,True,2835.0,650.0,,G05-20240918-36W,0.168,16.8,5.23,True,True,0.052096052096052,0.0,0.0038529371862705,243.9409751729752,11.483729106057528,236.0,249.0,11.483729106057528,254.0486620539954,249.8428435761769,191.14515533848868,6.515703472273275,13.270620883962485,19.46773317538742,8.648758648758649e-07,1.8315018315018316e-06,7.0885904219237556e-06,2.665852665852666e-05,8.713200379867046e-05,0.0002168803418803,0.000691629358296,0.0302179148012481,0.7976698045040047,0.8922904663606064,0.562242585185996,6.377183798143069,2.6576416542782,27.0,0.0218694885361552,0.0019294834109648,0.7161192525638513,1.0,47.0,0.0532608394130211,0.127277616958121,0.6636245110821383,0.108735332464146,0.0,6.493121693121693,8.3039417989418,0.797395267954909
G06-20240918-36W,G06,4,PA,G,252,0.344,1,0.811,1,16.49,4.94,0.4336,1.97,G06,20240918,36,2024-09-18,campaign_2,G,G_PAINT,paint_campaign2,PA,G,4,5.0,36,252,G06-20240918-36W.png,Data/Images_dataset/G06-20240918-36W.png,True,2835.0,650.0,,G06-20240918-36W,0.4336,43.36,4.94,True,True,0.343996743996744,0.0,0.0083028083028083,236.87332736399404,23.011785756729463,213.0,249.0,23.011785756729463,252.76507393840728,242.23906335639668,171.81835137701805,10.882501731385974,28.14051464748547,36.75785525647574,1.0344593677927012e-06,2.6624609957943293e-06,2.1978021978021977e-05,0.0002253934337267,0.0005506545923212,0.0009772588522588,0.0024293175959842,0.0270417005833672,0.6774824577346358,0.8850878025473501,0.4707862418554313,6.212673167945867,2.4457121376374125,56.0,0.0544837878171211,0.0061427989999418,0.7837180018402472,1.0,47.0,0.3175954950206663,0.4317297327848351,1.6297262059973925,0.9249022164276398,0.0,0.4994708994708994,9.438493711975337,0.367103909751139
