feature,importance
num__img_rust_mask_pct,0.9151766609430526
num__Cover_(Faliure_Surface)_[mm],0.01809428173868373
num__img_b_mean,0.011140081188001761
num__img_rust_to_black_ratio,0.00708255559990864
num__img_g_mean,0.006802165306127216
num__img_gray_mask_pct,0.004227281906940332
num__img_h_mean,0.004203670363459288
num__img_h_std,0.0033308824184944273
num__img_s_std,0.002919211234194075
num__img_r_std,0.0026543721287305947
num__img_v_std,0.002571034614942692
num__img_red_dominance_pct,0.002485997731611617
num__img_s_mean,0.0024174869634852798
num__img_rg_diff_mean,0.002307813031835077
cat__series_F,0.0018787696719837475
num__img_b_std,0.0016178135500098004
cat__series_E,0.0015981621030868956
num__img_g_std,0.0014915256913001326
num__week,0.0014224399498894435
num__img_r_mean,0.001344860523056782
num__img_v_mean,0.001045476793910545
cat__Treatment_SA,0.000981389114774094
num__img_black_mask_pct,0.0009709235103038038
cat__Treatment_MI,0.00044981285309408323
num__NaCl%,0.0003626195664032622
num__Ageing_Days,0.00032550753570677766
num__N_Steel_Mesh,0.00030807472454278295
cat__Treatment_NO,0.00025419069370308185
cat__series_S,0.00022226366366059715
cat__series_D,0.00017487650547943928
cat__series_G,4.236183918502877e-05
cat__Treatment_VF,3.420040233037667e-05
cat__Treatment_SA_PA,2.556688037215375e-05
cat__Treatment_PA,2.1550356177028367e-05
cat__Treatment_SA_VF,1.4118901562774146e-05
