split_name,repeat_id,fold_id,split_id,train_specimens,test_specimens,baseline_test_mae,baseline_test_rmse,baseline_test_r2,baseline_test_spearman,test_mae,test_rmse,test_r2,test_spearman,delta_mae_vs_baseline,delta_rmse_vs_baseline,delta_spearman_vs_baseline
grouped_cv,0,0,grouped_cv_repeat0_fold0,38,10,0.24976791732665604,0.3182733999163486,0.5590295970053807,0.7538028741632801,0.3607560154242539,0.4651458795040021,0.058138356842572625,0.37690143708164003,0.11098809809759785,0.14687247958765348,-0.37690143708164003
grouped_cv,0,1,grouped_cv_repeat0_fold1,38,10,0.10682371153535719,0.13643973528585376,0.8156869598828342,0.8753839828992931,0.21622523801209376,0.3754650019571897,-0.3957680388779561,0.5896683773696626,0.10940152647673657,0.23902526667133592,-0.2857156055296305
grouped_cv,0,2,grouped_cv_repeat0_fold2,38,10,0.18940875448208885,0.229704041168147,0.6799877091418794,0.8181818181818182,0.19952358933956318,0.27973988094517177,0.5253886075944536,0.8303030303030302,0.01011483485747433,0.050035839777024776,0.012121212121211977
grouped_cv,0,3,grouped_cv_repeat0_fold3,39,9,0.11282408092578027,0.15430599766100775,0.7846204616569279,0.8333333333333333,0.3323466914520083,0.4708439418701124,-1.0053620960465732,0.43333333333333335,0.219522610526228,0.31653794420910464,-0.3999999999999999
grouped_cv,0,4,grouped_cv_repeat0_fold4,39,9,0.20984760634855715,0.24833746485474892,0.3564133045828064,0.6108840083916779,0.18596576296623088,0.2115387377695097,0.533015583531332,0.6945667492672501,-0.023881843382326268,-0.03679872708523921,0.08368274087557226
grouped_cv,1,0,grouped_cv_repeat1_fold0,38,10,0.13787524157425737,0.17933297139814983,0.827406863781075,0.9636363636363635,0.32423635843864385,0.4691714594846351,-0.181316859838907,0.6242424242424242,0.18636111686438647,0.28983848808648527,-0.33939393939393936
grouped_cv,1,1,grouped_cv_repeat1_fold1,38,10,0.2117569507775033,0.2597293197731812,0.3586541722140306,0.2621999963272148,0.21711311264223596,0.26916708853705723,0.3111982663568986,0.6463534793182504,0.005356161864732645,0.009437768763876031,0.3841534829910356
grouped_cv,1,2,grouped_cv_repeat1_fold2,38,10,0.14636002977647367,0.20302014531874216,0.7050459106114656,0.6606060606060605,0.3111128371711883,0.4438850629778075,-0.4099938395661411,0.43030303030303024,0.16475280739471465,0.24086491765906534,-0.2303030303030303
grouped_cv,1,3,grouped_cv_repeat1_fold3,39,9,0.195470602809397,0.22743671854652547,0.6361207218314028,0.8666666666666667,0.23214104970871693,0.28286894934897017,0.4371317941596743,0.7,0.03667044689931995,0.05543223080244469,-0.16666666666666674
grouped_cv,1,4,grouped_cv_repeat1_fold4,39,9,0.1658830898224754,0.18192033174974495,0.7350043915165166,0.8499999999999999,0.1790175713584782,0.2524592656816163,0.4896609186329999,0.7333333333333334,0.013134481536002801,0.07053893393187136,-0.11666666666666647
