mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,baseline_mae_mean,baseline_rmse_mean,baseline_spearman_mean,delta_mae_vs_baseline_mean,delta_rmse_vs_baseline_mean,delta_spearman_vs_baseline_mean,n_splits,n_terminal_specimens,analysis_name,split_name,feature_set_name,feature_set_label,model_name,n_features,pipeline_name,stage1_model_name,stage2_model_name
0.25584382265134137,0.06845936867119286,0.3520285268076072,0.10335920570225303,0.03620926927883537,0.5213721401360459,0.6059005194551955,0.14854960376015147,0.17260179853785462,0.21385001256724495,0.7494695104205708,0.08324202411348672,0.13817851424036223,-0.14356899096537534,10,48,specimen_summary_residual_refinement,grouped_cv,mesh_residual_summary,metadata baseline + mesh residual summaries,Ridge,28,metadata_baseline_plus_mesh_residual_Ridge,Ridge,Ridge
