target,feature_name,source_family,n_valid,spearman_corr,spearman_abs_corr
wire_area_loss_frac,img_brightness_std,image_color,48,-0.13178462874511507,0.13178462874511507
wire_area_loss_frac,img_contrast,image_color,48,-0.13178462874511507,0.13178462874511507
wire_area_loss_frac,img_gray_hist_bin_1,image_histogram,48,-0.1274563029984476,0.1274563029984476
wire_area_loss_frac,img_strip_peak_location_cm,image_spatial,48,0.12717718615643459,0.12717718615643459
wire_area_loss_frac,img_g_std,image_color,48,-0.12125488493269647,0.12125488493269647
wire_area_loss_frac,img_b_std,image_color,48,-0.1062744246634824,0.1062744246634824
wire_area_loss_frac,img_gray_hist_bin_7,image_histogram,48,-0.10508033000434215,0.10508033000434215
wire_area_loss_frac,img_gray_hist_bin_2,image_histogram,48,0.10188075016643101,0.10188075016643101
wire_area_loss_frac,img_g_mean,image_color,48,-0.1001953973078593,0.1001953973078593
wire_area_loss_frac,img_glcm_energy,image_texture,48,-0.09889274858879722,0.09889274858879722
wire_area_loss_frac,img_brightness_mean,image_color,48,-0.0893399913156752,0.0893399913156752
wire_area_loss_frac,img_r_mean,image_color,48,-0.07642205818497612,0.07642205818497612
wire_area_loss_frac,img_glcm_homogeneity,image_texture,48,-0.06904038211029093,0.06904038211029093
wire_area_loss_frac,img_strip_high_count,image_spatial,48,-0.05921222849264998,0.05921222849264998
wire_area_loss_frac,img_gray_hist_bin_4,image_histogram,48,0.05905340859748154,0.05905340859748154
wire_area_loss_frac,img_rust_blob_largest_ratio_pct,image_morphology,48,0.04521399301472405,0.04521399301472405
wire_area_loss_frac,img_strip_rust_max_pct,image_spatial,48,-0.04260862486981798,0.04260862486981798
wire_area_loss_frac,img_lbp_std,image_texture,48,0.0401650021710812,0.0401650021710812
wire_area_loss_frac,img_brightness_p10,image_color,48,-0.027199436192689063,0.027199436192689063
wire_area_loss_frac,img_edge_to_center_rust_ratio,image_spatial,48,0.026759301988306068,0.026759301988306068
wire_area_loss_frac,img_glcm_contrast,image_texture,48,-0.022904906643508468,0.022904906643508468
wire_area_loss_frac,img_strip_rust_std_pct,image_spatial,48,0.01742339946905933,0.01742339946905933
wire_area_loss_frac,img_gray_hist_bin_3,image_histogram,48,0.015740338688666956,0.015740338688666956
wire_area_loss_frac,img_strip_rust_p90_pct,image_spatial,48,0.014873520878013047,0.014873520878013047
wire_area_loss_frac,img_rust_blob_count,image_morphology,48,-0.009770395715419227,0.009770395715419227
wire_area_loss_frac,img_r_std,image_color,48,-0.007815892314372557,0.007815892314372557
wire_area_loss_frac,img_strip_rust_mean_pct,image_spatial,48,0.006784812877359551,0.006784812877359551
wire_area_loss_frac,img_rust_area_ratio_pct,image_mask,48,0.0054821288049065175,0.0054821288049065175
wire_area_loss_frac,img_rust_center_of_mass_cm,image_spatial,48,0.004830786768680001,0.004830786768680001
wire_area_loss_frac,img_strip_count,image_spatial,48,,
