feature,importance
img_rust_blob_eccentricity_mean,16.03523794983493
img_strip_peak_location_cm,6.248370929112787
img_b_std,4.505734088913575
img_lbp_std,4.352969866301069
img_glcm_energy,3.6850286039487843
img_rust_blob_count,3.5479820991856146
img_lbp_mean,3.4724650280436196
img_strip_rust_max_pct,3.2624339684915986
img_rust_blob_largest_ratio_pct,3.2270707584642664
img_gray_hist_bin_6,3.136826916732766
img_rust_center_of_mass_cm,2.945281891088232
img_gray_hist_bin_7,2.8558132424721734
img_gray_hist_bin_5,2.809447715351839
img_gray_hist_bin_0,2.8027212378107937
img_brightness_p90,2.631823115776513
img_brightness_std,2.5982089997171713
img_rust_blob_mean_ratio_pct,2.5947901603741284
img_black_mask_ratio_pct,2.534184899140667
img_gray_mask_ratio_pct,2.371822041072659
img_glcm_homogeneity,2.2640681694959692
img_strip_high_count,2.1364973707824118
img_gray_hist_bin_3,2.1063436824294186
img_r_std,1.9346816041612014
img_gray_hist_bin_2,1.9046384953674114
img_rust_area_ratio_pct,1.8865480567903514
img_glcm_contrast,1.7494567854403311
img_r_mean,1.6597938818833209
img_b_mean,1.5271885303250594
img_strip_rust_std_pct,1.375312458679815
img_gray_hist_bin_1,1.3535776719218133
img_brightness_mean,1.3207684297883473
img_gray_hist_bin_4,1.204837850355204
img_strip_rust_p90_pct,1.0077769718617464
img_brightness_p10,0.9502965288844222
