split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,626,165,38,10,38,10,0.015283309380499061,0.27525895011437673,0.021068474048052455,0.3314102497038745,0.9962868521345022,0.5218759093455203,0.9978109119394353,0.5592731001856595
grouped_cv,0,1,grouped_cv_repeat0_fold1,626,165,38,10,38,10,0.023472843420703333,0.11863072163783459,0.0334610832551488,0.19271179770481772,0.9927573492196294,0.6323022843870596,0.9946366560765301,0.9118583155200968
grouped_cv,0,2,grouped_cv_repeat0_fold2,627,164,38,10,38,10,0.01824038512931039,0.2854176232231729,0.0260691930650697,0.3468430437162252,0.9950769748368212,0.27038229405246617,0.9927758853982753,0.7696969696969697
grouped_cv,0,3,grouped_cv_repeat0_fold3,641,150,39,9,39,9,0.027777770960199,0.11205927433445018,0.038876860962660395,0.1337898962990118,0.9899634527281154,0.838085604662662,0.990685476496933,0.9166666666666666
grouped_cv,0,4,grouped_cv_repeat0_fold4,644,147,39,9,39,9,0.020002297297542857,0.2260068639647124,0.02786698002572805,0.2645669884819485,0.9949819408292804,0.2695443063532943,0.9936215908370872,0.6778302010921357
grouped_cv,1,0,grouped_cv_repeat1_fold0,626,165,38,10,38,10,0.029100941006967133,0.13948946621871916,0.039168265311464286,0.17046721205929707,0.9882685418276884,0.8440501546278263,0.991188294516283,0.9272727272727272
grouped_cv,1,1,grouped_cv_repeat1_fold1,627,164,38,10,38,10,0.020353303021139364,0.2501266052137559,0.027358003416720334,0.31621276436887436,0.995073701226994,0.04937526287453198,0.9978657408531398,0.3719581343246536
grouped_cv,1,2,grouped_cv_repeat1_fold2,626,165,38,10,38,10,0.024420314809128266,0.13754033038383712,0.03233039218436298,0.199755542407718,0.992732401797079,0.7144554803343212,0.9919010853800435,0.7454545454545454
grouped_cv,1,3,grouped_cv_repeat1_fold3,641,150,39,9,39,9,0.023810037982830875,0.22799010911374173,0.031831591986515854,0.31348206726796946,0.9929664301331255,0.30870794240472244,0.9925588776533959,0.6333333333333333
grouped_cv,1,4,grouped_cv_repeat1_fold4,644,147,39,9,39,9,0.02420230705758768,0.16384028875468412,0.03381724285158902,0.19986620217641113,0.992202582089051,0.6801436931033822,0.990887080059003,0.8499999999999999
