specimen_id,best_family,threshold_wire_area_loss_frac,last_observed_day,last_observed_predicted_wire_area_loss_frac,estimated_crossing_day,proxy_rul_days,right_censored,threshold_reached_by_baseline,threshold_reached_by_last_observation,threshold_crossed_during_observation,future_crossing_within_horizon,threshold_status,projection_horizon_days
D01,monotone_isotonic,0.2,252.0,0.2973237239607495,21.0,,False,False,True,True,False,crossed_during_observation,365
D01,monotone_isotonic,0.3,252.0,0.2973237239607495,,,True,False,False,False,False,not_crossed_within_horizon,365
D01,monotone_isotonic,0.4,252.0,0.2973237239607495,,,True,False,False,False,False,not_crossed_within_horizon,365
D02,monotone_isotonic,0.2,252.0,0.3251833887901391,6.0,,False,False,True,True,False,crossed_during_observation,365
D02,monotone_isotonic,0.3,252.0,0.3251833887901391,129.0,,False,False,True,True,False,crossed_during_observation,365
D02,monotone_isotonic,0.4,252.0,0.3251833887901391,,,True,False,False,False,False,not_crossed_within_horizon,365
D03,monotone_isotonic,0.2,252.0,0.3347542005793205,22.0,,False,False,True,True,False,crossed_during_observation,365
D03,monotone_isotonic,0.3,252.0,0.3347542005793205,166.0,,False,False,True,True,False,crossed_during_observation,365
D03,monotone_isotonic,0.4,252.0,0.3347542005793205,,,True,False,False,False,False,not_crossed_within_horizon,365
D04,linear,0.2,252.0,0.3127557042639911,0.0,,False,True,True,False,False,crossed_by_baseline,365
D04,linear,0.3,252.0,0.3127557042639911,0.0,,False,True,True,False,False,crossed_by_baseline,365
D04,linear,0.4,252.0,0.3127557042639911,,,True,False,False,False,False,not_crossed_within_horizon,365
D05,monotone_isotonic,0.2,252.0,0.2842920185729129,26.0,,False,False,True,True,False,crossed_during_observation,365
D05,monotone_isotonic,0.3,252.0,0.2842920185729129,,,True,False,False,False,False,not_crossed_within_horizon,365
D05,monotone_isotonic,0.4,252.0,0.2842920185729129,,,True,False,False,False,False,not_crossed_within_horizon,365
D06,monotone_isotonic,0.2,252.0,0.3792421885757634,4.0,,False,False,True,True,False,crossed_during_observation,365
D06,monotone_isotonic,0.3,252.0,0.3792421885757634,71.0,,False,False,True,True,False,crossed_during_observation,365
D06,monotone_isotonic,0.4,252.0,0.3792421885757634,,,True,False,False,False,False,not_crossed_within_horizon,365
E01,monotone_isotonic,0.2,252.0,0.3892382383575632,0.0,,False,True,True,False,False,crossed_by_baseline,365
E01,monotone_isotonic,0.3,252.0,0.3892382383575632,32.0,,False,False,True,True,False,crossed_during_observation,365
E01,monotone_isotonic,0.4,252.0,0.3892382383575632,,,True,False,False,False,False,not_crossed_within_horizon,365
E02,monotone_isotonic,0.2,252.0,0.3116943143053094,0.0,,False,True,True,False,False,crossed_by_baseline,365
E02,monotone_isotonic,0.3,252.0,0.3116943143053094,177.0,,False,False,True,True,False,crossed_during_observation,365
E02,monotone_isotonic,0.4,252.0,0.3116943143053094,,,True,False,False,False,False,not_crossed_within_horizon,365
E03,monotone_isotonic,0.2,252.0,0.3499679925340541,0.0,,False,True,True,False,False,crossed_by_baseline,365
E03,monotone_isotonic,0.3,252.0,0.3499679925340541,239.0,,False,False,True,True,False,crossed_during_observation,365
E03,monotone_isotonic,0.4,252.0,0.3499679925340541,,,True,False,False,False,False,not_crossed_within_horizon,365
E04,monotone_isotonic,0.2,252.0,0.5026512596178037,21.0,,False,False,True,True,False,crossed_during_observation,365
E04,monotone_isotonic,0.3,252.0,0.5026512596178037,162.0,,False,False,True,True,False,crossed_during_observation,365
E04,monotone_isotonic,0.4,252.0,0.5026512596178037,236.0,,False,False,True,True,False,crossed_during_observation,365
E05,monotone_isotonic,0.2,252.0,0.3506697466308786,0.0,,False,True,True,False,False,crossed_by_baseline,365
E05,monotone_isotonic,0.3,252.0,0.3506697466308786,163.0,,False,False,True,True,False,crossed_during_observation,365
E05,monotone_isotonic,0.4,252.0,0.3506697466308786,,,True,False,False,False,False,not_crossed_within_horizon,365
E06,monotone_isotonic,0.2,252.0,0.2294815842624858,41.0,,False,False,True,True,False,crossed_during_observation,365
E06,monotone_isotonic,0.3,252.0,0.2294815842624858,,,True,False,False,False,False,not_crossed_within_horizon,365
E06,monotone_isotonic,0.4,252.0,0.2294815842624858,,,True,False,False,False,False,not_crossed_within_horizon,365
F01,monotone_isotonic,0.2,252.0,0.3967446179808789,0.0,,False,True,True,False,False,crossed_by_baseline,365
F01,monotone_isotonic,0.3,252.0,0.3967446179808789,0.0,,False,True,True,False,False,crossed_by_baseline,365
F01,monotone_isotonic,0.4,252.0,0.3967446179808789,,,True,False,False,False,False,not_crossed_within_horizon,365
F02,monotone_isotonic,0.2,252.0,0.4692327480006345,51.0,,False,False,True,True,False,crossed_during_observation,365
F02,monotone_isotonic,0.3,252.0,0.4692327480006345,166.0,,False,False,True,True,False,crossed_during_observation,365
F02,monotone_isotonic,0.4,252.0,0.4692327480006345,243.0,,False,False,True,True,False,crossed_during_observation,365
F03,monotone_isotonic,0.2,252.0,0.4226195678255258,0.0,,False,True,True,False,False,crossed_by_baseline,365
F03,monotone_isotonic,0.3,252.0,0.4226195678255258,95.0,,False,False,True,True,False,crossed_during_observation,365
F03,monotone_isotonic,0.4,252.0,0.4226195678255258,247.0,,False,False,True,True,False,crossed_during_observation,365
F04,monotone_isotonic,0.2,252.0,0.3034731111691764,0.0,,False,True,True,False,False,crossed_by_baseline,365
F04,monotone_isotonic,0.3,252.0,0.3034731111691764,192.0,,False,False,True,True,False,crossed_during_observation,365
F04,monotone_isotonic,0.4,252.0,0.3034731111691764,,,True,False,False,False,False,not_crossed_within_horizon,365
F05,monotone_isotonic,0.2,252.0,0.3140968688565322,0.0,,False,True,True,False,False,crossed_by_baseline,365
F05,monotone_isotonic,0.3,252.0,0.3140968688565322,190.0,,False,False,True,True,False,crossed_during_observation,365
F05,monotone_isotonic,0.4,252.0,0.3140968688565322,,,True,False,False,False,False,not_crossed_within_horizon,365
F06,monotone_isotonic,0.2,252.0,0.5602046671668919,12.0,,False,False,True,True,False,crossed_during_observation,365
F06,monotone_isotonic,0.3,252.0,0.5602046671668919,41.0,,False,False,True,True,False,crossed_during_observation,365
F06,monotone_isotonic,0.4,252.0,0.5602046671668919,236.0,,False,False,True,True,False,crossed_during_observation,365
