feature,feature_value,feature_value_label,prediction_mean,feature_kind
campaign_id,campaign_1,campaign_1,2.264335697467799,categorical
campaign_id,campaign_2,campaign_2,2.029271290654257,categorical
cover_mm,2.343,2.343,2.181301160487898,numeric
cover_mm,3.5439285714285713,3.544,2.2646137405656863,numeric
cover_mm,3.766142857142857,3.766,2.251783664657269,numeric
cover_mm,4.344785714285714,4.345,2.1964328477733392,numeric
cover_mm,4.585214285714286,4.585,2.222073416956688,numeric
cover_mm,5.694642857142857,5.695,2.0258782325103817,numeric
cover_mm,6.394285714285714,6.394,1.9737600495032805,numeric
cover_mm,7.257499999999999,7.257,2.0065711376725552,numeric
n_steel_mesh,4.0,4,2.0906787538794696,numeric
n_steel_mesh,7.0,7,2.209957555669376,numeric
nacl_pct,3.5,3.5,2.1960971924550567,numeric
nacl_pct,5.0,5,2.103735884899767,numeric
