split_name,repeat_id,fold_id,split_id,n_train_rows,n_test_rows,n_train_terminal_rows,n_test_terminal_rows,train_specimens,test_specimens,train_mae,test_mae,train_rmse,test_rmse,train_r2,test_r2,train_spearman,test_spearman
grouped_cv,0,0,grouped_cv_repeat0_fold0,341,90,19,5,19,5,0.017174719755705024,0.11991282299110013,0.019383919189544362,0.15190735407409656,0.9933221998278872,-0.6314935111561761,0.9960509954050425,0.30779350562554625
grouped_cv,0,1,grouped_cv_repeat0_fold1,341,90,19,5,19,5,0.013658983558082717,0.20588238393014507,0.018525796897454934,0.23435313889911788,0.9926206068400941,-0.1842632765195198,0.9982440723942094,0.09999999999999999
grouped_cv,0,2,grouped_cv_repeat0_fold2,341,90,19,5,19,5,0.014058778863682576,0.18940231015008596,0.01685565131311382,0.22389159367323633,0.9948029517709813,-1.4352626174476089,0.9947326046263016,-0.6
grouped_cv,0,3,grouped_cv_repeat0_fold3,341,90,19,5,19,5,0.01125115161739281,0.14091418957774918,0.013654077691694355,0.23630200515167465,0.9962166586818121,-0.36191799118785517,0.998683343734455,0.39999999999999997
grouped_cv,0,4,grouped_cv_repeat0_fold4,360,71,20,4,20,4,0.007604901128304931,0.35118459610218883,0.009210243897582352,0.44373131770660496,0.9973236814534026,-0.8143052966011506,0.9988715437443674,-0.39999999999999997
grouped_cv,1,0,grouped_cv_repeat1_fold0,342,89,19,5,19,5,0.011802018950597976,0.2028562456607431,0.014734377990130639,0.22761004916081187,0.9956036963736912,-2.185337830729661,0.998683343734455,0.6
grouped_cv,1,1,grouped_cv_repeat1_fold1,341,90,19,5,19,5,0.015621081829066893,0.10533158323399658,0.020052220149749465,0.14697086560252864,0.9931610642555322,-3.6794703934048085,0.9947326046263016,0.3
grouped_cv,1,2,grouped_cv_repeat1_fold2,341,90,19,5,19,5,0.015419909507092237,0.06944113258129372,0.01904327536802062,0.08959972526839698,0.9931743833386885,0.7045882113566304,0.9973664950180746,0.9999999999999999
grouped_cv,1,3,grouped_cv_repeat1_fold3,341,90,19,5,19,5,0.009314379929871058,0.3291550962291762,0.011844917769312515,0.36622265689651035,0.9941581257458822,-0.2266685668429349,0.9991224219459234,0.09999999999999999
grouped_cv,1,4,grouped_cv_repeat1_fold4,359,72,20,4,20,4,0.012872886624142089,0.23013759755010993,0.015510765241511426,0.26025714118300286,0.9951998436077957,-1.1692163182305704,0.9966133563809663,-1.0
