feature,feature_value,feature_value_label,prediction_mean,feature_kind
campaign_id,campaign_1,campaign_1,2.251637869225834,categorical
campaign_id,campaign_2,campaign_2,2.0376449326324795,categorical
cover_mm,2.343,2.343,2.159864227051077,numeric
cover_mm,3.5439285714285713,3.544,2.259917148772035,numeric
cover_mm,3.766142857142857,3.766,2.2505965183636385,numeric
cover_mm,4.344785714285714,4.345,2.1781886687936693,numeric
cover_mm,4.585214285714286,4.585,2.150067232005651,numeric
cover_mm,5.694642857142857,5.695,2.079683087766039,numeric
cover_mm,6.394285714285714,6.394,1.918560158749374,numeric
cover_mm,7.257499999999999,7.257,2.0235555573796984,numeric
n_steel_mesh,4.0,4,2.078818754404558,numeric
n_steel_mesh,7.0,7,2.217975369231634,numeric
nacl_pct,3.5,3.5,2.2078722511681845,numeric
nacl_pct,5.0,5,2.111811263409121,numeric
